PCA_SD_25896-T1	000635F	-	15892	21235	15892	21235	10	15892,16538,16842,18629,18943,19148,19548,19849,20187,20561,	16277,16761,17196,18899,19092,19490,19781,20056,20446,21235,	0	PCA_SD_25896	cmpl	cmpl	2,1,1,1,2,2,0,0,2,0,
PCA_SD_25894-T1	000635F	-	4384	5020	4384	5020	1	4384,	5020,	0	PCA_SD_25894	cmpl	cmpl	0,
PCA_SD_25895-T1	000635F	-	5652	6123	5652	6123	1	5652,	6123,	0	PCA_SD_25895	cmpl	cmpl	0,
PCA_SD_25805-T1	000686F	+	9844	14198	9844	14198	6	9844,10019,10182,10506,12545,12906,	9953,10126,10447,12477,12827,14198,	0	PCA_SD_25805	cmpl	cmpl	0,1,0,1,1,1,
PCA_SD_25804-T1	000686F	+	8703	9486	8703	9486	3	8703,8910,9258,	8785,9155,9486,	0	PCA_SD_25804	cmpl	cmpl	0,1,0,
PCA_SD_25806-T1	000686F	+	18683	21705	18683	21705	2	18683,19928,	19845,21705,	0	PCA_SD_25806	cmpl	cmpl	0,1,
PCA_SD_25803-T1	000686F	-	3628	7973	3628	7973	7	3628,5300,5900,6094,6651,7374,7834,	3640,5631,6020,6577,7176,7750,7973,	0	PCA_SD_25803	cmpl	cmpl	0,2,2,2,2,1,0,
PCA_SD_25064-T1	000684F	+	19136	20592	19136	20592	8	19136,19244,19376,19590,19810,20006,20164,20374,	19151,19255,19500,19694,19899,20077,20294,20592,	0	PCA_SD_25064	cmpl	cmpl	0,0,2,0,2,1,0,1,
PCA_SD_25062-T1	000684F	+	8625	12585	8625	12585	11	8625,8813,9235,9645,9985,10412,10754,11094,11478,11660,12196,	8736,9122,9575,9893,10339,10673,10925,11318,11557,12132,12585,	0	PCA_SD_25062	cmpl	cmpl	0,0,0,1,0,0,0,0,2,0,1,
PCA_SD_25063-T1	000684F	+	14707	16827	14707	16827	3	14707,15822,16086,	15722,15932,16827,	0	PCA_SD_25063	cmpl	cmpl	0,1,0,
PCA_SD_25061-T1	000684F	+	5346	6705	5346	6705	2	5346,5530,	5455,6705,	0	PCA_SD_25061	cmpl	cmpl	0,1,
PCA_SD_25060-T1	000684F	-	2021	2539	2021	2539	2	2021,2422,	2354,2539,	0	PCA_SD_25060	cmpl	cmpl	0,0,
PCA_SD_25163-T1	000646F	+	2230	2928	2230	2928	3	2230,2452,2629,	2377,2567,2928,	0	PCA_SD_25163	cmpl	cmpl	0,0,1,
PCA_SD_25166-T1	000646F	+	9911	10694	9911	10694	3	9911,10118,10466,	9993,10363,10694,	0	PCA_SD_25166	cmpl	cmpl	0,1,0,
PCA_SD_25167-T1	000646F	+	11052	12492	11052	12492	2	11052,11227,	11161,12492,	0	PCA_SD_25167	cmpl	cmpl	0,1,
PCA_SD_25164-T1	000646F	+	4172	5004	4172	5004	5	4172,4288,4403,4559,4926,	4203,4331,4486,4864,5004,	0	PCA_SD_25164	cmpl	cmpl	0,1,2,1,0,
PCA_SD_25165-T1	000646F	-	8803	9532	8803	9532	4	8803,8919,9086,9233,	8812,9000,9165,9532,	0	PCA_SD_25165	cmpl	cmpl	0,0,2,0,
PCA_SD_25168-T1	000646F	+	12607	15409	12607	15409	4	12607,13281,13782,14117,	13202,13688,14038,15409,	0	PCA_SD_25168	cmpl	cmpl	0,1,0,1,
PCA_SD_25169-T1	000646F	+	19828	22850	19828	22850	2	19828,21073,	20990,22850,	0	PCA_SD_25169	cmpl	cmpl	0,1,
PCA_SD_26453-T1	000668F	+	8437	10375	8437	10375	4	8437,8800,9634,9926,	8627,9557,9786,10375,	0	PCA_SD_26453	cmpl	cmpl	0,1,2,1,
PCA_SD_26454-T1	000668F	+	13994	15738	13994	15738	7	13994,14148,14255,14495,14820,15018,15408,	14036,14169,14391,14750,14945,15315,15738,	0	PCA_SD_26454	cmpl	cmpl	0,0,0,1,1,0,0,
PCA_SD_26939-T1	000680F	+	19659	20931	19659	20931	1	19659,	20931,	0	PCA_SD_26939	cmpl	cmpl	0,
PCA_SD_24979-T1	000677F	-	370	928	370	928	3	370,660,820,	562,735,928,	0	PCA_SD_24979	cmpl	cmpl	0,0,0,
PCA_SD_24983-T1	000677F	+	6906	7558	6906	7558	2	6906,7085,	6961,7558,	0	PCA_SD_24983	cmpl	cmpl	0,1,
PCA_SD_24982-T1	000677F	+	6100	6879	6100	6879	3	6100,6658,6811,	6251,6721,6879,	0	PCA_SD_24982	cmpl	cmpl	0,1,1,
PCA_SD_24981-T1	000677F	+	4098	4407	4098	4407	2	4098,4285,	4210,4407,	0	PCA_SD_24981	cmpl	cmpl	0,1,
PCA_SD_24980-T1	000677F	-	1677	3667	1677	3667	2	1677,3156,	3044,3667,	0	PCA_SD_24980	cmpl	cmpl	1,0,
PCA_SD_24986-T1	000677F	-	13888	14567	13888	14567	5	13888,14010,14164,14325,14455,	13935,14067,14260,14379,14567,	0	PCA_SD_24986	cmpl	cmpl	1,1,1,1,0,
PCA_SD_24985-T1	000677F	-	9012	10023	9012	10023	5	9012,9352,9546,9659,9871,	9234,9429,9580,9720,10023,	0	PCA_SD_24985	cmpl	cmpl	0,1,0,2,0,
PCA_SD_24984-T1	000677F	+	8173	8741	8173	8741	2	8173,8438,	8326,8741,	0	PCA_SD_24984	cmpl	cmpl	0,0,
PCA_SD_23674-T1	000673F	-	827	1050	827	1050	1	827,	1050,	0	PCA_SD_23674	cmpl	cmpl	0,
PCA_SD_23675-T1	000673F	+	3337	4932	3337	4932	8	3337,3525,3689,3933,4095,4424,4617,4824,	3454,3603,3851,4016,4363,4553,4749,4932,	0	PCA_SD_23675	cmpl	cmpl	0,0,0,0,2,0,0,0,
PCA_SD_23676-T1	000673F	+	10170	11183	10170	11183	6	10170,10578,10711,10815,10925,11138,	10509,10645,10754,10849,11048,11183,	0	PCA_SD_23676	cmpl	cmpl	0,0,1,2,0,0,
PCA_SD_23677-T1	000673F	-	12343	13563	12343	13563	3	12343,12941,13425,	12859,13352,13563,	0	PCA_SD_23677	cmpl	cmpl	0,0,0,
PCA_SD_23678-T1	000673F	+	13691	14429	13691	14429	3	13691,13803,14251,	13718,14123,14429,	0	PCA_SD_23678	cmpl	cmpl	0,0,2,
PCA_SD_23679-T1	000673F	-	15783	19393	15783	19393	5	15783,16276,16806,17233,18339,	16194,16732,17153,18253,19393,	0	PCA_SD_23679	cmpl	cmpl	0,0,1,1,0,
PCA_SD_23681-T1	000673F	-	21106	21404	21106	21404	2	21106,21361,	21240,21404,	0	PCA_SD_23681	cmpl	cmpl	1,0,
PCA_SD_23680-T1	000673F	-	19413	20913	19413	20913	6	19413,19694,19836,20300,20399,20739,	19605,19754,20201,20306,20502,20913,	0	PCA_SD_23680	cmpl	cmpl	0,0,1,1,0,0,
PCA_SD_23682-T1	000673F	+	21578	22996	21578	22996	2	21578,22745,	21843,22996,	0	PCA_SD_23682	cmpl	cmpl	0,1,
PCA_SD_26643-T1	000671F	-	4228	4906	4228	4906	1	4228,	4906,	0	PCA_SD_26643	cmpl	cmpl	0,
PCA_SD_26644-T1	000671F	+	13959	15988	13959	15988	3	13959,14084,15366,	14002,14784,15988,	0	PCA_SD_26644	cmpl	cmpl	0,1,2,
PCA_SD_26645-T1	000671F	-	21134	23037	21134	23037	2	21134,22755,	21823,23037,	0	PCA_SD_26645	cmpl	cmpl	1,1,
PCA_SD_25436-T1	000672F	-	2410	3502	2410	3502	2	2410,3293,	3224,3502,	0	PCA_SD_25436	cmpl	cmpl	2,0,
PCA_SD_25440-T1	000672F	-	18880	21140	18880	21140	3	18880,20094,21124,	20023,21035,21140,	0	PCA_SD_25440	cmpl	cmpl	0,1,0,
PCA_SD_25437-T1	000672F	+	5554	7306	5554	7306	5	5554,5792,5935,6532,7269,	5585,5841,6427,7165,7306,	0	PCA_SD_25437	cmpl	cmpl	0,1,2,2,2,
PCA_SD_25438-T1	000672F	-	7778	9465	7778	9465	7	7778,8012,8287,8499,8821,9015,9191,	7915,8195,8428,8619,8939,9134,9465,	0	PCA_SD_25438	cmpl	cmpl	1,1,1,1,0,1,0,
PCA_SD_25439-T1	000672F	+	9723	11459	9723	11459	5	9723,9852,10507,11004,11125,	9781,10420,10879,11040,11459,	0	PCA_SD_25439	cmpl	cmpl	0,1,2,2,2,
PCA_SD_26916-T1	000663F	-	5104	5554	5104	5554	2	5104,5521,	5398,5554,	0	PCA_SD_26916	cmpl	cmpl	0,0,
PCA_SD_24839-T1	000661F	-	23413	25113	23413	25113	7	23413,23651,23788,24018,24325,24773,25094,	23549,23722,23920,24107,24639,24941,25113,	0	PCA_SD_24839	cmpl	cmpl	2,0,0,1,2,2,1,
PCA_SD_24838-T1	000661F	-	22401	23228	22401	23228	2	22401,22554,	22489,23228,	0	PCA_SD_24838	cmpl	cmpl	2,0,
PCA_SD_24837-T1	000661F	-	5441	8703	5441	8703	5	5441,5813,6766,7325,7893,	5705,6686,7250,7807,8703,	0	PCA_SD_24837	cmpl	cmpl	0,0,2,0,0,
PCA_SD_24836-T1	000661F	+	75	4968	75	4968	15	75,605,1276,1515,1653,1824,2169,2312,2875,3084,3342,3825,4076,4353,4642,	460,1158,1447,1576,1744,2066,2231,2783,2974,3253,3731,3971,4219,4500,4968,	0	PCA_SD_24836	cmpl	cmpl	1,2,0,0,1,2,1,0,0,0,1,0,2,1,1,
PCA_SD_24235-T1	000658F	-	16782	19103	16782	19103	7	16782,17203,17792,18011,18108,18437,18689,	16986,17731,17894,18044,18185,18624,19103,	0	PCA_SD_24235	cmpl	cmpl	0,0,0,0,1,0,0,
PCA_SD_24234-T1	000658F	-	13573	15281	13573	15281	2	13573,15170,	14998,15281,	0	PCA_SD_24234	cmpl	cmpl	0,0,
PCA_SD_24230-T1	000658F	-	372	729	372	729	1	372,	729,	0	PCA_SD_24230	cmpl	cmpl	0,
PCA_SD_24233-T1	000658F	-	9352	13545	9352	13545	16	9352,9641,9973,10087,10289,10448,10603,10808,10995,11609,12051,12288,12801,13233,13442,13539,	9583,9866,10015,10231,10368,10492,10702,10902,11562,11914,12219,12699,13142,13313,13459,13545,	0	PCA_SD_24233	cmpl	cmpl	0,0,0,0,2,0,0,2,2,0,0,0,1,2,0,0,
PCA_SD_24232-T1	000658F	-	6576	6945	6576	6945	1	6576,	6945,	0	PCA_SD_24232	cmpl	cmpl	0,
PCA_SD_24237-T1	000658F	-	24135	24546	24135	24546	1	24135,	24546,	0	PCA_SD_24237	cmpl	cmpl	0,
PCA_SD_24231-T1	000658F	-	3627	3996	3627	3996	1	3627,	3996,	0	PCA_SD_24231	cmpl	cmpl	0,
PCA_SD_24236-T1	000658F	+	22175	22983	22175	22983	2	22175,22653,	22571,22983,	0	PCA_SD_24236	cmpl	cmpl	0,0,
PCA_SD_25908-T1	000657F	-	8516	9164	8516	9164	1	8516,	9164,	0	PCA_SD_25908	cmpl	cmpl	0,
PCA_SD_25909-T1	000657F	-	9954	13906	9954	13906	3	9954,10083,13580,	9988,13443,13906,	0	PCA_SD_25909	cmpl	cmpl	2,2,0,
PCA_SD_25906-T1	000657F	-	2103	2390	2103	2390	2	2103,2273,	2190,2390,	0	PCA_SD_25906	cmpl	cmpl	0,0,
PCA_SD_25907-T1	000657F	-	2436	4331	2436	4331	4	2436,3261,3985,4252,	3166,3876,4166,4331,	0	PCA_SD_25907	cmpl	cmpl	2,2,1,0,
PCA_SD_25905-T1	000657F	-	304	1452	304	1452	2	304,1341,	1264,1452,	0	PCA_SD_25905	cmpl	cmpl	0,0,
PCA_SD_25911-T1	000657F	-	22623	22707	22707	22707	1	22623,	22707,	0	PCA_SD_25911	none	none	-1,
PCA_SD_25910-T1	000657F	-	14675	16031	14675	16031	1	14675,	16031,	0	PCA_SD_25910	cmpl	cmpl	0,
PCA_SD_26357-T1	000655F	-	5375	8383	5375	8383	11	5375,5535,5890,6859,6988,7172,7447,7584,7905,8262,8380,	5383,5823,6758,6926,7079,7341,7513,7726,7987,8278,8383,	0	PCA_SD_26357	cmpl	cmpl	1,1,0,2,1,0,0,2,1,0,0,
PCA_SD_26358-T1	000655F	-	14384	14996	14384	14996	1	14384,	14996,	0	PCA_SD_26358	cmpl	cmpl	0,
PCA_SD_26433-T1	000653F	-	1033	1369	1033	1369	1	1033,	1369,	0	PCA_SD_26433	cmpl	cmpl	0,
PCA_SD_26435-T1	000653F	+	20658	21107	20658	21107	2	20658,20961,	20905,21107,	0	PCA_SD_26435	cmpl	cmpl	0,1,
PCA_SD_26434-T1	000653F	+	13496	13832	13496	13832	1	13496,	13832,	0	PCA_SD_26434	cmpl	cmpl	0,
PCA_SD_26436-T1	000653F	+	22021	23560	22021	23560	5	22021,22218,22543,22794,22959,	22127,22485,22717,22915,23560,	0	PCA_SD_26436	cmpl	cmpl	0,1,1,1,2,
PCA_SD_23474-T1	000651F	-	24892	26180	24892	26180	3	24892,25021,25804,	24920,25514,26180,	0	PCA_SD_23474	cmpl	cmpl	2,1,0,
PCA_SD_23472-T1	000651F	+	19437	19746	19437	19746	1	19437,	19746,	0	PCA_SD_23472	cmpl	cmpl	0,
PCA_SD_23473-T1	000651F	-	21406	23905	21406	23905	3	21406,21550,23321,	21475,21776,23905,	0	PCA_SD_23473	cmpl	cmpl	0,2,0,
PCA_SD_23470-T1	000651F	+	12477	13133	12477	13133	3	12477,12747,12960,	12653,12866,13133,	0	PCA_SD_23470	cmpl	cmpl	0,2,1,
PCA_SD_23471-T1	000651F	-	16844	18995	16844	18995	10	16844,16977,17153,17359,17557,17737,17942,18215,18495,18696,	16888,17061,17222,17473,17649,17864,18113,18413,18626,18995,	0	PCA_SD_23471	cmpl	cmpl	1,1,1,1,2,1,1,1,2,0,
PCA_SD_23467-T1	000651F	-	5136	5706	5136	5706	2	5136,5219,	5165,5706,	0	PCA_SD_23467	cmpl	cmpl	1,0,
PCA_SD_23466-T1	000651F	+	18	541	18	541	4	18,164,354,507,	93,214,437,541,	0	PCA_SD_23466	cmpl	cmpl	1,1,0,2,
PCA_SD_23469-T1	000651F	+	10073	10737	10073	10737	3	10073,10349,10555,	10252,10465,10737,	0	PCA_SD_23469	cmpl	cmpl	0,2,1,
PCA_SD_23468-T1	000651F	-	5730	8710	5730	8710	9	5730,6088,6289,6740,7077,7254,7495,7865,8175,	6023,6217,6664,7005,7186,7400,7772,8076,8710,	0	PCA_SD_23468	cmpl	cmpl	1,1,1,0,2,0,2,1,0,
PCA_SD_23284-T1	000098F	+	13106	14414	13106	14414	5	13106,13574,13852,13975,14306,	13454,13684,13877,14077,14414,	0	PCA_SD_23284	cmpl	cmpl	0,0,2,0,0,
PCA_SD_23287-T1	000098F	-	24923	26225	24923	26225	3	24923,25501,25966,	25409,25872,26225,	0	PCA_SD_23287	cmpl	cmpl	0,1,0,
PCA_SD_23286-T1	000098F	-	18243	24522	18243	24522	27	18243,18383,18774,18980,19134,19353,19517,19906,20116,20316,20859,21158,21419,21701,21909,22039,22196,22334,22722,22943,23079,23301,23425,23803,23929,24025,24207,	18307,18700,18919,19054,19277,19432,19845,20050,20252,20797,21090,21354,21619,21775,21975,22123,22258,22652,22879,23015,23188,23364,23734,23865,23966,24142,24522,	0	PCA_SD_23286	cmpl	cmpl	2,0,2,0,1,0,2,2,1,0,0,2,0,1,1,1,2,2,1,1,0,0,0,1,0,0,0,
PCA_SD_23285-T1	000098F	-	14942	16742	14942	16742	3	14942,15356,16112,	15252,16033,16742,	0	PCA_SD_23285	cmpl	cmpl	2,0,0,
PCA_SD_23283-T1	000098F	+	2584	5883	2584	5883	6	2584,3382,4241,4708,5072,5194,	3311,4165,4645,4985,5114,5883,	0	PCA_SD_23283	cmpl	cmpl	0,1,1,0,1,1,
PCA_SD_24239-T1	000652F	+	2738	3407	2738	3407	1	2738,	3407,	0	PCA_SD_24239	cmpl	cmpl	0,
PCA_SD_24238-T1	000652F	+	575	2072	575	2072	3	575,1012,1203,	944,1151,2072,	0	PCA_SD_24238	cmpl	cmpl	0,0,1,
PCA_SD_24246-T1	000652F	+	16531	17378	16531	17378	2	16531,17053,	16980,17378,	0	PCA_SD_24246	cmpl	cmpl	0,2,
PCA_SD_24247-T1	000652F	+	20343	20974	20343	20974	2	20343,20944,	20844,20974,	0	PCA_SD_24247	cmpl	cmpl	0,0,
PCA_SD_24248-T1	000652F	+	21266	22877	21266	22877	5	21266,21541,21794,22107,22411,	21430,21722,21930,22330,22877,	0	PCA_SD_24248	cmpl	cmpl	0,2,0,1,2,
PCA_SD_24249-T1	000652F	+	24019	24433	24019	24433	1	24019,	24433,	0	PCA_SD_24249	cmpl	cmpl	0,
PCA_SD_24244-T1	000652F	+	15197	15640	15197	15640	2	15197,15410,	15366,15640,	0	PCA_SD_24244	cmpl	cmpl	0,1,
PCA_SD_24245-T1	000652F	+	16099	16393	16099	16393	1	16099,	16393,	0	PCA_SD_24245	cmpl	cmpl	0,
PCA_SD_24240-T1	000652F	+	4658	5197	4658	5197	2	4658,4987,	4904,5197,	0	PCA_SD_24240	cmpl	cmpl	0,0,
PCA_SD_24241-T1	000652F	+	5687	7320	5687	7320	5	5687,5965,6220,6610,7164,	5854,6183,6501,7078,7320,	0	PCA_SD_24241	cmpl	cmpl	0,2,1,0,0,
PCA_SD_24242-T1	000652F	+	9121	9827	9121	9827	2	9121,9414,	9254,9827,	0	PCA_SD_24242	cmpl	cmpl	0,1,
PCA_SD_24243-T1	000652F	+	9861	10569	9861	10569	1	9861,	10569,	0	PCA_SD_24243	cmpl	cmpl	0,
PCA_SD_26711-T1	000650F	-	4821	5346	4821	5346	4	4821,5025,5221,5328,	4933,5157,5259,5346,	0	PCA_SD_26711	cmpl	cmpl	2,2,0,0,
PCA_SD_26712-T1	000650F	+	6151	6463	6151	6463	2	6151,6454,	6355,6463,	0	PCA_SD_26712	cmpl	cmpl	0,0,
PCA_SD_26782-T1	000649F	-	15162	16413	15162	16413	3	15162,15559,16169,	15469,16088,16413,	0	PCA_SD_26782	cmpl	cmpl	2,1,0,
PCA_SD_26783-T1	000649F	-	23589	23916	23589	23916	1	23589,	23916,	0	PCA_SD_26783	cmpl	cmpl	0,
PCA_SD_22540-T1	000647F	-	23678	26598	23678	26598	11	23678,24098,24706,24819,25060,25271,25578,25791,26008,26189,26362,	23997,24628,24728,24966,25199,25395,25684,25864,26093,26321,26598,	0	PCA_SD_22540	cmpl	cmpl	2,0,2,2,1,0,2,1,0,0,1,
PCA_SD_22538-T1	000647F	-	18222	21005	18222	21005	9	18222,18369,18737,18849,19003,19203,19568,20081,20369,	18291,18642,18766,18928,19134,19393,19826,20294,21005,	0	PCA_SD_22538	cmpl	cmpl	0,0,1,0,1,0,0,0,0,
PCA_SD_22539-T1	000647F	-	21733	23655	21733	23655	3	21733,22028,22184,	21924,22094,23655,	0	PCA_SD_22539	cmpl	cmpl	1,1,0,
PCA_SD_22534-T1	000647F	+	12315	12747	12315	12747	1	12315,	12747,	0	PCA_SD_22534	cmpl	cmpl	0,
PCA_SD_22535-T1	000647F	-	13345	14344	13345	14344	2	13345,13520,	13436,14344,	0	PCA_SD_22535	cmpl	cmpl	2,0,
PCA_SD_22536-T1	000647F	-	14533	16358	14533	16358	4	14533,14917,15394,16049,	14802,15321,15897,16358,	0	PCA_SD_22536	cmpl	cmpl	1,2,0,0,
PCA_SD_22537-T1	000647F	-	16403	17235	16403	17235	3	16403,17066,17177,	16956,17082,17235,	0	PCA_SD_22537	cmpl	cmpl	2,1,0,
PCA_SD_22531-T1	000647F	+	7394	8889	7394	8889	6	7394,7544,8070,8554,8704,8778,	7472,7783,8426,8627,8735,8889,	0	PCA_SD_22531	cmpl	cmpl	0,0,2,1,2,0,
PCA_SD_22532-T1	000647F	+	9073	10340	9073	10340	3	9073,9397,10118,	9367,9712,10340,	0	PCA_SD_22532	cmpl	cmpl	0,0,0,
PCA_SD_22533-T1	000647F	+	10648	11286	10648	11286	4	10648,10758,10923,11071,	10652,10845,10962,11286,	0	PCA_SD_22533	cmpl	cmpl	0,1,1,1,
PCA_SD_25549-T1	000645F	-	16	1180	16	1180	4	16,242,857,1124,	178,553,1000,1180,	0	PCA_SD_25549	cmpl	cmpl	0,1,2,0,
PCA_SD_25553-T1	000645F	-	17289	21251	17289	21251	4	17289,17911,18122,21232,	17831,18022,18827,21251,	0	PCA_SD_25553	cmpl	cmpl	1,1,1,0,
PCA_SD_25552-T1	000645F	+	5732	7930	5732	7930	6	5732,6156,6329,7207,7524,7682,	6061,6243,7139,7418,7591,7930,	0	PCA_SD_25552	cmpl	cmpl	0,2,2,2,0,1,
PCA_SD_25551-T1	000645F	+	3369	4710	3369	4710	6	3369,3568,3723,3891,4091,4472,	3483,3613,3796,4009,4388,4710,	0	PCA_SD_25551	cmpl	cmpl	0,0,0,1,2,2,
PCA_SD_25550-T1	000645F	+	2312	2392	2392	2392	1	2312,	2392,	0	PCA_SD_25550	none	none	-1,
PCA_SD_25629-T1	000644F	+	53	1398	53	1398	2	53,1242,	1166,1398,	0	PCA_SD_25629	cmpl	cmpl	0,0,
PCA_SD_25632-T1	000644F	-	19572	22245	19572	22245	8	19572,19846,20036,20870,21085,21253,21694,21942,	19706,19943,20788,21009,21174,21584,21913,22245,	0	PCA_SD_25632	cmpl	cmpl	1,0,1,0,1,0,0,0,
PCA_SD_25633-T1	000644F	+	25008	25278	25008	25278	1	25008,	25278,	0	PCA_SD_25633	cmpl	cmpl	0,
PCA_SD_25630-T1	000644F	-	7275	9226	7275	9226	6	7275,7826,7972,8161,8327,8988,	7758,7907,8080,8266,8911,9226,	0	PCA_SD_25630	cmpl	cmpl	0,0,0,0,1,0,
PCA_SD_25631-T1	000644F	-	13712	14752	13712	14752	2	13712,14699,	14634,14752,	0	PCA_SD_25631	cmpl	cmpl	2,0,
PCA_SD_26592-T1	000654F	+	19681	20466	19681	20466	2	19681,20066,	19866,20466,	0	PCA_SD_26592	cmpl	cmpl	0,2,
PCA_SD_26590-T1	000654F	-	2438	3480	2438	3480	2	2438,2530,	2445,3480,	0	PCA_SD_26590	cmpl	cmpl	2,0,
PCA_SD_26591-T1	000654F	-	10182	10568	10182	10568	3	10182,10320,10561,	10218,10475,10568,	0	PCA_SD_26591	cmpl	cmpl	0,1,0,
PCA_SD_26558-T1	000642F	+	6881	7193	6881	7193	2	6881,7184,	7085,7193,	0	PCA_SD_26558	cmpl	cmpl	0,0,
PCA_SD_26556-T1	000642F	+	564	1298	564	1298	2	564,922,	800,1298,	0	PCA_SD_26556	cmpl	cmpl	0,2,
PCA_SD_26557-T1	000642F	-	5551	6076	5551	6076	4	5551,5755,5951,6058,	5663,5887,5989,6076,	0	PCA_SD_26557	cmpl	cmpl	2,2,0,0,
PCA_SD_25162-T1	000659F	+	12772	20141	12772	20141	17	12772,13302,13757,14492,14750,15200,15726,15974,16127,16747,19008,19190,19398,19648,19806,19963,20130,	13197,13577,14437,14665,15130,15497,15903,16055,16609,18929,19115,19322,19552,19698,19874,20040,20141,	0	PCA_SD_25162	cmpl	cmpl	0,2,1,0,2,1,1,1,1,0,1,0,0,1,0,2,1,
PCA_SD_25160-T1	000659F	+	330	997	330	997	3	330,577,964,	507,859,997,	0	PCA_SD_25160	cmpl	cmpl	0,0,0,
PCA_SD_25161-T1	000659F	+	7734	9939	7734	9939	7	7734,8019,8203,8566,9353,9785,9931,	7923,8127,8254,9284,9699,9844,9939,	0	PCA_SD_25161	cmpl	cmpl	0,0,0,0,1,2,1,
