#1_usercol	2_usercol	3_usercol	4_pct_at	5_pct_gc	6_num_A	7_num_C	8_num_G	9_num_T	10_num_N	11_num_oth	12_seq_len
000000F	312270	314270	0.549000	0.451000	535	396	506	563	0	0	2000
000000F	312275	314275	0.548500	0.451500	534	396	507	563	0	0	2000
000000F	312276	314276	0.549000	0.451000	535	396	506	563	0	0	2000
000000F	312277	314277	0.549500	0.450500	536	396	505	563	0	0	2000
000000F	312766	314766	0.560500	0.439500	520	387	492	601	0	0	2000
000000F	312776	314776	0.560000	0.440000	524	385	495	596	0	0	2000
000000F	313013	315013	0.561000	0.439000	516	393	485	606	0	0	2000
000000F	313027	315027	0.559000	0.441000	512	397	485	606	0	0	2000
000000F	313305	315305	0.547500	0.452500	514	436	469	581	0	0	2000
000000F	313849	315849	0.555000	0.445000	544	469	421	566	0	0	2000
000000F	313850	315850	0.554500	0.445500	544	470	421	565	0	0	2000
000000F	313852	315852	0.555000	0.445000	545	470	420	565	0	0	2000
000000F	317520	319520	0.600500	0.399500	589	393	406	612	0	0	2000
000000F	319405	321405	0.582500	0.417500	510	416	419	655	0	0	2000
000000F	323320	325320	0.604000	0.396000	464	421	371	744	0	0	2000
000000F	323401	325401	0.596500	0.403500	449	419	388	744	0	0	2000
000000F	323672	325672	0.573000	0.427000	444	448	406	702	0	0	2000
000000F	326235	328235	0.610500	0.389500	616	349	430	605	0	0	2000
000000F	326269	328269	0.612000	0.388000	615	350	426	609	0	0	2000
000000F	326320	328320	0.610000	0.390000	605	347	433	615	0	0	2000
000000F	326347	328347	0.608500	0.391500	602	348	435	615	0	0	2000
000000F	327056	329056	0.601000	0.399000	546	396	402	656	0	0	2000
000000F	327097	329097	0.602000	0.398000	546	395	401	658	0	0	2000
000000F	327098	329098	0.602000	0.398000	546	396	400	658	0	0	2000
000000F	327138	329138	0.601500	0.398500	543	396	401	660	0	0	2000
000000F	327400	329400	0.585000	0.415000	511	413	417	659	0	0	2000
000000F	330760	332760	0.610500	0.389500	492	428	351	729	0	0	2000
000000F	330907	332907	0.608000	0.392000	490	429	355	726	0	0	2000
000000F	332904	334904	0.534500	0.465500	537	402	529	532	0	0	2000
000000F	332917	334917	0.534000	0.466000	540	402	530	528	0	0	2000
000000F	333102	335102	0.519500	0.480500	535	411	550	504	0	0	2000
000000F	338495	340495	0.566000	0.434000	543	427	441	589	0	0	2000
000000F	338502	340502	0.566500	0.433500	540	425	442	593	0	0	2000
000000F	339445	341445	0.566500	0.433500	555	406	461	578	0	0	2000
000000F	339458	341458	0.565000	0.435000	554	407	463	576	0	0	2000
000000F	339478	341478	0.562500	0.437500	547	409	466	578	0	0	2000
000000F	339482	341482	0.562000	0.438000	546	409	467	578	0	0	2000
000000F	339486	341486	0.561000	0.439000	544	411	467	578	0	0	2000
000000F	359953	361953	0.499000	0.501000	563	452	550	435	0	0	2000
000000F	360153	362153	0.504500	0.495500	575	430	561	434	0	0	2000
000000F	360155	362155	0.504000	0.496000	575	431	561	433	0	0	2000
000000F	374556	376556	0.519000	0.481000	446	415	547	592	0	0	2000
000000F	374951	376951	0.537000	0.463000	478	408	518	596	0	0	2000
000000F	376453	378453	0.607500	0.392500	587	370	415	628	0	0	2000
000000F	379832	381832	0.568000	0.432000	459	391	473	677	0	0	2000
000000F	380513	382513	0.560500	0.439500	510	483	396	611	0	0	2000
000000F	380633	382633	0.551000	0.449000	508	497	401	594	0	0	2000
000000F	388084	390084	0.515500	0.484500	462	503	466	569	0	0	2000
000000F	388087	390087	0.516000	0.484000	463	503	465	569	0	0	2000
000000F	400285	402285	0.491000	0.509000	424	595	423	558	0	0	2000
000000F	400286	402286	0.491500	0.508500	424	594	423	559	0	0	2000
000000F	401856	403856	0.545500	0.454500	498	481	428	593	0	0	2000
000000F	403223	405223	0.561500	0.438500	584	486	391	539	0	0	2000
000000F	403777	405777	0.562500	0.437500	539	468	407	586	0	0	2000
000000F	404667	406667	0.512500	0.487500	471	498	477	554	0	0	2000
000000F	404668	406668	0.512000	0.488000	470	498	478	554	0	0	2000
000000F	404675	406675	0.511000	0.489000	469	498	480	553	0	0	2000
000000F	405220	407220	0.473500	0.526500	443	503	550	504	0	0	2000
000000F	405272	407272	0.468500	0.531500	444	507	556	493	0	0	2000
000000F	405651	407651	0.487000	0.513000	503	470	556	471	0	0	2000
000000F	412669	414669	0.627000	0.373000	619	374	372	635	0	0	2000
000000F	412694	414694	0.625000	0.375000	618	382	368	632	0	0	2000
000000F	418478	420478	0.522500	0.477500	515	480	475	530	0	0	2000
000000F	429408	431408	0.573000	0.427000	613	358	496	533	0	0	2000
000000F	429409	431409	0.572500	0.427500	612	358	497	533	0	0	2000
000000F	431469	433469	0.588500	0.411500	622	342	481	555	0	0	2000
000000F	436852	438852	0.553500	0.446500	591	496	397	516	0	0	2000
000000F	436977	438977	0.542500	0.457500	569	499	416	516	0	0	2000
000000F	436979	438979	0.542500	0.457500	569	499	416	516	0	0	2000
000000F	448702	450702	0.521500	0.478500	536	545	412	507	0	0	2000
000000F	448719	450719	0.523000	0.477000	534	538	416	512	0	0	2000
000000F	451717	453717	0.442500	0.557500	396	523	592	489	0	0	2000
000000F	458444	460444	0.625500	0.374500	629	393	356	622	0	0	2000
000000F	459583	461583	0.539000	0.461000	518	420	502	560	0	0	2000
000000F	462148	464148	0.559000	0.441000	566	386	496	552	0	0	2000
000000F	462295	464295	0.558500	0.441500	588	380	503	529	0	0	2000
000000F	464647	466647	0.603000	0.397000	631	423	371	575	0	0	2000
000000F	473956	475956	0.521000	0.479000	529	500	458	513	0	0	2000
000000F	473957	475957	0.521000	0.479000	529	500	458	513	0	0	2000
000000F	474040	476040	0.522500	0.477500	522	506	449	523	0	0	2000
000000F	486346	488346	0.583000	0.417000	615	410	424	551	0	0	2000
000000F	486376	488376	0.581500	0.418500	612	412	425	551	0	0	2000
000000F	486417	488417	0.578000	0.422000	606	410	434	550	0	0	2000
000000F	486421	488421	0.577500	0.422500	604	409	436	551	0	0	2000
000000F	486423	488423	0.577500	0.422500	604	409	436	551	0	0	2000
000000F	486437	488437	0.575000	0.425000	601	411	439	549	0	0	2000
000000F	488031	490031	0.567500	0.432500	570	409	456	565	0	0	2000
000000F	488065	490065	0.565000	0.435000	569	412	458	561	0	0	2000
000000F	488734	490734	0.585500	0.414500	557	416	413	614	0	0	2000
000000F	493708	495708	0.623000	0.377000	581	367	387	665	0	0	2000
000000F	493867	495867	0.628000	0.372000	583	365	379	673	0	0	2000
000000F	495983	497983	0.599500	0.400500	588	406	395	611	0	0	2000
000000F	495986	497986	0.600000	0.400000	589	407	393	611	0	0	2000
000000F	496003	498003	0.600500	0.399500	591	407	392	610	0	0	2000
000000F	496016	498016	0.599500	0.400500	590	410	391	609	0	0	2000
000000F	496031	498031	0.600000	0.400000	593	410	390	607	0	0	2000
000000F	504722	506722	0.608500	0.391500	565	392	391	652	0	0	2000
000000F	506817	508817	0.554500	0.445500	583	471	420	526	0	0	2000
000000F	510114	512114	0.493500	0.506500	529	463	550	458	0	0	2000
000000F	518058	520058	0.649500	0.350500	644	344	357	655	0	0	2000
000000F	518079	520079	0.648500	0.351500	637	341	362	660	0	0	2000
000000F	518114	520114	0.646000	0.354000	638	340	368	654	0	0	2000
000000F	518116	520116	0.646500	0.353500	638	338	369	655	0	0	2000
000000F	518118	520118	0.646500	0.353500	637	338	369	656	0	0	2000
000000F	518128	520128	0.647000	0.353000	637	338	368	657	0	0	2000
000000F	518129	520129	0.647500	0.352500	638	338	367	657	0	0	2000
000000F	518255	520255	0.648000	0.352000	635	341	363	661	0	0	2000
000000F	518275	520275	0.648000	0.352000	632	342	362	664	0	0	2000
000000F	518290	520290	0.646500	0.353500	633	344	363	660	0	0	2000
000000F	518302	520302	0.644500	0.355500	628	344	367	661	0	0	2000
000000F	518311	520311	0.644000	0.356000	624	344	368	664	0	0	2000
000000F	521707	523707	0.589500	0.410500	567	430	391	612	0	0	2000
000000F	521721	523721	0.587000	0.413000	567	435	391	607	0	0	2000
000000F	521738	523738	0.588000	0.412000	570	432	392	606	0	0	2000
000000F	522763	524763	0.478500	0.521500	491	710	333	466	0	0	2000
000000F	522766	524766	0.477000	0.523000	490	713	333	464	0	0	2000
000000F	534248	536248	0.507000	0.493000	483	522	464	531	0	0	2000
000000F	534454	536454	0.490500	0.509500	485	546	473	496	0	0	2000
000000F	541696	543696	0.532000	0.468000	538	537	399	526	0	0	2000
000000F	541719	543719	0.533000	0.467000	537	538	396	529	0	0	2000
000000F	565000	567000	0.538500	0.461500	544	457	466	533	0	0	2000
000000F	565013	567013	0.537500	0.462500	545	457	468	530	0	0	2000
000000F	565038	567038	0.536500	0.463500	539	459	468	534	0	0	2000
000000F	565069	567069	0.534500	0.465500	533	457	474	536	0	0	2000
000000F	598588	600588	0.604500	0.395500	588	512	279	621	0	0	2000
000000F	611744	613744	0.566000	0.434000	622	364	504	510	0	0	2000
000000F	611745	613745	0.566000	0.434000	621	364	504	511	0	0	2000
000000F	611908	613908	0.559500	0.440500	611	373	508	508	0	0	2000
000000F	632779	634779	0.553000	0.447000	642	465	429	464	0	0	2000
000000F	632780	634780	0.553000	0.447000	642	465	429	464	0	0	2000
000000F	632794	634794	0.556000	0.444000	643	461	427	469	0	0	2000
000000F	632797	634797	0.556000	0.444000	645	460	428	467	0	0	2000
000000F	632803	634803	0.554500	0.445500	644	465	426	465	0	0	2000
000000F	632984	634984	0.562000	0.438000	641	449	427	483	0	0	2000
000000F	632985	634985	0.562500	0.437500	641	449	426	484	0	0	2000
000000F	632995	634995	0.562500	0.437500	641	449	426	484	0	0	2000
000000F	640933	642933	0.556500	0.443500	603	536	351	510	0	0	2000
000000F	646021	648021	0.540500	0.459500	549	425	494	532	0	0	2000
000000F	655846	657846	0.548000	0.452000	550	527	377	546	0	0	2000
000000F	656486	658486	0.564500	0.435500	582	536	335	547	0	0	2000
000000F	656502	658502	0.566000	0.434000	582	538	330	550	0	0	2000
000000F	663697	665697	0.595500	0.404500	578	431	378	613	0	0	2000
000000F	665390	667390	0.565500	0.434500	521	455	414	610	0	0	2000
000000F	665444	667444	0.568500	0.431500	534	448	415	603	0	0	2000
000000F	666461	668461	0.594500	0.405500	600	371	440	589	0	0	2000
000000F	666709	668709	0.595500	0.404500	608	379	430	583	0	0	2000
000000F	684023	686023	0.494500	0.505500	409	585	426	580	0	0	2000
000000F	684063	686063	0.490500	0.509500	407	593	426	574	0	0	2000
000000F	684180	686180	0.496500	0.503500	427	587	420	566	0	0	2000
000000F	684373	686373	0.500500	0.499500	434	586	413	567	0	0	2000
000000F	686402	688402	0.502500	0.497500	545	532	463	460	0	0	2000
000000F	686453	688453	0.507000	0.493000	550	527	459	464	0	0	2000
000000F	686476	688476	0.508000	0.492000	549	531	453	467	0	0	2000
000000F	686495	688495	0.508000	0.492000	552	532	452	464	0	0	2000
000000F	686519	688519	0.504500	0.495500	549	538	453	460	0	0	2000
000000F	697483	699483	0.566000	0.434000	603	473	395	529	0	0	2000
000000F	697504	699504	0.564500	0.435500	606	477	394	523	0	0	2000
000000F	697511	699511	0.564000	0.436000	606	479	393	522	0	0	2000
000000F	708928	710928	0.587000	0.413000	588	396	430	586	0	0	2000
000000F	717499	719499	0.516500	0.483500	522	507	460	511	0	0	2000
000000F	721647	723647	0.556500	0.443500	575	451	436	538	0	0	2000
000000F	725929	727929	0.631500	0.368500	646	344	393	617	0	0	2000
000000F	734790	736790	0.648500	0.351500	659	357	346	638	0	0	2000
000000F	734791	736791	0.648500	0.351500	659	357	346	638	0	0	2000
000000F	737852	739852	0.547500	0.452500	488	382	523	607	0	0	2000
000000F	737855	739855	0.547000	0.453000	488	382	524	606	0	0	2000
000000F	737864	739864	0.545000	0.455000	488	382	528	602	0	0	2000
000000F	737873	739873	0.543500	0.456500	488	380	533	599	0	0	2000
000000F	737878	739878	0.543000	0.457000	490	380	534	596	0	0	2000
000000F	737879	739879	0.543000	0.457000	491	380	534	595	0	0	2000
000000F	737888	739888	0.541500	0.458500	490	380	537	593	0	0	2000
000000F	737892	739892	0.542500	0.457500	490	380	535	595	0	0	2000
000000F	737897	739897	0.542000	0.458000	487	380	536	597	0	0	2000
000000F	737903	739903	0.541000	0.459000	487	379	539	595	0	0	2000
000000F	737906	739906	0.540500	0.459500	486	380	539	595	0	0	2000
000000F	737915	739915	0.539500	0.460500	482	379	542	597	0	0	2000
000000F	737936	739936	0.538500	0.461500	481	379	544	596	0	0	2000
000000F	745585	747585	0.479000	0.521000	437	560	482	521	0	0	2000
000000F	754847	756847	0.513500	0.486500	567	440	533	460	0	0	2000
000000F	754848	756848	0.514000	0.486000	567	439	533	461	0	0	2000
000000F	754849	756849	0.514000	0.486000	567	439	533	461	0	0	2000
000000F	761814	763814	0.479000	0.521000	453	565	477	505	0	0	2000
000000F	763708	765708	0.512500	0.487500	434	534	441	591	0	0	2000
000000F	764664	766664	0.558500	0.441500	493	406	477	624	0	0	2000
000000F	764673	766673	0.558500	0.441500	492	408	475	625	0	0	2000
000000F	764758	766758	0.555500	0.444500	503	416	473	608	0	0	2000
000000F	764869	766869	0.567000	0.433000	517	394	472	617	0	0	2000
000000F	764870	766870	0.567500	0.432500	518	393	472	617	0	0	2000
000000F	764964	766964	0.568000	0.432000	521	377	487	615	0	0	2000
000000F	766634	768634	0.619000	0.381000	618	329	433	620	0	0	2000
000000F	767373	769373	0.616000	0.384000	584	391	377	648	0	0	2000
000000F	775036	777036	0.564000	0.436000	547	513	359	581	0	0	2000
000000F	775039	777039	0.564000	0.436000	546	513	359	582	0	0	2000
000000F	775042	777042	0.562500	0.437500	543	513	362	582	0	0	2000
000000F	777417	779417	0.632000	0.368000	659	313	423	605	0	0	2000
000000F	778984	780984	0.657000	0.343000	631	420	266	683	0	0	2000
000000F	782815	784815	0.553500	0.446500	541	356	537	566	0	0	2000
000000F	782828	784828	0.553500	0.446500	539	357	536	568	0	0	2000
000000F	782842	784842	0.554000	0.446000	539	352	540	569	0	0	2000
000000F	782854	784854	0.556500	0.443500	541	354	533	572	0	0	2000
000000F	782897	784897	0.555500	0.444500	537	355	534	574	0	0	2000
000000F	783199	785199	0.545500	0.454500	521	383	526	570	0	0	2000
000000F	783200	785200	0.545500	0.454500	521	382	527	570	0	0	2000
000000F	783235	785235	0.547500	0.452500	522	388	517	573	0	0	2000
000000F	783237	785237	0.548000	0.452000	521	388	516	575	0	0	2000
000000F	784579	786579	0.502000	0.498000	584	555	441	420	0	0	2000
000000F	784718	786718	0.489000	0.511000	571	566	456	407	0	0	2000
000000F	786107	788107	0.420000	0.580000	529	753	407	311	0	0	2000
000000F	786845	788845	0.395500	0.604500	396	820	389	395	0	0	2000
000000F	786848	788848	0.395000	0.605000	394	820	390	396	0	0	2000
000000F	787064	789064	0.408500	0.591500	371	772	411	446	0	0	2000
000000F	787611	789611	0.472500	0.527500	389	614	441	556	0	0	2000
000000F	787618	789618	0.475000	0.525000	388	611	439	562	0	0	2000
000000F	787991	789991	0.512000	0.488000	403	520	456	621	0	0	2000
000000F	789774	791774	0.605000	0.395000	614	356	434	596	0	0	2000
000000F	790031	792031	0.592000	0.408000	598	367	449	586	0	0	2000
000000F	792019	794019	0.516000	0.484000	534	468	500	498	0	0	2000
000000F	808274	810274	0.401500	0.598500	371	713	484	432	0	0	2000
000000F	811916	813916	0.605500	0.394500	627	405	384	584	0	0	2000
000000F	811957	813957	0.604000	0.396000	623	410	382	585	0	0	2000
000000F	811964	813964	0.604000	0.396000	623	410	382	585	0	0	2000
000000F	811967	813967	0.603500	0.396500	624	411	382	583	0	0	2000
000000F	811970	813970	0.604000	0.396000	625	411	381	583	0	0	2000
000000F	812798	814798	0.580000	0.420000	585	370	470	575	0	0	2000
000000F	815220	817220	0.580500	0.419500	581	329	510	580	0	0	2000
000000F	815247	817247	0.579000	0.421000	584	332	510	574	0	0	2000
000000F	819641	821641	0.575500	0.424500	540	454	395	611	0	0	2000
000000F	819706	821706	0.578000	0.422000	549	439	405	607	0	0	2000
000000F	819716	821716	0.578000	0.422000	550	441	403	606	0	0	2000
000000F	820371	822371	0.563000	0.437000	584	419	455	542	0	0	2000
000000F	820375	822375	0.562500	0.437500	585	419	456	540	0	0	2000
000000F	823463	825463	0.545000	0.455000	552	456	454	538	0	0	2000
000000F	824376	826376	0.596500	0.403500	594	409	398	599	0	0	2000
000000F	825036	827036	0.616500	0.383500	602	367	400	631	0	0	2000
000000F	827122	829122	0.474000	0.526000	462	579	473	486	0	0	2000
000000F	827149	829149	0.475000	0.525000	465	573	477	485	0	0	2000
000000F	833313	835313	0.580500	0.419500	582	427	412	579	0	0	2000
000000F	835990	837990	0.506000	0.494000	541	555	433	471	0	0	2000
000000F	839333	841333	0.565000	0.435000	561	458	412	569	0	0	2000
000000F	839869	841869	0.536000	0.464000	537	500	428	535	0	0	2000
000000F	839870	841870	0.535500	0.464500	536	501	428	535	0	0	2000
000000F	840074	842074	0.528500	0.471500	520	514	429	537	0	0	2000
000000F	840077	842077	0.528500	0.471500	520	515	428	537	0	0	2000
000000F	840111	842111	0.530000	0.470000	526	515	425	534	0	0	2000
000000F	840132	842132	0.530000	0.470000	528	512	428	532	0	0	2000
000000F	840135	842135	0.530000	0.470000	527	513	427	533	0	0	2000
000000F	845990	847990	0.561000	0.439000	530	469	409	592	0	0	2000
000000F	845992	847992	0.561000	0.439000	531	469	409	591	0	0	2000
000000F	845993	847993	0.561500	0.438500	532	469	408	591	0	0	2000
000000F	846541	848541	0.590000	0.410000	532	422	398	648	0	0	2000
000000F	846750	848750	0.602500	0.397500	542	412	383	663	0	0	2000
000000F	846798	848798	0.600000	0.400000	535	409	391	665	0	0	2000
000000F	847961	849961	0.601000	0.399000	582	364	434	620	0	0	2000
000000F	847997	849997	0.601000	0.399000	579	365	433	623	0	0	2000
000000F	848131	850131	0.597500	0.402500	580	390	415	615	0	0	2000
000000F	848132	850132	0.597000	0.403000	580	390	416	614	0	0	2000
000000F	850512	852512	0.612500	0.387500	529	467	308	696	0	0	2000
000000F	851509	853509	0.560000	0.440000	496	519	361	624	0	0	2000
000000F	858031	860031	0.584500	0.415500	517	352	479	652	0	0	2000
000000F	858032	860032	0.584500	0.415500	517	352	479	652	0	0	2000
000000F	858046	860046	0.582000	0.418000	515	354	482	649	0	0	2000
000000F	858071	860071	0.582000	0.418000	516	348	488	648	0	0	2000
000000F	858083	860083	0.583000	0.417000	520	343	491	646	0	0	2000
000000F	877272	879272	0.534500	0.465500	566	534	397	503	0	0	2000
000000F	877319	879319	0.535500	0.464500	569	531	398	502	0	0	2000
000000F	877326	879326	0.537000	0.463000	570	531	395	504	0	0	2000
000000F	877330	879330	0.536500	0.463500	569	531	396	504	0	0	2000
000000F	877342	879342	0.538000	0.462000	569	526	398	507	0	0	2000
000000F	877343	879343	0.538000	0.462000	569	525	399	507	0	0	2000
000000F	877348	879348	0.538500	0.461500	570	526	397	507	0	0	2000
000000F	877367	879367	0.538500	0.461500	571	528	395	506	0	0	2000
000000F	877369	879369	0.539000	0.461000	571	527	395	507	0	0	2000
000000F	877372	879372	0.539000	0.461000	570	526	396	508	0	0	2000
000000F	877404	879404	0.541000	0.459000	578	524	394	504	0	0	2000
000000F	877405	879405	0.541000	0.459000	578	525	393	504	0	0	2000
000000F	877417	879417	0.538500	0.461500	574	529	394	503	0	0	2000
000000F	877425	879425	0.538500	0.461500	572	528	395	505	0	0	2000
000000F	877429	879429	0.538000	0.462000	570	528	396	506	0	0	2000
000000F	877635	879635	0.532500	0.467500	579	527	408	486	0	0	2000
000000F	880260	882260	0.499000	0.501000	515	578	424	483	0	0	2000
000000F	882581	884581	0.553500	0.446500	541	352	541	566	0	0	2000
000000F	889991	891991	0.618000	0.382000	623	413	351	613	0	0	2000
000000F	889992	891992	0.618500	0.381500	623	413	350	614	0	0	2000
000000F	889998	891998	0.619000	0.381000	624	411	351	614	0	0	2000
000000F	890337	892337	0.604000	0.396000	628	409	383	580	0	0	2000
000000F	900141	902141	0.510500	0.489500	563	561	418	458	0	0	2000
000000F	900335	902335	0.507000	0.493000	593	551	435	421	0	0	2000
000000F	924035	926035	0.626500	0.373500	555	321	426	698	0	0	2000
000000F	931447	933447	0.525000	0.475000	536	526	424	514	0	0	2000
000000F	937084	939084	0.593000	0.407000	614	355	459	572	0	0	2000
000000F	942319	944319	0.476000	0.524000	530	599	449	422	0	0	2000
000000F	943627	945627	0.504000	0.496000	468	533	459	540	0	0	2000
000000F	944009	946009	0.482500	0.517500	390	549	486	575	0	0	2000
000000F	945278	947278	0.468500	0.531500	455	515	548	482	0	0	2000
000000F	950480	952480	0.485000	0.515000	535	581	449	435	0	0	2000
000000F	950484	952484	0.485000	0.515000	533	580	450	437	0	0	2000
000000F	950494	952494	0.487000	0.513000	535	579	447	439	0	0	2000
000000F	950521	952521	0.488500	0.511500	536	574	449	441	0	0	2000
000000F	950565	952565	0.487000	0.513000	534	581	445	440	0	0	2000
000000F	950567	952567	0.488000	0.512000	535	581	443	441	0	0	2000
000000F	950581	952581	0.487500	0.512500	534	580	445	441	0	0	2000
