#1_usercol	2_usercol	3_usercol	4_pct_at	5_pct_gc	6_num_A	7_num_C	8_num_G	9_num_T	10_num_N	11_num_oth	12_seq_len
000000F	764725	766725	0.556000	0.444000	502	415	473	610	0	0	2000
000000F	767345	769345	0.618000	0.382000	587	388	376	649	0	0	2000
000000F	767350	769350	0.617500	0.382500	587	388	377	648	0	0	2000
000000F	767354	769354	0.617000	0.383000	584	388	378	650	0	0	2000
000000F	783198	785198	0.545000	0.455000	520	383	527	570	0	0	2000
000000F	783215	785215	0.545500	0.454500	522	386	523	569	0	0	2000
000000F	783240	785240	0.547500	0.452500	520	389	516	575	0	0	2000
000000F	783245	785245	0.546500	0.453500	519	389	518	574	0	0	2000
000000F	783282	785282	0.547500	0.452500	517	391	514	578	0	0	2000
000000F	783300	785300	0.547000	0.453000	516	393	513	578	0	0	2000
000000F	784577	786577	0.501500	0.498500	583	555	442	420	0	0	2000
000000F	784578	786578	0.501500	0.498500	583	555	442	420	0	0	2000
000000F	784603	786603	0.498000	0.502000	576	562	442	420	0	0	2000
000000F	784621	786621	0.495500	0.504500	579	565	444	412	0	0	2000
000000F	786728	788728	0.392000	0.608000	425	819	397	359	0	0	2000
000000F	790026	792026	0.592500	0.407500	597	368	447	588	0	0	2000
000000F	810630	812630	0.559000	0.441000	562	450	432	556	0	0	2000
000000F	812789	814789	0.580500	0.419500	585	370	469	576	0	0	2000
000000F	819701	821701	0.577500	0.422500	549	441	404	606	0	0	2000
000000F	819703	821703	0.578000	0.422000	549	440	404	607	0	0	2000
000000F	819707	821707	0.578000	0.422000	550	439	405	606	0	0	2000
000000F	819708	821708	0.578000	0.422000	550	439	405	606	0	0	2000
000000F	824429	826429	0.603000	0.397000	605	410	384	601	0	0	2000
000000F	835989	837989	0.506500	0.493500	542	555	432	471	0	0	2000
000000F	846476	848476	0.592000	0.408000	535	414	402	649	0	0	2000
000000F	846711	848711	0.598500	0.401500	535	420	383	662	0	0	2000
000000F	846747	848747	0.602000	0.398000	542	412	384	662	0	0	2000
000000F	848127	850127	0.598000	0.402000	580	391	413	616	0	0	2000
000000F	848957	850957	0.603000	0.397000	590	435	359	616	0	0	2000
000000F	851930	853930	0.555000	0.445000	512	513	377	598	0	0	2000
000000F	851932	853932	0.555500	0.444500	513	512	377	598	0	0	2000
000000F	877401	879401	0.541000	0.459000	578	525	393	504	0	0	2000
000000F	889983	891983	0.617000	0.383000	621	414	352	613	0	0	2000
000000F	895117	897117	0.477500	0.522500	513	661	384	442	0	0	2000
000000F	897436	899436	0.538500	0.461500	484	480	443	593	0	0	2000
000000F	931054	933054	0.548000	0.452000	534	474	430	562	0	0	2000
000000F	942300	944300	0.478000	0.522000	533	599	445	423	0	0	2000
000000F	948587	950587	0.503500	0.496500	535	542	451	472	0	0	2000
000000F	948590	950590	0.503000	0.497000	535	542	452	471	0	0	2000
000000F	960104	962104	0.569500	0.430500	578	429	432	561	0	0	2000
000000F	969432	971432	0.681000	0.319000	710	314	324	652	0	0	2000
000000F	969435	971435	0.680500	0.319500	710	315	324	651	0	0	2000
000000F	978763	980763	0.515000	0.485000	467	458	512	563	0	0	2000
000000F	986049	988049	0.568000	0.432000	546	424	440	590	0	0	2000
000000F	986201	988201	0.558500	0.441500	525	422	461	592	0	0	2000
000000F	986202	988202	0.559000	0.441000	525	421	461	593	0	0	2000
000000F	1016924	1018924	0.565000	0.435000	552	490	380	578	0	0	2000
000000F	1016978	1018978	0.562500	0.437500	550	497	378	575	0	0	2000
000000F	1043989	1045989	0.478000	0.522000	498	525	519	458	0	0	2000
000000F	1052513	1054513	0.501500	0.498500	460	586	411	543	0	0	2000
000000F	1052570	1054570	0.506000	0.494000	465	582	406	547	0	0	2000
000000F	1053601	1055601	0.507500	0.492500	529	599	386	486	0	0	2000
000000F	1088191	1090191	0.613500	0.386500	642	376	397	585	0	0	2000
000000F	1088205	1090205	0.612500	0.387500	640	378	397	585	0	0	2000
000000F	1090351	1092351	0.559500	0.440500	528	369	512	591	0	0	2000
000000F	1108236	1110236	0.522000	0.478000	479	411	545	565	0	0	2000
000000F	1108237	1110237	0.522000	0.478000	479	410	546	565	0	0	2000
000000F	1128228	1130228	0.596500	0.403500	487	383	424	706	0	0	2000
000000F	1139394	1141394	0.537500	0.462500	493	554	371	582	0	0	2000
000000F	1169936	1171936	0.620500	0.379500	290	489	270	951	0	0	2000
000000F	1232761	1234761	0.572000	0.428000	696	469	387	448	0	0	2000
000000F	1260368	1262368	0.476500	0.523500	460	528	519	493	0	0	2000
000000F	1260373	1262373	0.476500	0.523500	462	527	520	491	0	0	2000
000000F	1276649	1278649	0.534000	0.466000	495	493	439	573	0	0	2000
000000F	1279637	1281637	0.565000	0.435000	534	467	403	596	0	0	2000
000000F	1279971	1281971	0.600500	0.399500	561	409	390	640	0	0	2000
000000F	1280332	1282332	0.589500	0.410500	564	396	425	615	0	0	2000
000000F	1300499	1302499	0.572000	0.428000	474	493	363	670	0	0	2000
000000F	1362556	1364556	0.634000	0.366000	645	348	384	623	0	0	2000
000000F	1365140	1367140	0.618000	0.382000	501	390	374	735	0	0	2000
000000F	1365189	1367189	0.608500	0.391500	487	400	383	730	0	0	2000
000000F	1367067	1369067	0.376000	0.624000	351	651	597	401	0	0	2000
000000F	1368856	1370856	0.519500	0.480500	576	508	453	463	0	0	2000
000000F	1371786	1373786	0.507500	0.492500	514	523	462	501	0	0	2000
000001F	35134	37134	0.538500	0.461500	501	473	450	576	0	0	2000
000001F	35141	37141	0.538000	0.462000	499	472	452	577	0	0	2000
000001F	35303	37303	0.555000	0.445000	510	451	439	600	0	0	2000
000001F	45430	47430	0.489000	0.511000	462	525	497	516	0	0	2000
000001F	45458	47458	0.488500	0.511500	464	524	499	513	0	0	2000
000001F	45851	47851	0.460000	0.540000	465	560	520	455	0	0	2000
000001F	45894	47894	0.461000	0.539000	467	555	523	455	0	0	2000
000001F	56539	58539	0.555500	0.444500	459	518	371	652	0	0	2000
000001F	60845	62845	0.575000	0.425000	440	435	415	710	0	0	2000
000001F	64660	66660	0.478000	0.522000	451	438	606	505	0	0	2000
000001F	108802	110802	0.650500	0.349500	646	368	331	655	0	0	2000
000001F	108806	110806	0.651000	0.349000	649	367	331	653	0	0	2000
000001F	137548	139548	0.584000	0.416000	571	468	364	597	0	0	2000
000001F	168389	170389	0.567500	0.432500	551	409	456	584	0	0	2000
000001F	168405	170405	0.565000	0.435000	547	414	456	583	0	0	2000
000001F	168432	170432	0.564500	0.435500	545	417	454	584	0	0	2000
000001F	171266	173266	0.566000	0.434000	633	477	391	499	0	0	2000
000001F	174173	176173	0.542500	0.457500	560	462	453	525	0	0	2000
000001F	174217	176217	0.540000	0.460000	559	466	454	521	0	0	2000
000001F	174219	176219	0.540500	0.459500	559	465	454	522	0	0	2000
000001F	175233	177233	0.563500	0.436500	549	424	449	578	0	0	2000
000001F	197381	199381	0.586000	0.414000	547	432	396	625	0	0	2000
000001F	213480	215480	0.528000	0.472000	559	497	447	497	0	0	2000
000001F	259492	261492	0.548500	0.451500	583	376	527	514	0	0	2000
000001F	269088	271088	0.557000	0.443000	521	433	453	593	0	0	2000
000001F	276790	278790	0.561000	0.439000	560	432	446	562	0	0	2000
000001F	285539	287539	0.513500	0.486500	520	469	504	507	0	0	2000
000001F	309119	311119	0.588000	0.412000	590	408	416	586	0	0	2000
000001F	309122	311122	0.588000	0.412000	589	408	416	587	0	0	2000
000001F	309123	311123	0.588500	0.411500	590	408	415	587	0	0	2000
000001F	318774	320774	0.489000	0.511000	578	460	562	400	0	0	2000
000001F	318891	320891	0.470500	0.529500	561	461	598	380	0	0	2000
000001F	318894	320894	0.470000	0.530000	560	463	597	380	0	0	2000
000001F	318904	320904	0.470000	0.530000	556	463	597	384	0	0	2000
000001F	322812	324812	0.402500	0.597500	508	752	443	297	0	0	2000
000001F	322813	324813	0.403000	0.597000	508	751	443	298	0	0	2000
000001F	322814	324814	0.402500	0.597500	507	752	443	298	0	0	2000
000001F	331286	333286	0.511000	0.489000	587	522	456	435	0	0	2000
000001F	421796	423796	0.512000	0.488000	531	449	527	493	0	0	2000
000001F	421803	423803	0.511000	0.489000	532	452	526	490	0	0	2000
000001F	425591	427591	0.467000	0.533000	477	555	511	457	0	0	2000
000001F	425635	427635	0.469000	0.531000	482	556	506	456	0	0	2000
000001F	425651	427651	0.468000	0.532000	479	557	507	457	0	0	2000
000001F	427347	429347	0.546000	0.454000	482	457	451	610	0	0	2000
000001F	427617	429617	0.568000	0.432000	524	426	438	612	0	0	2000
000001F	427618	429618	0.568500	0.431500	525	425	438	612	0	0	2000
000001F	428391	430391	0.627500	0.372500	582	381	364	673	0	0	2000
000001F	428392	430392	0.628000	0.372000	583	380	364	673	0	0	2000
000001F	437901	439901	0.599500	0.400500	573	401	400	626	0	0	2000
000001F	441397	443397	0.663000	0.337000	704	244	430	622	0	0	2000
000001F	455565	457565	0.413500	0.586500	440	521	652	387	0	0	2000
000001F	456503	458503	0.393500	0.606500	421	511	702	366	0	0	2000
000001F	554118	556118	0.509500	0.490500	536	509	472	483	0	0	2000
000001F	554127	556127	0.508500	0.491500	534	511	472	483	0	0	2000
000001F	573087	575087	0.513500	0.486500	504	479	494	523	0	0	2000
000001F	573215	575215	0.510500	0.489500	495	480	499	526	0	0	2000
000001F	573219	575219	0.510000	0.490000	494	480	500	526	0	0	2000
000001F	573474	575474	0.510000	0.490000	486	485	495	534	0	0	2000
000001F	573483	575483	0.508500	0.491500	486	488	495	531	0	0	2000
000001F	573526	575526	0.506500	0.493500	484	489	498	529	0	0	2000
000001F	573782	575782	0.494000	0.506000	460	512	500	528	0	0	2000
000001F	574030	576030	0.508000	0.492000	462	482	502	554	0	0	2000
000001F	574149	576149	0.505500	0.494500	445	489	500	566	0	0	2000
000001F	574181	576181	0.503500	0.496500	443	485	508	564	0	0	2000
000001F	613624	615624	0.496500	0.503500	504	425	582	489	0	0	2000
000001F	614661	616661	0.485500	0.514500	465	466	563	506	0	0	2000
000001F	614662	616662	0.485500	0.514500	466	466	563	505	0	0	2000
000001F	660755	662755	0.567000	0.433000	550	461	405	584	0	0	2000
000001F	680748	682748	0.566500	0.433500	616	459	408	517	0	0	2000
000001F	691470	693470	0.506000	0.494000	487	522	466	525	0	0	2000
000001F	695148	697148	0.440500	0.559500	433	612	507	448	0	0	2000
000001F	703630	705630	0.551500	0.448500	423	409	488	680	0	0	2000
000001F	714367	716367	0.582500	0.417500	609	376	459	556	0	0	2000
000001F	714373	716373	0.583000	0.417000	612	377	457	554	0	0	2000
000001F	726811	728811	0.529000	0.471000	516	538	404	542	0	0	2000
000001F	727913	729913	0.512500	0.487500	493	534	441	532	0	0	2000
000001F	727914	729914	0.513000	0.487000	493	533	441	533	0	0	2000
000001F	739791	741791	0.517500	0.482500	525	470	495	510	0	0	2000
000001F	746376	748376	0.620500	0.379500	688	401	358	553	0	0	2000
000001F	746379	748379	0.620000	0.380000	688	402	358	552	0	0	2000
000001F	768666	770666	0.500000	0.500000	445	391	609	555	0	0	2000
000001F	769274	771274	0.552000	0.448000	532	338	558	572	0	0	2000
000001F	799855	801855	0.532000	0.468000	510	481	455	554	0	0	2000
000001F	804228	806228	0.474000	0.526000	409	430	622	539	0	0	2000
000001F	808517	810517	0.547000	0.453000	658	553	353	436	0	0	2000
000001F	824604	826604	0.417500	0.582500	414	750	415	421	0	0	2000
000001F	897891	899891	0.504000	0.496000	541	467	525	467	0	0	2000
000001F	904894	906894	0.501500	0.498500	446	618	379	557	0	0	2000
000001F	904906	906906	0.503500	0.496500	449	617	376	558	0	0	2000
000001F	925165	927165	0.524000	0.476000	504	540	412	544	0	0	2000
000001F	925335	927335	0.531000	0.469000	508	519	419	554	0	0	2000
000001F	925368	927368	0.533000	0.467000	509	514	420	557	0	0	2000
000001F	925376	927376	0.532000	0.468000	508	514	422	556	0	0	2000
000001F	931484	933484	0.534500	0.465500	627	473	458	442	0	0	2000
000005F	65118	67118	0.492000	0.508000	576	546	470	408	0	0	2000
000005F	65123	67123	0.491500	0.508500	576	545	472	407	0	0	2000
000005F	78026	80026	0.424000	0.576000	452	544	608	396	0	0	2000
000005F	78032	80032	0.425000	0.575000	450	544	606	400	0	0	2000
000005F	78667	80667	0.409000	0.591000	394	552	630	424	0	0	2000
000005F	105676	107676	0.608500	0.391500	516	418	365	701	0	0	2000
000005F	106864	108864	0.564500	0.435500	524	433	438	605	0	0	2000
000005F	121803	123803	0.505000	0.495000	493	531	459	517	0	0	2000
000005F	124225	126225	0.546000	0.454000	537	484	424	555	0	0	2000
000005F	124227	126227	0.546000	0.454000	537	484	424	555	0	0	2000
000005F	126030	128030	0.550000	0.450000	442	422	478	658	0	0	2000
000005F	134335	136335	0.565000	0.435000	556	433	437	574	0	0	2000
000005F	171557	173557	0.551500	0.448500	526	397	500	577	0	0	2000
000005F	176276	178276	0.588500	0.411500	617	429	394	560	0	0	2000
000005F	176287	178287	0.588000	0.412000	615	427	397	561	0	0	2000
000005F	245459	247459	0.649500	0.350500	640	365	336	659	0	0	2000
000005F	259513	261513	0.600500	0.399500	642	390	409	559	0	0	2000
000005F	262504	264504	0.571500	0.428500	585	406	451	558	0	0	2000
000005F	289221	291221	0.550000	0.450000	570	423	477	530	0	0	2000
000005F	298478	300478	0.586500	0.413500	631	431	396	542	0	0	2000
000005F	298481	300481	0.587000	0.413000	631	430	396	543	0	0	2000
000005F	298482	300482	0.587500	0.412500	632	429	396	543	0	0	2000
000005F	345075	347075	0.569500	0.430500	554	383	478	585	0	0	2000
000005F	350300	352300	0.588500	0.411500	625	274	549	552	0	0	2000
000005F	350304	352304	0.588500	0.411500	624	274	549	553	0	0	2000
000005F	452593	454593	0.517000	0.483000	528	425	541	506	0	0	2000
000005F	472438	474438	0.559500	0.440500	604	468	413	515	0	0	2000
000005F	472913	474913	0.559000	0.441000	590	472	410	528	0	0	2000
000005F	478865	480865	0.554500	0.445500	545	450	441	564	0	0	2000
000005F	478891	480891	0.553000	0.447000	541	452	442	565	0	0	2000
000005F	487759	489759	0.435000	0.565000	355	717	413	515	0	0	2000
000005F	558352	560352	0.563000	0.437000	508	385	489	618	0	0	2000
000005F	558354	560354	0.562500	0.437500	507	386	489	618	0	0	2000
000005F	573447	575447	0.485500	0.514500	444	494	535	527	0	0	2000
000005F	578405	580405	0.538000	0.462000	558	390	534	518	0	0	2000
000005F	578411	580411	0.537000	0.463000	557	388	538	517	0	0	2000
000005F	588794	590794	0.513500	0.486500	555	379	594	472	0	0	2000
000005F	588795	590795	0.513000	0.487000	555	380	594	471	0	0	2000
000005F	606425	608425	0.560000	0.440000	506	385	495	614	0	0	2000
000005F	606672	608672	0.558000	0.442000	510	399	485	606	0	0	2000
000005F	607709	609709	0.551500	0.448500	590	433	464	513	0	0	2000
000005F	613304	615304	0.521000	0.479000	535	473	485	507	0	0	2000
000005F	627760	629760	0.482000	0.518000	448	545	491	516	0	0	2000
000005F	627782	629782	0.488000	0.512000	448	538	486	528	0	0	2000
000005F	632401	634401	0.557000	0.443000	563	375	511	551	0	0	2000
000005F	632776	634776	0.544500	0.455500	556	410	501	533	0	0	2000
000005F	638406	640406	0.526500	0.473500	503	318	629	550	0	0	2000
000005F	649781	651781	0.541000	0.459000	516	531	387	566	0	0	2000
000005F	649783	651783	0.541500	0.458500	516	529	388	567	0	0	2000
000005F	649785	651785	0.541500	0.458500	516	529	388	567	0	0	2000
000005F	649787	651787	0.541000	0.459000	517	529	389	565	0	0	2000
000005F	658245	660245	0.541000	0.459000	553	489	429	529	0	0	2000
000005F	669709	671709	0.595000	0.405000	608	423	387	582	0	0	2000
000005F	677435	679435	0.559000	0.441000	545	437	445	573	0	0	2000
000005F	677438	679438	0.559000	0.441000	545	437	445	573	0	0	2000
000005F	702202	704202	0.571500	0.428500	487	457	400	656	0	0	2000
000005F	702229	704229	0.576000	0.424000	490	455	393	662	0	0	2000
000005F	716796	718796	0.683000	0.317000	253	386	248	1113	0	0	2000
000005F	716806	718806	0.684500	0.315500	257	385	246	1112	0	0	2000
000005F	716895	718895	0.681000	0.319000	255	394	244	1107	0	0	2000
000005F	734657	736657	0.555500	0.444500	618	419	470	493	0	0	2000
000005F	743615	745615	0.691500	0.308500	347	397	220	1036	0	0	2000
000005F	743628	745628	0.691000	0.309000	347	396	222	1035	0	0	2000
000005F	743638	745638	0.692500	0.307500	348	396	219	1037	0	0	2000
000005F	743648	745648	0.691500	0.308500	347	396	221	1036	0	0	2000
000005F	744371	746371	0.645000	0.355000	312	447	263	978	0	0	2000
000005F	781333	783333	0.540500	0.459500	595	299	620	486	0	0	2000
000005F	783650	785650	0.543500	0.456500	564	439	474	523	0	0	2000
000005F	783736	785736	0.542000	0.458000	569	439	477	515	0	0	2000
000005F	783902	785902	0.552500	0.447500	583	428	467	522	0	0	2000
000005F	813613	815613	0.521500	0.478500	502	432	525	541	0	0	2000
000005F	824627	826627	0.536500	0.463500	577	460	467	496	0	0	2000
000005F	824653	826653	0.539500	0.460500	578	457	464	501	0	0	2000
000005F	825272	827272	0.581000	0.419000	572	420	418	590	0	0	2000
000005F	825482	827482	0.583500	0.416500	576	417	416	591	0	0	2000
000005F	826245	828245	0.581000	0.419000	540	405	433	622	0	0	2000
000005F	826302	828302	0.586500	0.413500	543	397	430	630	0	0	2000
000003F	1	1108	0.556459	0.443541	312	257	234	304	0	0	1107
000003F	20968	22968	0.623500	0.376500	656	376	377	591	0	0	2000
000003F	26275	28275	0.562000	0.438000	628	404	472	496	0	0	2000
000003F	26281	28281	0.562000	0.438000	629	403	473	495	0	0	2000
000003F	45121	47121	0.557000	0.443000	584	452	434	530	0	0	2000
000003F	46130	48130	0.558500	0.441500	559	509	374	558	0	0	2000
000003F	46131	48131	0.558000	0.442000	558	510	374	558	0	0	2000
000003F	46280	48280	0.556000	0.444000	556	510	378	556	0	0	2000
000003F	47142	49142	0.569000	0.431000	542	473	389	596	0	0	2000
000003F	49683	51683	0.544500	0.455500	508	481	430	581	0	0	2000
000003F	50758	52758	0.553000	0.447000	561	422	472	545	0	0	2000
000003F	50773	52773	0.552500	0.447500	560	420	475	545	0	0	2000
000003F	51092	53092	0.561000	0.439000	553	404	474	569	0	0	2000
000003F	60838	62838	0.561000	0.439000	577	428	450	545	0	0	2000
000003F	65869	67869	0.563500	0.436500	541	454	419	586	0	0	2000
000003F	65877	67877	0.564000	0.436000	541	452	420	587	0	0	2000
000003F	101403	103403	0.624000	0.376000	643	424	328	605	0	0	2000
000003F	126697	128697	0.527500	0.472500	521	456	489	534	0	0	2000
000003F	126701	128701	0.527500	0.472500	522	455	490	533	0	0	2000
000003F	126704	128704	0.527000	0.473000	521	457	489	533	0	0	2000
000003F	129888	131888	0.573000	0.427000	587	420	434	559	0	0	2000
000003F	129892	131892	0.572500	0.427500	585	422	433	560	0	0	2000
000003F	138829	140829	0.557500	0.442500	419	321	564	696	0	0	2000
000003F	138833	140833	0.558000	0.442000	418	319	565	698	0	0	2000
000003F	140070	142070	0.584500	0.415500	496	454	377	673	0	0	2000
000003F	140087	142087	0.584000	0.416000	496	454	378	672	0	0	2000
000003F	140090	142090	0.583500	0.416500	497	455	378	670	0	0	2000
000003F	143877	145877	0.546000	0.454000	440	517	391	652	0	0	2000
000003F	153104	155104	0.568500	0.431500	772	408	455	365	0	0	2000
000003F	179478	181478	0.640000	0.360000	564	360	360	716	0	0	2000
000003F	179609	181609	0.633000	0.367000	557	377	357	709	0	0	2000
000003F	179627	181627	0.632000	0.368000	557	378	358	707	0	0	2000
000003F	183365	185365	0.513500	0.486500	528	454	519	499	0	0	2000
000003F	189481	191481	0.578000	0.422000	656	338	506	500	0	0	2000
000003F	189603	191603	0.563000	0.437000	641	339	535	485	0	0	2000
000003F	189767	191767	0.537000	0.463000	599	385	541	475	0	0	2000
000003F	189771	191771	0.537000	0.463000	598	385	541	476	0	0	2000
000003F	193016	195016	0.554500	0.445500	477	453	438	632	0	0	2000
000003F	193017	195017	0.555000	0.445000	478	452	438	632	0	0	2000
000003F	193020	195020	0.555000	0.445000	480	451	439	630	0	0	2000
000003F	193022	195022	0.555500	0.444500	482	451	438	629	0	0	2000
000003F	193023	195023	0.556000	0.444000	482	450	438	630	0	0	2000
000003F	203283	205283	0.534000	0.466000	602	409	523	466	0	0	2000
000003F	214552	216552	0.618500	0.381500	656	376	387	581	0	0	2000
000003F	225281	227281	0.555000	0.445000	553	451	439	557	0	0	2000
000003F	229098	231098	0.532500	0.467500	522	476	459	543	0	0	2000
000003F	229711	231711	0.577500	0.422500	615	421	424	540	0	0	2000
000003F	243817	245817	0.524500	0.475500	466	384	567	583	0	0	2000
000003F	243906	245906	0.523000	0.477000	471	380	574	575	0	0	2000
000003F	260402	262402	0.606500	0.393500	596	369	418	617	0	0	2000
000003F	287116	289116	0.602000	0.398000	641	412	384	563	0	0	2000
000003F	294259	296259	0.557000	0.443000	549	448	438	565	0	0	2000
000003F	303252	305252	0.569000	0.431000	529	420	442	609	0	0	2000
000003F	303322	305322	0.567500	0.432500	532	437	428	603	0	0	2000
000003F	306641	308641	0.595000	0.405000	635	430	380	555	0	0	2000
000003F	309234	311234	0.510500	0.489500	519	546	433	502	0	0	2000
000003F	309235	311235	0.510000	0.490000	518	547	433	502	0	0	2000
000003F	311600	313600	0.599000	0.401000	575	439	363	623	0	0	2000
000003F	319998	321998	0.495500	0.504500	440	451	558	551	0	0	2000
000003F	346413	348413	0.602500	0.397500	596	408	387	609	0	0	2000
000003F	353933	355933	0.562500	0.437500	500	466	409	625	0	0	2000
000003F	353940	355940	0.563000	0.437000	503	466	408	623	0	0	2000
000003F	376540	378540	0.583000	0.417000	595	456	378	571	0	0	2000
000003F	420627	422627	0.574500	0.425500	473	469	382	676	0	0	2000
000003F	431236	433236	0.618500	0.381500	618	377	386	619	0	0	2000
000003F	431241	433241	0.618500	0.381500	619	378	385	618	0	0	2000
000003F	453273	455273	0.494500	0.505500	501	526	485	488	0	0	2000
000003F	453379	455379	0.497000	0.503000	490	532	474	504	0	0	2000
000003F	454184	456184	0.512500	0.487500	484	527	448	541	0	0	2000
000003F	454378	456378	0.550500	0.449500	514	468	431	587	0	0	2000
000003F	461494	463494	0.568500	0.431500	602	399	464	535	0	0	2000
000003F	467489	469489	0.569000	0.431000	552	415	447	586	0	0	2000
000003F	467490	469490	0.569000	0.431000	551	415	447	587	0	0	2000
000003F	467498	469498	0.570000	0.430000	551	412	448	589	0	0	2000
000003F	507646	509646	0.555000	0.445000	525	477	413	585	0	0	2000
000003F	526712	528712	0.576000	0.424000	599	451	397	553	0	0	2000
000003F	526713	528713	0.576000	0.424000	599	452	396	553	0	0	2000
000003F	545502	547502	0.549000	0.451000	562	458	444	536	0	0	2000
000003F	545644	547644	0.557000	0.443000	583	444	442	531	0	0	2000
000003F	567007	569007	0.489500	0.510500	506	535	486	473	0	0	2000
000003F	587052	589052	0.519000	0.481000	519	591	371	519	0	0	2000
000003F	587196	589196	0.512000	0.488000	526	608	368	498	0	0	2000
000003F	587206	589206	0.512000	0.488000	529	606	370	495	0	0	2000
000003F	587214	589214	0.511500	0.488500	528	607	370	495	0	0	2000
000003F	587219	589219	0.511500	0.488500	529	606	371	494	0	0	2000
000003F	587244	589244	0.512000	0.488000	531	605	371	493	0	0	2000
000003F	587250	589250	0.510500	0.489500	529	607	372	492	0	0	2000
000003F	668549	670549	0.551000	0.449000	490	381	517	612	0	0	2000
000003F	716161	718161	0.562500	0.437500	527	515	360	598	0	0	2000
000003F	716164	718164	0.562500	0.437500	528	513	362	597	0	0	2000
000003F	716166	718166	0.562000	0.438000	528	514	362	596	0	0	2000
000003F	768070	770070	0.641500	0.358500	641	396	321	642	0	0	2000
000003F	768071	770071	0.641500	0.358500	641	396	321	642	0	0	2000
000003F	768366	770366	0.628000	0.372000	608	410	334	648	0	0	2000
000003F	768370	770370	0.627500	0.372500	607	410	335	648	0	0	2000
000003F	768373	770373	0.627000	0.373000	606	410	336	648	0	0	2000
000003F	787904	789904	0.662500	0.337500	666	354	321	659	0	0	2000
000003F	825860	827860	0.561500	0.438500	593	398	479	530	0	0	2000
000003F	825862	827862	0.562000	0.438000	593	397	479	531	0	0	2000
000003F	826224	828224	0.570500	0.429500	609	379	480	532	0	0	2000
000004F	6046	8046	0.632000	0.368000	718	267	469	546	0	0	2000
000004F	6063	8063	0.635000	0.365000	718	261	469	552	0	0	2000
000004F	6064	8064	0.635000	0.365000	718	260	470	552	0	0	2000
000004F	6066	8066	0.635000	0.365000	719	261	469	551	0	0	2000
000004F	6069	8069	0.634500	0.365500	717	263	468	552	0	0	2000
000004F	11950	13950	0.577000	0.423000	615	429	417	539	0	0	2000
