"Contig.Start.Stop"	"gene_ID"	"Fst"	"Year"
"000009F:737455:738021"	"ID=PCA_SD_01511"	0.105603448275862	"1990_2015"
"000009F:53591:53956"	"ID=PCA_SD_01372"	0	"1990_2015"
"000009F:360939:361466"	"ID=PCA_SD_01439"	0.143139082287155	"1990_2015"
"000009F:195700:196406"	"ID=PCA_SD_01403"	-0.0270799503295445	"1990_2015"
"000009F:730428:731021"	"ID=PCA_SD_01508"	0	"1990_2015"
"000009F:571032:571626"	"ID=PCA_SD_01474"	0	"1990_2015"
"000009F:579690:580284"	"ID=PCA_SD_01476"	0	"1990_2015"
"000009F:588348:588942"	"ID=PCA_SD_01478"	0	"1990_2015"
"000010F:562670:563837"	"ID=PCA_SD_01746"	0.119270905367603	"1990_2015"
"000010F:560312:561495"	"ID=PCA_SD_01745"	0.132318114881494	"1990_2015"
"000010F:388043:388350"	"ID=PCA_SD_01707"	0.0301701819186027	"1990_2015"
"000011F:503335:503767"	"ID=PCA_SD_01875"	0.0359322033898306	"1990_2015"
"000011F:493637:494534"	"ID=PCA_SD_01871"	0.0407695831424646	"1990_2015"
"000013F:356292:356714"	"ID=PCA_SD_01301"	-0.011171032357473	"1990_2015"
"000013F:119632:120696"	"ID=PCA_SD_01247"	0.0164777475411944	"1990_2015"
"000013F:333916:334353"	"ID=PCA_SD_01294"	0.00310110677431419	"1990_2015"
"000013F:569107:569742"	"ID=PCA_SD_01342"	-0.0169491525423728	"1990_2015"
"000013F:566446:567283"	"ID=PCA_SD_01341"	-0.0169491525423728	"1990_2015"
"000013F:554010:554634"	"ID=PCA_SD_01340"	0	"1990_2015"
"000013F:551960:552792"	"ID=PCA_SD_01339"	0.0294740777667	"1990_2015"
"000013F:305464:306299"	"ID=PCA_SD_01286"	0.108274957026413	"1990_2015"
"000013F:158835:159475"	"ID=PCA_SD_01254"	0.157540322196046	"1990_2015"
"000016F:279021:279924"	"ID=PCA_SD_01566"	0.0190136858579467	"1990_2015"
"000016F:572917:573893"	"ID=PCA_SD_01631"	0.0488708800711567	"1990_2015"
"000016F:570644:571653"	"ID=PCA_SD_01630"	0.0292566503163807	"1990_2015"
"000016F:91906:92272"	"ID=PCA_SD_01525"	0	"1990_2015"
"000016F:76383:76784"	"ID=PCA_SD_01521"	0.0744680851063829	"1990_2015"
"000016F:213944:214802"	"ID=PCA_SD_01556"	-0.00740531273749134	"1990_2015"
"000016F:487643:488799"	"ID=PCA_SD_01612"	0.00767292716445267	"1990_2015"
"000016F:129352:130042"	"ID=PCA_SD_01533"	0.0405918503151055	"1990_2015"
"000014F:208569:209084"	"ID=PCA_SD_02206"	NA	NA
"000014F:219603:219956"	"ID=PCA_SD_02208"	NA	NA
"000014F:145456:146442"	"ID=PCA_SD_02192"	NA	NA
"000014F:167310:168305"	"ID=PCA_SD_02199"	NA	NA
"000014F:403664:404496"	"ID=PCA_SD_02234"	NA	NA
"000014F:450496:451300"	"ID=PCA_SD_02247"	NA	NA
"000014F:423333:424152"	"ID=PCA_SD_02238"	NA	NA
"000014F:425480:426288"	"ID=PCA_SD_02239"	NA	NA
"000015F:416875:417149"	"ID=PCA_SD_01990"	NA	NA
"000015F:180083:180771"	"ID=PCA_SD_01946"	NA	NA
"000015F:471352:472738"	"ID=PCA_SD_02001"	NA	NA
"000015F:344961:345449"	"ID=PCA_SD_01975"	NA	NA
"000015F:147661:148251"	"ID=PCA_SD_01939"	NA	NA
"000015F:77886:78304"	"ID=PCA_SD_01924"	NA	NA
"000015F:370018:370506"	"ID=PCA_SD_01984"	NA	NA
"000017F:146088:146894"	"ID=PCA_SD_02669"	0.0189600689457052	"1990_2015"
"000017F:368586:369801"	"ID=PCA_SD_02708"	-0.00785910425149128	"1990_2015"
"000017F:134167:134592"	"ID=PCA_SD_02664"	0.0948803075310151	"1990_2015"
"000017F:184835:185781"	"ID=PCA_SD_02673"	0.0385486032615051	"1990_2015"
"000017F:287748:288239"	"ID=PCA_SD_02691"	0.00446956878930427	"1990_2015"
"000019F:82849:83489"	"ID=PCA_SD_02977"	0.405900922778047	"1990_2015"
"000019F:60246:60684"	"ID=PCA_SD_02970"	0	"1990_2015"
"000019F:463492:464202"	"ID=PCA_SD_03053"	0	"1990_2015"
"000018F:241107:241556"	"ID=PCA_SD_05075"	NA	NA
"000018F:121954:122789"	"ID=PCA_SD_05057"	NA	NA
"000021F:339036:339305"	"ID=PCA_SD_02816"	-0.0289210233592883	"1990_2015"
"000021F:129542:130428"	"ID=PCA_SD_02769"	0.0962449142933369	"1990_2015"
"000021F:411314:411901"	"ID=PCA_SD_02826"	0.00181488203266789	"1990_2015"
"000021F:43440:44136"	"ID=PCA_SD_02756"	0.0177884030957495	"1990_2015"
"000020F:110723:111588"	"ID=PCA_SD_03166"	0.0468361180234625	"1990_2015"
"000024F:243100:243552"	"ID=PCA_SD_03405"	-0.00236176715754377	"1990_2015"
"000024F:176013:176402"	"ID=PCA_SD_03391"	0.138683146271641	"1990_2015"
"000025F:449959:450258"	"ID=PCA_SD_04280"	-0.0158898305084747	"1990_2015"
"000025F:89578:90363"	"ID=PCA_SD_04234"	0	"1990_2015"
"000025F:4840:5993"	"ID=PCA_SD_04215"	0.0435848477553352	"1990_2015"
"000025F:71068:71853"	"ID=PCA_SD_04229"	0	"1990_2015"
"000022F:310725:311926"	"ID=PCA_SD_02913"	0.0197358843714255	"1990_2015"
"000022F:463755:464919"	"ID=PCA_SD_02952"	0.0199700762940289	"1990_2015"
"000023F:13148:13579"	"ID=PCA_SD_03255"	0.0676095334306132	"1990_2015"
"000023F:272624:273793"	"ID=PCA_SD_03307"	0.159959097937968	"1990_2015"
"000028F:423854:424362"	"ID=PCA_SD_03628"	0.139178617992177	"1990_2015"
"000028F:426502:427155"	"ID=PCA_SD_03629"	0.110669638079996	"1990_2015"
"000028F:375271:376772"	"ID=PCA_SD_03614"	0.0163311754376709	"1990_2015"
"000028F:33039:33575"	"ID=PCA_SD_03540"	0	"1990_2015"
"000027F:233969:234526"	"ID=PCA_SD_04940"	NA	NA
"000027F:249276:250056"	"ID=PCA_SD_04944"	NA	NA
"000027F:98682:99705"	"ID=PCA_SD_04913"	NA	NA
"000027F:103976:104778"	"ID=PCA_SD_04915"	NA	NA
"000027F:375852:376363"	"ID=PCA_SD_04962"	NA	NA
"000031F:313738:315073"	"ID=PCA_SD_04349"	0.0154981674955126	"1990_2015"
"000031F:51466:52386"	"ID=PCA_SD_04303"	0.0297931146608138	"1990_2015"
"000026F:412144:413233"	"ID=PCA_SD_04126"	0.0395931391292285	"1990_2015"
"000026F:432090:433004"	"ID=PCA_SD_04131"	0.0712821633319807	"1990_2015"
"000026F:293818:295114"	"ID=PCA_SD_04096"	0.033107930095723	"1990_2015"
"000032F:115128:115814"	"ID=PCA_SD_08166"	0	"1990_2015"
"000032F:190526:190840"	"ID=PCA_SD_08173"	0.0476376873996948	"1990_2015"
"000036F:236858:237950"	"ID=PCA_SD_04412"	-0.0129506630828353	"1990_2015"
"000036F:352900:354496"	"ID=PCA_SD_04435"	0.0877367896311068	"1990_2015"
"000033F:92498:92910"	"ID=PCA_SD_02307"	NA	NA
"000033F:423433:423744"	"ID=PCA_SD_02390"	NA	NA
"000033F:185551:186347"	"ID=PCA_SD_02334"	NA	NA
"000033F:245008:245600"	"ID=PCA_SD_02343"	NA	NA
"000033F:122669:123312"	"ID=PCA_SD_02315"	NA	NA
"000033F:117855:118504"	"ID=PCA_SD_02313"	NA	NA
"000033F:48707:49571"	"ID=PCA_SD_02299"	NA	NA
"000033F:146249:146587"	"ID=PCA_SD_02322"	NA	NA
"000033F:359331:360297"	"ID=PCA_SD_02373"	NA	NA
"000034F:56296:56790"	"ID=PCA_SD_03904"	NA	NA
"000035F:275272:276807"	"ID=PCA_SD_08130"	NA	NA
"000035F:158491:158974"	"ID=PCA_SD_08117"	NA	NA
"000040F:331110:331980"	"ID=PCA_SD_06014"	-0.00720826027664123	"1990_2015"
"000040F:374995:375379"	"ID=PCA_SD_06024"	0.00920694706005454	"1990_2015"
"000040F:198231:198917"	"ID=PCA_SD_05995"	0.0744767243863463	"1990_2015"
"000039F:371868:372170"	"ID=PCA_SD_03708"	NA	NA
"000039F:377090:380273"	"ID=PCA_SD_03711"	NA	NA
"000048F:279070:279411"	"ID=PCA_SD_06329"	0	"1990_2015"
"000048F:17590:17974"	"ID=PCA_SD_06296"	0.0324923341761255	"1990_2015"
"000038F:121084:121529"	"ID=PCA_SD_03740"	NA	NA
"000042F:246527:246861"	"ID=PCA_SD_04172"	NA	NA
"000042F:278076:278453"	"ID=PCA_SD_04180"	NA	NA
"000042F:399367:400597"	"ID=PCA_SD_04212"	NA	NA
"000042F:67752:68387"	"ID=PCA_SD_04143"	NA	NA
"000042F:79390:80414"	"ID=PCA_SD_04145"	NA	NA
"000042F:327392:327919"	"ID=PCA_SD_04192"	NA	NA
"000044F:51886:52991"	"ID=PCA_SD_03458"	NA	NA
"000044F:251437:252193"	"ID=PCA_SD_03502"	NA	NA
"000044F:329625:330660"	"ID=PCA_SD_03518"	NA	NA
"000050F:110320:111279"	"ID=PCA_SD_08631"	0.117704455928589	"1990_2015"
"000037F:224692:225713"	"ID=PCA_SD_04796"	0.0527787290661965	"1990_2015"
"000055F:304061:304480"	"ID=PCA_SD_07077"	0.0785754663651781	"1990_2015"
"000055F:346088:346697"	"ID=PCA_SD_07086"	0	"1990_2015"
"000055F:245388:246067"	"ID=PCA_SD_07065"	0.168972265335043	"1990_2015"
"000045F:284343:284981"	"ID=PCA_SD_06273"	NA	NA
"000045F:76095:77251"	"ID=PCA_SD_06238"	NA	NA
"000051F:342769:344392"	"ID=PCA_SD_03140"	NA	NA
"000051F:116058:116628"	"ID=PCA_SD_03085"	NA	NA
"000051F:46013:46892"	"ID=PCA_SD_03068"	NA	NA
"000051F:44043:44797"	"ID=PCA_SD_03067"	NA	NA
"000051F:205947:206622"	"ID=PCA_SD_03105"	NA	NA
"000049F:261436:262448"	"ID=PCA_SD_04021"	NA	NA
"000049F:146153:146584"	"ID=PCA_SD_03997"	NA	NA
"000049F:259506:260383"	"ID=PCA_SD_04019"	NA	NA
"000046F:336331:337152"	"ID=PCA_SD_04590"	NA	NA
"000046F:169146:169529"	"ID=PCA_SD_04558"	NA	NA
"000046F:146168:146551"	"ID=PCA_SD_04554"	NA	NA
"000046F:167070:167813"	"ID=PCA_SD_04557"	NA	NA
"000046F:194315:195185"	"ID=PCA_SD_04564"	NA	NA
"000046F:73995:74408"	"ID=PCA_SD_04543"	NA	NA
"000059F:84766:85020"	"ID=PCA_SD_06912"	0.217133573373145	"1990_2015"
"000059F:175046:175597"	"ID=PCA_SD_06933"	0	"1990_2015"
"000063F:177958:178598"	"ID=PCA_SD_09134"	-0.0114816839803171	"1990_2015"
"000065F:299419:299805"	"ID=PCA_SD_07143"	-0.0160379077820303	"1990_2015"
"000065F:143063:143672"	"ID=PCA_SD_07125"	0.210159888606136	"1990_2015"
"000053F:14059:14737"	"ID=PCA_SD_05838"	0	"1990_2015"
"000053F:249464:249788"	"ID=PCA_SD_05877"	0	"1990_2015"
"000053F:341955:342592"	"ID=PCA_SD_05892"	0.0503711777394107	"1990_2015"
"000062F:292889:293284"	"ID=PCA_SD_05173"	-0.0224538893344024	"1990_2015"
"000062F:7788:8818"	"ID=PCA_SD_05120"	0.0387419117044804	"1990_2015"
"000067F:191497:191811"	"ID=PCA_SD_11482"	0.186440677966102	"1990_2015"
"000067F:211516:211870"	"ID=PCA_SD_11487"	0.096780091198486	"1990_2015"
"000061F:227898:228531"	"ID=PCA_SD_04500"	-0.00436770557368327	"1990_2015"
"000061F:248993:249976"	"ID=PCA_SD_04506"	0.0805704371699301	"1990_2015"
"000061F:241620:242603"	"ID=PCA_SD_04504"	0.0785141316597795	"1990_2015"
"000069F:336176:336656"	"ID=PCA_SD_03888"	0.212893553223388	"1990_2015"
"000069F:200372:201025"	"ID=PCA_SD_03855"	0.0344827586206896	"1990_2015"
"000069F:196425:197015"	"ID=PCA_SD_03854"	0	"1990_2015"
"000069F:245323:245978"	"ID=PCA_SD_03863"	0	"1990_2015"
"000069F:258553:259059"	"ID=PCA_SD_03868"	0	"1990_2015"
"000069F:103749:104212"	"ID=PCA_SD_03832"	0.0310830500242836	"1990_2015"
"000069F:120341:120903"	"ID=PCA_SD_03835"	0	"1990_2015"
"000069F:345446:345718"	"ID=PCA_SD_03891"	0	"1990_2015"
"000070F:45182:45545"	"ID=PCA_SD_09549"	0	"1990_2015"
"000070F:2436:3444"	"ID=PCA_SD_09540"	0.0181180596142607	"1990_2015"
"000070F:63864:64253"	"ID=PCA_SD_09552"	0.103448275862069	"1990_2015"
"000057F:232074:232373"	"ID=PCA_SD_04869"	NA	NA
"000057F:140052:140579"	"ID=PCA_SD_04852"	NA	NA
"000057F:169524:169832"	"ID=PCA_SD_04857"	NA	NA
"000057F:248514:249354"	"ID=PCA_SD_04874"	NA	NA
"000057F:5913:6265"	"ID=PCA_SD_04823"	NA	NA
"000073F:246789:247007"	"ID=PCA_SD_06503"	0.134038931241211	"1990_2015"
"000073F:119881:120264"	"ID=PCA_SD_06485"	-0.00537267357297622	"1990_2015"
"000073F:119126:119458"	"ID=PCA_SD_06484"	0.086033040120146	"1990_2015"
"000071F:315372:316063"	"ID=PCA_SD_05833"	-0.0134180790960452	"1990_2015"
"000071F:106082:106678"	"ID=PCA_SD_05791"	0.050358753359842	"1990_2015"
"000071F:264672:265520"	"ID=PCA_SD_05823"	0.115519913409264	"1990_2015"
"000071F:267655:268524"	"ID=PCA_SD_05824"	0.0611608943584552	"1990_2015"
"000071F:218557:219058"	"ID=PCA_SD_05817"	0.0710673279700069	"1990_2015"
"000072F:298161:298471"	"ID=PCA_SD_09402"	0	"1990_2015"
"000072F:240833:241962"	"ID=PCA_SD_09395"	-0.00215517241379315	"1990_2015"
"000072F:221379:221947"	"ID=PCA_SD_09389"	0	"1990_2015"
"000072F:219661:220243"	"ID=PCA_SD_09388"	0	"1990_2015"
"000072F:183219:184023"	"ID=PCA_SD_09379"	-0.0272988505747125	"1990_2015"
"000068F:65582:66583"	"ID=PCA_SD_08269"	NA	NA
"000068F:240298:240690"	"ID=PCA_SD_08298"	NA	NA
"000079F:271128:271409"	"ID=PCA_SD_11442"	0.186440677966102	"1990_2015"
"000054F:164669:165170"	"ID=PCA_SD_06764"	0.0152706365820012	"1990_2015"
"000054F:85959:86252"	"ID=PCA_SD_06742"	0.143666972056802	"1990_2015"
"000054F:89370:89823"	"ID=PCA_SD_06743"	0.129959691127192	"1990_2015"
"000054F:309466:310093"	"ID=PCA_SD_06790"	0.16642563776248	"1990_2015"
"000094F:81949:82828"	"ID=PCA_SD_07500"	0.0084941480408659	"1990_2015"
"000064F:118443:118904"	"ID=PCA_SD_06119"	-0.0132164680509856	"1990_2015"
"000064F:22904:23536"	"ID=PCA_SD_06105"	0.0114255447941888	"1990_2015"
"000064F:43632:44080"	"ID=PCA_SD_06109"	0.0469062950918526	"1990_2015"
"000064F:121705:122131"	"ID=PCA_SD_06120"	0.0577107221495822	"1990_2015"
"000078F:263805:265160"	"ID=PCA_SD_07020"	0.0720561218442574	"1990_2015"
"000075F:61638:62700"	"ID=PCA_SD_08058"	-0.0169491525423728	"1990_2015"
"000080F:104171:104905"	"ID=PCA_SD_06060"	0.0503109101187112	"1990_2015"
"000080F:97056:97410"	"ID=PCA_SD_06058"	0	"1990_2015"
"000076F:256202:256777"	"ID=PCA_SD_04727"	NA	NA
"000076F:43917:44678"	"ID=PCA_SD_04684"	NA	NA
"000076F:110576:111228"	"ID=PCA_SD_04695"	NA	NA
"000076F:99197:100167"	"ID=PCA_SD_04692"	NA	NA
"000074F:242649:243711"	"ID=PCA_SD_07259"	NA	NA
"000082F:143471:144238"	"ID=PCA_SD_06384"	0.12621240325267	"1990_2015"
"000082F:58087:58717"	"ID=PCA_SD_06366"	0	"1990_2015"
"000093F:161570:162521"	"ID=PCA_SD_07729"	0.0296119452039787	"1990_2015"
"000093F:141558:142352"	"ID=PCA_SD_07724"	0.0323169248236153	"1990_2015"
"000093F:318836:319183"	"ID=PCA_SD_07763"	0.033042032890926	"1990_2015"
"000099F:308328:308712"	"ID=PCA_SD_05640"	-0.0149152542372881	"1990_2015"
"000099F:8756:9762"	"ID=PCA_SD_05578"	0.155542222888856	"1990_2015"
"000085F:154708:155346"	"ID=PCA_SD_11946"	0.000434593654932702	"1990_2015"
"000088F:3737:4216"	"ID=PCA_SD_05509"	NA	NA
"000088F:21298:21594"	"ID=PCA_SD_05513"	NA	NA
"000097F:237089:238355"	"ID=PCA_SD_05688"	0	"1990_2015"
"000087F:117296:118143"	"ID=PCA_SD_05398"	NA	NA
"000087F:70286:70937"	"ID=PCA_SD_05389"	NA	NA
"000111F:104349:105001"	"ID=PCA_SD_07174"	-0.0161787365177197	"1990_2015"
"000100F:268409:269039"	"ID=PCA_SD_08911"	-0.00410378288919788	"1990_2015"
"000100F:111760:112078"	"ID=PCA_SD_08885"	-0.000107233194350576	"1990_2015"
"000115F:204287:204637"	"ID=PCA_SD_10868"	0	"1990_2015"
"000115F:213971:214846"	"ID=PCA_SD_10870"	0.256723312984656	"1990_2015"
"000108F:5418:5849"	"ID=PCA_SD_07929"	NA	NA
"000117F:85034:86504"	"ID=PCA_SD_06591"	NA	NA
"000117F:21288:23206"	"ID=PCA_SD_06581"	NA	NA
"000117F:76362:77233"	"ID=PCA_SD_06588"	NA	NA
"000117F:272896:273368"	"ID=PCA_SD_06625"	NA	NA
"000117F:202332:203110"	"ID=PCA_SD_06613"	NA	NA
"000089F:280334:281128"	"ID=PCA_SD_10770"	NA	NA
"000116F:173055:173447"	"ID=PCA_SD_07353"	NA	NA
"000102F:140029:141090"	"ID=PCA_SD_09321"	NA	NA
"000102F:146248:147235"	"ID=PCA_SD_09322"	NA	NA
"000110F:158546:159064"	"ID=PCA_SD_08340"	NA	NA
"000110F:126898:127374"	"ID=PCA_SD_08336"	NA	NA
"000113F:134512:135197"	"ID=PCA_SD_07785"	NA	NA
"000112F:183507:183782"	"ID=PCA_SD_08841"	NA	NA
"000112F:220969:221761"	"ID=PCA_SD_08851"	NA	NA
"000112F:227588:228410"	"ID=PCA_SD_08853"	NA	NA
"000112F:58736:59734"	"ID=PCA_SD_08824"	NA	NA
"000107F:245203:245751"	"ID=PCA_SD_07322"	NA	NA
"000107F:238883:239428"	"ID=PCA_SD_07321"	NA	NA
"000119F:213085:213637"	"ID=PCA_SD_08558"	NA	NA
"000119F:87140:87486"	"ID=PCA_SD_08537"	NA	NA
"000047F:188520:188975"	"ID=PCA_SD_07849"	NA	NA
"000121F:247:999"	"ID=PCA_SD_11735"	NA	NA
"000121F:144467:145068"	"ID=PCA_SD_11755"	NA	NA
"000121F:209797:210201"	"ID=PCA_SD_11764"	NA	NA
"000122F:96605:97238"	"ID=PCA_SD_06812"	NA	NA
"000122F:19601:20127"	"ID=PCA_SD_06800"	NA	NA
"000123F:20886:21752"	"ID=PCA_SD_07877"	NA	NA
"000123F:127210:127987"	"ID=PCA_SD_07897"	NA	NA
"000123F:252715:253314"	"ID=PCA_SD_07918"	NA	NA
"000120F:64814:65861"	"ID=PCA_SD_10708"	NA	NA
"000146F:12953:13271"	"ID=PCA_SD_15443"	0.0221535721243495	"1990_2015"
"000118F:42503:42975"	"ID=PCA_SD_07994"	-0.00469675311415152	"1990_2015"
"000130F:8300:8680"	"ID=PCA_SD_04989"	0.0882098230854881	"1990_2015"
"000129F:51558:52247"	"ID=PCA_SD_05327"	0.186818525315772	"1990_2015"
"000129F:222092:222496"	"ID=PCA_SD_05360"	0	"1990_2015"
"000129F:71906:72847"	"ID=PCA_SD_05330"	0	"1990_2015"
"000129F:115715:116832"	"ID=PCA_SD_05339"	0	"1990_2015"
"000126F:210456:211418"	"ID=PCA_SD_07641"	NA	NA
"000126F:149558:150136"	"ID=PCA_SD_07622"	NA	NA
"000086F:232929:233739"	"ID=PCA_SD_08963"	NA	NA
"000132F:55324:56582"	"ID=PCA_SD_08424"	0.0260795247806258	"1990_2015"
"000132F:52119:53384"	"ID=PCA_SD_08423"	0.0342300219564978	"1990_2015"
"000135F:147653:148092"	"ID=PCA_SD_11717"	0.0108892921960072	"1990_2015"
"000136F:119056:120093"	"ID=PCA_SD_09847"	0.0516407653190833	"1990_2015"
"000136F:116575:117328"	"ID=PCA_SD_09846"	0.0275999795176403	"1990_2015"
"000141F:77516:78025"	"ID=PCA_SD_12571"	0	"1990_2015"
"000138F:27253:27838"	"ID=PCA_SD_11510"	NA	NA
"000138F:146794:147563"	"ID=PCA_SD_11530"	NA	NA
"000139F:228499:229022"	"ID=PCA_SD_08250"	NA	NA
"000114F:181352:182010"	"ID=PCA_SD_10361"	NA	NA
"000142F:158856:159202"	"ID=PCA_SD_10577"	0	"1990_2015"
"000134F:32095:32724"	"ID=PCA_SD_09449"	NA	NA
"000134F:35066:35692"	"ID=PCA_SD_09451"	NA	NA
"000134F:72840:73465"	"ID=PCA_SD_09456"	NA	NA
"000134F:64837:65465"	"ID=PCA_SD_09455"	NA	NA
"000151F:23959:24667"	"ID=PCA_SD_10016"	0	"1990_2015"
"000151F:80023:80450"	"ID=PCA_SD_10029"	0.0301724137931035	"1990_2015"
"000145F:47859:48386"	"ID=PCA_SD_05723"	0.0279162512462612	"1990_2015"
"000145F:185339:186058"	"ID=PCA_SD_05759"	0.0148358343772103	"1990_2015"
"000149F:126658:127011"	"ID=PCA_SD_11316"	0	"1990_2015"
"000153F:45205:45984"	"ID=PCA_SD_11261"	0.130872465442061	"1990_2015"
"000153F:33501:34280"	"ID=PCA_SD_11259"	0.10029014428442	"1990_2015"
"000143F:217752:218261"	"ID=PCA_SD_12204"	-0.00779379313582806	"1990_2015"
"000143F:167950:168742"	"ID=PCA_SD_12192"	0.0165718597631762	"1990_2015"
"000156F:93385:93823"	"ID=PCA_SD_10264"	-0.0105511280727353	"1990_2015"
"000161F:16486:16997"	"ID=PCA_SD_10654"	0.275862068965517	"1990_2015"
"000161F:122889:123522"	"ID=PCA_SD_10676"	0.226964386659129	"1990_2015"
"000166F:126908:127281"	"ID=PCA_SD_09906"	0.0108344619231169	"1990_2015"
"000158F:184315:185019"	"ID=PCA_SD_15364"	0.219070698377558	"1990_2015"
"000159F:95512:96025"	"ID=PCA_SD_11134"	-0.0165668408308908	"1990_2015"
"000159F:191999:192535"	"ID=PCA_SD_11154"	0	"1990_2015"
"000181F:20:484"	"ID=PCA_SD_21569"	0.23246019517206	"1990_2015"
"000162F:59424:60018"	"ID=PCA_SD_16343"	NA	NA
"000164F:91389:92072"	"ID=PCA_SD_06657"	NA	NA
"000164F:96625:97326"	"ID=PCA_SD_06659"	NA	NA
"000164F:512:1566"	"ID=PCA_SD_06633"	NA	NA
"000170F:146305:147306"	"ID=PCA_SD_10184"	NA	NA
"000170F:119283:119870"	"ID=PCA_SD_10176"	NA	NA
"000171F:52247:52905"	"ID=PCA_SD_15267"	NA	NA
"000163F:89539:91316"	"ID=PCA_SD_08694"	NA	NA
"000163F:166024:166629"	"ID=PCA_SD_08708"	NA	NA
"000172F:80976:81342"	"ID=PCA_SD_14137"	NA	NA
"000172F:48562:49497"	"ID=PCA_SD_14125"	NA	NA
"000172F:28467:28892"	"ID=PCA_SD_14120"	NA	NA
"000186F:171733:173160"	"ID=PCA_SD_06457"	0.15582992402104	"1990_2015"
"000186F:84086:84292"	"ID=PCA_SD_06434"	0	"1990_2015"
