"Contig.Start.Stop"	"gene_ID"	"NO BT Fst_1990"	"NO BT Fst_2015"	"BT Fst_1990"	"BT Fst_2015"	"MN BT Fst_1990"	"MN BT Fst_2015"
"000003F:204499:204931"	"ID=PCA_SD_00483"	0.00702761324688117	0	0.0121826392318273	0	0.0248017943477135	0
"000004F:762397:762771"	"ID=PCA_SD_00428"	-0.0406991418475517	-0.0259575625429282	-0.0327555289898385	0.0167370479406141	-0.0417286706349205	0.0503611780207525
"000004F:430073:430447"	"ID=PCA_SD_00356"	0.0104482681345472	-0.0303504197309505	0.00221862760562441	-0.0330819601652934	0.0396266743833122	-0.0140034390225665
"000004F:614511:615329"	"ID=PCA_SD_00393"	0.0162879556254634	-0.0910149594360119	0.0261627749800216	-0.0556562924983979	0.0865219673703224	-0.0745314429524955
"000004F:645023:645978"	"ID=PCA_SD_00401"	0.0378938504428502	-0.0437411095305831	0.00819518552156251	-0.0058646882176292	-0.00161326614426627	0.0441732054635281
"000004F:360671:360919"	"ID=PCA_SD_00335"	0.0638665791492595	0.111510111510111	0.118204469810986	0.0326497826497826	0.0254996165291119	0.0735287878145023
"000002F:548341:549195"	"ID=PCA_SD_01038"	-0.043433747768113	0	-0.0468905265455466	0	-0.0395206388251046	0
"000002F:513558:514490"	"ID=PCA_SD_01033"	0.0322528192341551	-0.0377540299643513	-0.00962209608283016	-0.0395970887774166	0.0068810186613345	-0.0257940922147564
"000002F:379458:379772"	"ID=PCA_SD_01003"	0.0315222939107163	-0.0623625160830243	0.021156420462922	-0.0115475104647906	-0.0107688447663608	0.00675896428609968
"000002F:34349:34733"	"ID=PCA_SD_00941"	0.160065135565831	-0.0479074392117869	0.0766682321915838	-0.0384064091007774	0.0762815580449918	-0.0514699462067885
"000007F:777045:777887"	"ID=PCA_SD_02534"	-0.0513122206261543	0.0789232094239681	-0.0498187979545766	0.0337914084857851	-0.0508892992022594	-0.000127709201609871
"000008F:359628:360358"	"ID=PCA_SD_01147"	-0.0357329227420262	-0.0426852705203222	-0.0173184383659339	-0.0440612918644554	-0.0207383374422669	-0.0376157391082763
"000008F:715224:715916"	"ID=PCA_SD_01218"	0.0269395153188634	-0.0617857676681206	0.021364333922773	-0.0541750991189194	-0.0131115677265057	-0.0406175406175406
"000008F:675097:675729"	"ID=PCA_SD_01213"	0.0454123262101634	-0.0234058590418762	0.0629241006323832	-0.0302594894693409	0.091250000655816	0.0124218422272365
"000008F:671948:672723"	"ID=PCA_SD_01212"	0.042015005943934	-0.0610061678022844	0.0312871765804761	-0.0278624135983774	0.0703330533010891	-0.0356572944808238
"000008F:123907:124824"	"ID=PCA_SD_01104"	0.0590370465504841	0.127767147263492	0.0205932072168998	0.0226162301633999	0.0151355169944255	0.0572773570048776
"000008F:760033:760609"	"ID=PCA_SD_01226"	0.00774917585825552	-0.0062906893892809	0.0658869343015844	-0.0111405541733409	0.0425819948989524	-0.0179227304227305
"000008F:277841:278209"	"ID=PCA_SD_01130"	-0.0467970509276405	-0.00766585665515529	-0.0368228827875126	-0.014397472774712	-0.0390945471403525	-0.0271350536056418
"000008F:320858:321430"	"ID=PCA_SD_01137"	-0.0109105955637812	-0.0433023385711968	0.00619800602066478	-0.0400171885401643	-0.0164479775452455	-0.0531133889342843
"000008F:652711:653520"	"ID=PCA_SD_01208"	0.023247396632759	-0.0882184074544239	-0.00247425021849845	-0.0583135218551885	0.0452559573852142	-0.0747304970919616
"000006F:272786:273406"	"ID=PCA_SD_00671"	0	0.192348220799222	0	0.0666031594824167	0	0.0685286935286936
"000006F:642113:642862"	"ID=PCA_SD_00750"	0.0372935535428875	-0.0146099085665792	-0.016455101081335	-0.0124575559931761	-0.0511197663096397	-0.0414455179161062
"000006F:384851:385879"	"ID=PCA_SD_00688"	-0.0765883376849434	-0.00457938578743966	-0.0753809141940658	-0.0286774083368655	-0.0673352435530088	-0.00104131359580362
"000006F:766973:767712"	"ID=PCA_SD_00779"	0	0.181629181629182	0	0.0575623700623701	0	0.028528030683203
"000006F:620486:621467"	"ID=PCA_SD_00743"	-0.0564373897707231	-0.0683352401774067	-0.0695652173913039	-0.0237475659162407	-0.0421348314606742	-0.0197196292566022
"000009F:735389:735977"	"ID=PCA_SD_01510"	-0.0349437021851766	-0.0179647102724025	-0.0356524914460252	-0.0298959837910553	-0.0392586779216364	0.00180435664306633
"000009F:737455:738021"	"ID=PCA_SD_01511"	-0.0307845756372636	-0.0338913574207691	-0.0131323317082894	-0.0324340712854225	-0.0206859684570764	-0.0255502755502754
"000009F:53591:53956"	"ID=PCA_SD_01372"	-0.0489673137909203	-0.0816013781313465	-0.0495273954215105	-0.061797880876828	-0.048898849547121	-0.0729407952240004
"000009F:360939:361466"	"ID=PCA_SD_01439"	0.0430569102099214	-0.0305775011372298	-0.000333291844150096	-0.0215162650587006	-0.0052980215403049	-0.0381535755503701
"000009F:195700:196406"	"ID=PCA_SD_01403"	-0.0126557279490815	-0.061426394874448	-0.00812926293792082	-0.0284452326572204	0.0246959168509835	-0.0659210943734321
"000009F:730428:731021"	"ID=PCA_SD_01508"	0	0	0	0	0	0
"000009F:571032:571626"	"ID=PCA_SD_01474"	0	0	0	0	0	0
"000009F:579690:580284"	"ID=PCA_SD_01476"	0	0	0	0	0	0
"000009F:588348:588942"	"ID=PCA_SD_01478"	0	0	0	0	0	0
"000010F:562670:563837"	"ID=PCA_SD_01746"	-0.0414529249950935	0.10679088857199	-0.0449403167793545	0.0398843843573921	-0.0411773882821382	0.0897654928743012
"000010F:560312:561495"	"ID=PCA_SD_01745"	-0.0221850739200171	0.103316102618266	-0.0298775619220806	0.0461640978608104	-0.0298279014882781	0.0444311489327566
"000010F:388043:388350"	"ID=PCA_SD_01707"	0.0742867036514352	-0.0373297579563898	0.0310582058195518	-0.0186599375788565	0.0417346739602237	0.0204350692155569
"000011F:503335:503767"	"ID=PCA_SD_01875"	0.0654329884212421	0.0648648648648649	0.0376062946584069	0.0648648648648649	0.0529872003616328	0.0648648648648649
"000011F:493637:494534"	"ID=PCA_SD_01871"	0.0503788508363452	0.081081081081081	0.0444788744418116	0.081081081081081	0.0600878795454109	0.081081081081081
"000013F:356292:356714"	"ID=PCA_SD_01301"	-0.0333333333333337	0	-0.0357142857142858	0	0	0
"000013F:119632:120696"	"ID=PCA_SD_01247"	0.0601934095781942	-0.0870760386178888	0.0198048681846716	-0.0499420746100063	0.0158810843261575	-0.0693533099074661
"000013F:333916:334353"	"ID=PCA_SD_01294"	-0.0254373924029667	0.00456720783939424	0.0257781709174897	0.0241194322088767	-0.0118157384411255	0.0104798457071185
"000013F:569107:569742"	"ID=PCA_SD_01342"	0.0889248569902019	-0.0516716782811204	0.168292862716332	-0.0381548004498824	0.0750072882338528	-0.0619612209570368
"000013F:566446:567283"	"ID=PCA_SD_01341"	0.0091258933479933	0	-8.36750062760405e-05	0	-0.00212615166548535	0
"000013F:554010:554634"	"ID=PCA_SD_01340"	0	0	0	0	0	0
"000013F:551960:552792"	"ID=PCA_SD_01339"	-0.0102686766647868	-0.0704867678551888	-0.00129752395287852	-0.0328791798257448	-0.018098615409782	-0.0673057085270825
"000013F:305464:306299"	"ID=PCA_SD_01286"	-0.0217197098602162	0.407855826478082	-0.0263880070606641	0.141308051834368	-0.0337735552816387	0.266824669137511
"000013F:158835:159475"	"ID=PCA_SD_01254"	0.0601991630938429	0.0152038047180685	0.0446708973060936	-0.0165742254124293	0.00174326224015053	-0.0101494080768691
"000016F:279021:279924"	"ID=PCA_SD_01566"	-0.00853220545184019	-0.0492277992277992	-0.0077636095209026	0.00797518830305699	0.0479694783442183	0.075424261470773
"000016F:572917:573893"	"ID=PCA_SD_01631"	-0.00420576600963796	-0.0285832462028495	0.00172856190057336	-0.0166267130552844	-0.015017800417833	0.00687122906255277
"000016F:570644:571653"	"ID=PCA_SD_01630"	-0.0195625098599352	-0.0238473767885532	-0.0233686027753257	-0.038240368027602	-0.0313945698199332	-0.0133741989412091
"000016F:91906:92272"	"ID=PCA_SD_01525"	0	0	0	0	0	0
"000016F:76383:76784"	"ID=PCA_SD_01521"	0.0804572626299024	-0.00225577489902795	0.0717485567483724	-0.0152101277101275	0.0231180622071238	-0.0256207624628677
"000016F:213944:214802"	"ID=PCA_SD_01556"	0.0177895948687024	0.168315556359035	0.117836899628455	0.0593412474600594	0.0501506616009433	0.100757771346007
"000016F:487643:488799"	"ID=PCA_SD_01612"	-0.0387019601790399	0.0540540540540539	-0.0352164600962044	0.0540540540540539	-0.0420097863706885	0.0540540540540539
"000016F:129352:130042"	"ID=PCA_SD_01533"	0.0215485259200633	0.133335258335258	0.0187226449615011	0.0687458917547412	0.0437520608191263	0.0470723030723031
"000014F:208569:209084"	"ID=PCA_SD_02206"	-0.0134052139503413	0.00733028727359009	-0.00486126416852151	0.0232682515291212	0.027080846218519	-0.014344975652514
"000014F:219603:219956"	"ID=PCA_SD_02208"	-0.0370998935344702	-0.0549543006802511	-0.0436932593383272	-0.0303908110702658	-0.0389451087668669	-0.0438690494660645
"000014F:145456:146442"	"ID=PCA_SD_02192"	-0.010042110549644	0.0193262935958506	0.0138582541215805	0.0246899209898237	0.016933795069921	0.0411139702123308
"000014F:167310:168305"	"ID=PCA_SD_02199"	0.0200139971014853	-0.0457810266386069	-0.0184432458606263	-0.0455922090039269	-0.00292580929204544	-0.0330772266376909
"000014F:403664:404496"	"ID=PCA_SD_02234"	0.0103239565472909	-0.0862643465383188	0.00914689428688475	-0.0634547591069332	0.0387492260061918	-0.0811671544155621
"000014F:450496:451300"	"ID=PCA_SD_02247"	-0.0296665394935003	-0.0801400389629674	-0.0348416133448803	-0.0394777591202495	-0.0378642664022224	-0.0451093520900081
"000014F:423333:424152"	"ID=PCA_SD_02238"	0.0155646428921107	-0.0901284379545249	0.014100919803624	-0.0619628755221975	0.00783303311637862	-0.076903048001314
"000014F:425480:426288"	"ID=PCA_SD_02239"	0.00917745075590137	-0.0405914069653093	0.0498420017141462	-0.0124522428187348	0.0303626845240393	-0.0185916445154648
"000015F:416875:417149"	"ID=PCA_SD_01990"	0	0	0	0	0	0
"000015F:180083:180771"	"ID=PCA_SD_01946"	-0.0787564766839379	-0.0338561129297621	-0.0176165803108808	-0.0331678969770184	-0.0515151515151515	-0.0234292069058266
"000015F:471352:472738"	"ID=PCA_SD_02001"	0.0144819903453397	0.0423675920975465	-0.038184726109556	-0.00479324982123086	-0.0403739061256962	0.01954130765157
"000015F:344961:345449"	"ID=PCA_SD_01975"	0.00685244403837371	0.197290424563152	-0.0294659300184161	0.0875633189682778	-0.0170648464163823	0.263604327434115
"000015F:147661:148251"	"ID=PCA_SD_01939"	0.119922630560928	0.0473299634207828	0.135618479880775	0.00590998831771505	0.114420062695925	-0.0053881998709584
"000015F:77886:78304"	"ID=PCA_SD_01924"	0.162488038277512	-0.060220279846448	0.0335522265544841	-0.033181571398132	0.198227448227448	-0.0585794508180653
"000015F:370018:370506"	"ID=PCA_SD_01984"	0.0122699386503068	0.125489883746158	0.0218579234972678	0.0323431330142739	0.00653594771241839	0.150795357691909
"000017F:146088:146894"	"ID=PCA_SD_02669"	-0.0450613537948839	0.0283783783783783	-0.0377824574805998	-0.0125815470643058	-0.0283816391313354	-0.0333011583011584
"000017F:368586:369801"	"ID=PCA_SD_02708"	-0.0209743462530967	-0.0136430823516915	0.0113236573446256	-0.00257292006794985	0.0284987710284774	0.0146402937454444
"000017F:134167:134592"	"ID=PCA_SD_02664"	-0.0285023530405657	0.027027027027027	-0.0223989040328829	0.027027027027027	-0.0279121588345292	0.027027027027027
"000017F:184835:185781"	"ID=PCA_SD_02673"	0.0784079781751634	-0.0641218289454852	0.0205619211807022	-0.0398711543477692	0.0518567348810401	-0.0626712796178446
"000017F:287748:288239"	"ID=PCA_SD_02691"	-0.0265499122228376	-0.0649573575425277	-0.0281750911849368	-0.0541539651969098	-0.0146171732734524	-0.0511567670658579
"000019F:82849:83489"	"ID=PCA_SD_02977"	0.0954740598260304	-0.0861346120404705	0.0306247085746304	-0.0599419898138711	0.0111355244160379	-0.0631765080163655
"000019F:60246:60684"	"ID=PCA_SD_02970"	0.0317600020117184	0.0687832552239331	0.0412633379856828	-0.0109007136034163	0.042876871478989	0.0107833953987798
"000019F:463492:464202"	"ID=PCA_SD_03053"	0.0252760814033515	0.149985880164122	0.00425085932365354	0.0353926458647489	-0.0165306283727338	0.0456511881008526
"000018F:241107:241556"	"ID=PCA_SD_05075"	0	0	0	0	0	0
"000018F:121954:122789"	"ID=PCA_SD_05057"	0.0315046981813217	0.0300279638383395	0.0241615400438607	-0.00787091140352048	-0.00779950459494216	0.0386499349813821
"000021F:339036:339305"	"ID=PCA_SD_02816"	-0.02107828777444	-0.0786765992245446	-0.0371025603223745	-0.0404632390933761	-0.0225339020532387	-0.0374708861550967
"000021F:129542:130428"	"ID=PCA_SD_02769"	0.0478649410988702	0.26077013905484	0.0125208456700555	0.134273172959577	-0.000271947849633136	0.105546756174969
"000021F:411314:411901"	"ID=PCA_SD_02826"	-0.0267576095914426	0.0481062323167587	-0.021286164193445	-0.000768326855283386	-0.0323749453104252	0.0198499502847329
"000021F:43440:44136"	"ID=PCA_SD_02756"	-0.0288829437918703	-0.0478829769343072	-0.0311219998483889	0.0167364603755505	-0.0372010018526214	0.0566901503297261
"000020F:110723:111588"	"ID=PCA_SD_03166"	-0.0498261877172652	-0.0348815749797746	-0.0539155391553914	-0.0315913995854389	-0.0541294642857144	-0.0448655084973328
"000024F:243100:243552"	"ID=PCA_SD_03405"	-0.00889827784660779	-0.056061471001652	-0.0279305856597412	0.00582767203150436	0.000997239822433382	0.0123545804396868
"000024F:176013:176402"	"ID=PCA_SD_03391"	0.057427405223158	-0.00882175190475576	0.0667204550223178	0.0510659652259066	0.0471599221723839	0.107820040150867
"000025F:449959:450258"	"ID=PCA_SD_04280"	0.00239884500055565	-0.0232570487973238	-0.0145774208083984	-0.0168881753040169	0.0534592922136176	0.0108814697049989
"000025F:89578:90363"	"ID=PCA_SD_04234"	0	0	0	0	0	0
"000025F:4840:5993"	"ID=PCA_SD_04215"	-0.0217120530242234	-0.0219186500569732	-0.0143935690619736	-0.0146971317201054	-0.0222253904623779	0.0163110255134795
"000025F:71068:71853"	"ID=PCA_SD_04229"	0	0	0	0	0	0
"000022F:310725:311926"	"ID=PCA_SD_02913"	0.0772848607276568	-0.0388413561490484	0.0309287483659993	-0.0433645058735181	0.0682490336897174	-0.0119411589999825
"000022F:463755:464919"	"ID=PCA_SD_02952"	0.103671400780664	-0.0544723424304576	0.0765981349678367	-0.0408482280217626	0.0193376054829341	-0.0403845471659385
"000023F:13148:13579"	"ID=PCA_SD_03255"	0.261212419911286	0.0740740740740741	0.0483701366982122	0.0740740740740741	0.163813049514114	0.0740740740740741
"000023F:272624:273793"	"ID=PCA_SD_03307"	0.16710875331565	0	0.0661538461538465	0	0.0419254658385093	0
"000028F:423854:424362"	"ID=PCA_SD_03628"	0.0585498934187806	-0.00331887785762319	0.0610090089098202	0.00281587326121746	0.00670851998386912	-0.028141237936697
"000028F:426502:427155"	"ID=PCA_SD_03629"	0.10195769745252	0.0523258747345842	0.210533016212528	-0.00600679093583367	0.0441707879170175	0.0242749803222674
"000028F:375271:376772"	"ID=PCA_SD_03614"	-0.00114741172798705	-0.0642746408531858	-0.00371882443349136	-0.00215232577398883	-0.0132458563877613	-0.0305481114729669
"000028F:33039:33575"	"ID=PCA_SD_03540"	0	0	0	0	0	0
"000027F:233969:234526"	"ID=PCA_SD_04940"	0.0356418057299548	0.0592913215864035	0.0071296276479379	-0.0068798555640659	0.0134826895924307	0.0175326802039132
"000027F:249276:250056"	"ID=PCA_SD_04944"	-0.0281022006086491	-0.0153183816900631	-0.0345404834608682	-0.019296368810932	-0.0340152083978134	-0.0193250417969519
"000027F:98682:99705"	"ID=PCA_SD_04913"	0	0.0283783783783784	0	-0.0125815470643058	0	-0.0333011583011584
"000027F:103976:104778"	"ID=PCA_SD_04915"	0	0	0	0	0	0
"000027F:375852:376363"	"ID=PCA_SD_04962"	0.00207204222017121	-0.0879203687772203	0.0458672780417602	-0.0490928228008007	0.015667300994319	-0.0679947284582711
"000031F:313738:315073"	"ID=PCA_SD_04349"	-0.0215207572615892	-0.0705058491327151	-0.0119389471558122	-0.0426025978900693	-0.0327481412927528	-0.0685261400019841
"000031F:51466:52386"	"ID=PCA_SD_04303"	0.0857681177952632	0.0393558077768603	0.0413772944015269	-0.00276394462440988	0.11844875710793	0.0133318626706536
"000026F:412144:413233"	"ID=PCA_SD_04126"	0.0499006571908912	0.0650817700820399	0.12032834014223	0.0142184351808309	0.0936349476069102	0.0664134120547081
"000026F:432090:433004"	"ID=PCA_SD_04131"	-0.0206525511975009	-0.0631640820462571	0.00198587819947049	-0.0418618434095219	-0.0380474452554744	-0.0338938187718674
"000026F:293818:295114"	"ID=PCA_SD_04096"	-0.0910165484633569	-0.0802414046730973	-0.0734953703703705	-0.0322094884372464	-0.0512345679012345	-0.0504166850975363
"000032F:115128:115814"	"ID=PCA_SD_08166"	0.0506145239717594	0	0.00626502594658274	0	0.0133068319274445	0
"000032F:190526:190840"	"ID=PCA_SD_08173"	0.026533332853639	-0.0366758925041135	-2.67184382418684e-05	-0.0391206650081584	-0.00080862379347213	-0.00638951990303349
"000036F:236858:237950"	"ID=PCA_SD_04412"	0.0733802802912168	-0.0238457352551311	0.00900569466479662	0.0184086638413561	0.0170388255120559	0.0222567881256749
"000036F:352900:354496"	"ID=PCA_SD_04435"	0.030148243899457	0.00874403815580271	-0.00701122599277526	-0.0121748563251554	0.0163205862465542	-0.0368972496725801
"000033F:92498:92910"	"ID=PCA_SD_02307"	0.00752516076479814	-0.0145646842538032	-0.00797626665016393	0.03389396918567	-0.0113475238111007	-0.0240589437837144
"000033F:423433:423744"	"ID=PCA_SD_02390"	0.196145329235991	-0.023867873029884	0.236187696732551	-0.018868712120246	0.0780469107480249	-0.0356376770549036
"000033F:185551:186347"	"ID=PCA_SD_02334"	-0.026056117062796	0.100958455195743	-0.0301653103385167	0.0574072832137347	-0.0346853771601139	0.110258164688544
"000033F:245008:245600"	"ID=PCA_SD_02343"	-0.0299014342579136	-0.0774456068573715	-0.0345744985300622	-0.0556983050280637	-0.0426590459105431	-0.0531334402302144
"000033F:122669:123312"	"ID=PCA_SD_02315"	0.00377509480835991	-0.0241712231124325	0.0234930296740989	-0.000527751157474166	-0.0217139377595132	0.0289687710462356
"000033F:117855:118504"	"ID=PCA_SD_02313"	-0.0299655894909647	-0.0172234106152538	-0.0335360589688407	0.0219582633808577	-0.0363108523703239	0.0493986510570528
"000033F:48707:49571"	"ID=PCA_SD_02299"	0.00281261478721739	0.00210210210210204	0.0168335276694409	0.00534810428803367	-0.00437626574175387	0.00285568587455365
"000033F:146249:146587"	"ID=PCA_SD_02322"	-0.0226627546019731	-0.0451205977521767	-0.0133122807440882	0.00903448697566356	-0.0379756368257032	0.0424131710896416
"000033F:359331:360297"	"ID=PCA_SD_02373"	-0.0287822923026781	-0.0653032968934784	-0.0321692603525832	-0.0501267668649643	-0.0288015393519017	-0.0672168849597938
"000034F:56296:56790"	"ID=PCA_SD_03904"	-0.0588235294117647	0	0.0714285714285715	0	0	0
"000035F:275272:276807"	"ID=PCA_SD_08130"	0.0166020226151251	-0.0414753602461859	0.0505583964409416	-0.0454390452438376	-0.00814211921810037	-0.0356400212092354
"000035F:158491:158974"	"ID=PCA_SD_08117"	0.0516004583176489	-0.0497012918947419	0.0138927189955453	-0.00737423814346894	0.0041804397993539	-0.0180941090031996
"000040F:331110:331980"	"ID=PCA_SD_06014"	0	0.0114660114660116	-0.0408163265306121	-0.0276276276276277	-0.05	-0.0324324324324323
"000040F:374995:375379"	"ID=PCA_SD_06024"	0	0.0519798148664128	0	-0.00171956188553701	0	0.0982192104641085
"000040F:198231:198917"	"ID=PCA_SD_05995"	0	0.0190246112033822	0	-0.020674060514698	0	-0.0328037961625749
"000039F:371868:372170"	"ID=PCA_SD_03708"	0.201207243460764	0.12493129734509	0.180571428571428	0.0394669574997445	0.109022556390977	-0.00187297484594784
"000039F:377090:380273"	"ID=PCA_SD_03711"	-0.00955745264533014	-0.0510812382391144	0.00628339151530566	-0.0241659584220137	-0.0192471656458539	-0.0456865723336559
"000048F:279070:279411"	"ID=PCA_SD_06329"	0	0	0	0	0	0
"000048F:17590:17974"	"ID=PCA_SD_06296"	-0.0351666820619012	-0.0814581141289321	-0.0326411533320605	-0.0451125375887123	-0.0418724331550986	-0.0551283292134022
"000038F:121084:121529"	"ID=PCA_SD_03740"	0.0526315789473685	0	0.0526315789473685	0	0.0526315789473685	0
"000042F:246527:246861"	"ID=PCA_SD_04172"	-0.0263976337168894	0	-0.0297666265396506	0	-0.0364929044715034	0
"000042F:278076:278453"	"ID=PCA_SD_04180"	0.130622666806877	0.0427914901599112	0.0383629528366372	0.108123173340565	0.119762894568762	0.225744975744976
"000042F:399367:400597"	"ID=PCA_SD_04212"	0.0185121766926638	-0.0721097351532134	0.0781141165882223	-0.0448413040254132	0.0163613194391795	-0.0310839621300059
"000042F:67752:68387"	"ID=PCA_SD_04143"	0.0353316491518841	-0.0326506711797143	0.0252165601259898	0.0249658528022644	-0.0136029222144245	0.0333038658131365
"000042F:79390:80414"	"ID=PCA_SD_04145"	0.0696964734544656	-0.0523587185214038	0.0331299036589668	-0.00357575903147134	-0.000286477095432724	0.00451181626544384
"000042F:327392:327919"	"ID=PCA_SD_04192"	0.0189091306260646	-0.0462272226978109	-0.0125454535630731	-0.0467027625301006	-0.0136609367376106	-0.0487435596131247
"000044F:51886:52991"	"ID=PCA_SD_03458"	0.0218134981161985	-0.0494873876848125	0.0325013935086357	-0.0321490092918666	0.00480786863485838	-0.0529799029799032
"000044F:251437:252193"	"ID=PCA_SD_03502"	0.0665225878980659	-0.0382144172607102	0.012011415367384	-0.0258881459160594	0.0237000215799518	0.00895671580145718
"000044F:329625:330660"	"ID=PCA_SD_03518"	-0.0346696850485346	0.109625691904173	-0.0228231486127612	0.0700073219353425	-0.016038631223233	0.0755770838245065
"000050F:110320:111279"	"ID=PCA_SD_08631"	0.0338327436237654	-0.0411527985741262	0.0192357068317364	-0.0449578537813833	0.0422695196252535	-0.038302335599633
"000037F:224692:225713"	"ID=PCA_SD_04796"	-0.0228694620498737	-0.0899558004821162	-0.0159017214747994	-0.0602120934307275	0.00209473266585591	-0.0685953551519587
"000055F:304061:304480"	"ID=PCA_SD_07077"	-0.0387500000000001	-0.0592588989377025	0.0314498933901919	-0.034871227846913	-0.0206766917293233	-0.0592054380450284
"000055F:346088:346697"	"ID=PCA_SD_07086"	0	0	0	0	0	0
"000055F:245388:246067"	"ID=PCA_SD_07065"	-0.0159420289855072	0.0360083160083158	-0.0487465181058495	0.0224118510071686	-0.00220264317180607	-0.0221607712804899
"000045F:284343:284981"	"ID=PCA_SD_06273"	-0.0192277141192931	-0.044143170828564	0.00224512622300455	-0.0112951019112921	-0.0144587150779103	-0.00526714428059716
"000045F:76095:77251"	"ID=PCA_SD_06238"	0.0697309494235767	0	0.052040746184137	0	0.00653377382204989	0
"000051F:342769:344392"	"ID=PCA_SD_03140"	0.0227652760083659	-0.0476368713064503	0.0919432427192657	-0.0267525495285639	0.0530785007064787	-0.0180872476246141
"000051F:116058:116628"	"ID=PCA_SD_03085"	-0.0357142857142856	0	0	0	-0.037037037037037	0
"000051F:46013:46892"	"ID=PCA_SD_03068"	-0.012652480889632	0.173477568549437	-0.0125768499883467	0.0545070661802179	-0.0267634220361657	0.162984360953904
"000051F:44043:44797"	"ID=PCA_SD_03067"	0.0137560472018909	0.0535010047544866	-0.0112445690945515	-0.0016351701744961	0.00630527187492647	0.0769694980221296
