"Contig.Start.Stop"	"gene_ID"	"CLR 1990"	"CLR 2015"
"000015F:180083:180771"	"ID=PCA_SD_01946"	8.01319162540611	29.8188219109531
"000015F:344961:345449"	"ID=PCA_SD_01975"	32.6452237316368	22.6253262079374
"000015F:370018:370506"	"ID=PCA_SD_01984"	73.9556652955071	57.5962157493914
"000015F:416875:417149"	"ID=PCA_SD_01990"	NA	NA
"000015F:471352:472738"	"ID=PCA_SD_02001"	17.2020135661238	44.6405457469734
"000015F:77886:78304"	"ID=PCA_SD_01924"	29.7668235053699	32.1819250439264
"000016F:129352:130042"	"ID=PCA_SD_01533"	10.3984810282899	12.477826964219
"000016F:213944:214802"	"ID=PCA_SD_01556"	15.7142583793903	15.4380325127777
"000016F:279021:279924"	"ID=PCA_SD_01566"	6.48666053626885	6.69084418781432
"000016F:487643:488799"	"ID=PCA_SD_01612"	26.2223000605352	18.0499654783805
"000016F:570644:571653"	"ID=PCA_SD_01630"	61.9447466588921	54.7850234639796
"000016F:572917:573893"	"ID=PCA_SD_01631"	21.2435210859868	16.6821854105222
"000016F:76383:76784"	"ID=PCA_SD_01521"	11.8950143954721	11.9471574166994
"000016F:91906:92272"	"ID=PCA_SD_01525"	NA	NA
"000017F:134167:134592"	"ID=PCA_SD_02664"	17.2520264424663	15.0206589766009
"000017F:146088:146894"	"ID=PCA_SD_02669"	7.27566414289064	7.03726986900574
"000017F:184835:185781"	"ID=PCA_SD_02673"	22.6545041540839	27.4051455101869
"000017F:287748:288239"	"ID=PCA_SD_02691"	18.2376367735081	12.2812212546463
"000017F:368586:369801"	"ID=PCA_SD_02708"	7.86352832848454	44.0938996791549
"000018F:121954:122789"	"ID=PCA_SD_05057"	25.8566026762885	36.9778477965216
"000018F:241107:241556"	"ID=PCA_SD_05075"	NA	NA
"000019F:463492:464202"	"ID=PCA_SD_03053"	36.7267673297137	40.0881306305552
"000019F:60246:60684"	"ID=PCA_SD_02970"	11.0672870799623	6.10570007232237
"000019F:82849:83489"	"ID=PCA_SD_02977"	37.7111629461352	44.5364137467283
"000020F:110723:111588"	"ID=PCA_SD_03166"	29.5633924641937	57.5263893702749
"000021F:129542:130428"	"ID=PCA_SD_02769"	69.3522821244336	67.9712434888381
"000021F:339036:339305"	"ID=PCA_SD_02816"	8.55167674502218	7.9793507409541
"000021F:411314:411901"	"ID=PCA_SD_02826"	11.6103025090697	8.02128099788419
"000021F:43440:44136"	"ID=PCA_SD_02756"	56.2207052871023	67.4937797740483
"000022F:310725:311926"	"ID=PCA_SD_02913"	42.6033250456822	47.6152969885607
"000022F:463755:464919"	"ID=PCA_SD_02952"	29.704114216401	34.0474139564402
"000023F:13148:13579"	"ID=PCA_SD_03255"	27.7379603353253	22.0786716686981
"000023F:272624:273793"	"ID=PCA_SD_03307"	192.316599009747	95.9199981144967
"000024F:176013:176402"	"ID=PCA_SD_03391"	20.3845483669113	22.1456068593794
"000024F:243100:243552"	"ID=PCA_SD_03405"	25.1179104855943	23.8389463099818
"000025F:449959:450258"	"ID=PCA_SD_04280"	7.27566414289064	10.7895553593859
"000025F:4840:5993"	"ID=PCA_SD_04215"	46.7094022731146	48.6257912232997
"000025F:71068:71853"	"ID=PCA_SD_04229"	NA	NA
"000025F:89578:90363"	"ID=PCA_SD_04234"	NA	NA
"000026F:293818:295114"	"ID=PCA_SD_04096"	7.57774465771637	54.9258466106004
"000026F:412144:413233"	"ID=PCA_SD_04126"	71.4804438310683	80.9985549936084
"000026F:432090:433004"	"ID=PCA_SD_04131"	67.6725853630687	70.1251388022977
"000027F:103976:104778"	"ID=PCA_SD_04915"	NA	NA
"000027F:233969:234526"	"ID=PCA_SD_04940"	33.8206117531627	30.8271825626121
"000027F:249276:250056"	"ID=PCA_SD_04944"	24.8753455841807	23.4378100031231
"000027F:375852:376363"	"ID=PCA_SD_04962"	27.3547243512225	39.2852948911063
"000027F:98682:99705"	"ID=PCA_SD_04913"	NA	21.1118096070172
"000028F:33039:33575"	"ID=PCA_SD_03540"	NA	NA
"000028F:375271:376772"	"ID=PCA_SD_03614"	50.9397413315156	53.9112496431102
"000028F:423854:424362"	"ID=PCA_SD_03628"	16.9751388000189	26.6983562347876
"000028F:426502:427155"	"ID=PCA_SD_03629"	132.655009440583	122.77151103298
"000031F:313738:315073"	"ID=PCA_SD_04349"	78.4016902404548	73.7334057617992
"000031F:51466:52386"	"ID=PCA_SD_04303"	32.8950473601741	40.2520697034064
"000032F:115128:115814"	"ID=PCA_SD_08166"	23.0774554929012	NA
"000032F:190526:190840"	"ID=PCA_SD_08173"	34.5677625499275	15.6018954592405
"000033F:117855:118504"	"ID=PCA_SD_02313"	59.8487849595351	68.7626969133132
"000033F:122669:123312"	"ID=PCA_SD_02315"	32.7148992013516	25.1559943453832
"000033F:146249:146587"	"ID=PCA_SD_02322"	12.0513751581039	6.28950279689001
"000033F:185551:186347"	"ID=PCA_SD_02334"	21.2173806979183	18.4763290451717
"000033F:245008:245600"	"ID=PCA_SD_02343"	7.83242350246957	8.83409403777174
"000033F:359331:360297"	"ID=PCA_SD_02373"	30.802620590319	63.9311689880642
"000033F:423433:423744"	"ID=PCA_SD_02390"	19.0848251876491	14.0708509994374
"000033F:48707:49571"	"ID=PCA_SD_02299"	15.0986862770451	23.0927403325791
"000033F:92498:92910"	"ID=PCA_SD_02307"	21.0415346081401	25.3103817716361
"000034F:56296:56790"	"ID=PCA_SD_03904"	11.1929629307885	NA
"000035F:158491:158974"	"ID=PCA_SD_08117"	21.5487938128076	22.0684724613732
"000035F:275272:276807"	"ID=PCA_SD_08130"	146.732442300446	101.169967214562
"000036F:236858:237950"	"ID=PCA_SD_04412"	13.783453948975	12.75865597971
"000036F:352900:354496"	"ID=PCA_SD_04435"	17.0642899740569	19.4848382962985
"000037F:224692:225713"	"ID=PCA_SD_04796"	32.5028355463518	36.6315623718346
"000038F:121084:121529"	"ID=PCA_SD_03740"	5.71281747547686	NA
"000039F:371868:372170"	"ID=PCA_SD_03708"	7.16654617438977	6.37694841891768
"000039F:377090:380273"	"ID=PCA_SD_03711"	60.3701432022718	108.288216292162
"000040F:198231:198917"	"ID=PCA_SD_05995"	NA	25.3943885462994
"000040F:331110:331980"	"ID=PCA_SD_06014"	9.83418880277234	12.0333103189203
"000040F:374995:375379"	"ID=PCA_SD_06024"	5.71281747547686	7.10578776864778
"000042F:246527:246861"	"ID=PCA_SD_04172"	21.712267882271	4.50089499136375
"000042F:278076:278453"	"ID=PCA_SD_04180"	11.9458581173816	7.87427607389833
"000042F:327392:327919"	"ID=PCA_SD_04192"	19.5803097343227	22.1623727290522
"000042F:399367:400597"	"ID=PCA_SD_04212"	55.848247809237	58.0492692733552
"000042F:67752:68387"	"ID=PCA_SD_04143"	47.9372310165281	34.7447997170674
"000042F:79390:80414"	"ID=PCA_SD_04145"	89.8386444287995	83.7944218958932
"000044F:251437:252193"	"ID=PCA_SD_03502"	25.6778166743622	31.9911740147153
"000044F:329625:330660"	"ID=PCA_SD_03518"	9.26416943157457	29.714091795583
"000044F:51886:52991"	"ID=PCA_SD_03458"	28.0386327571366	23.5979387904131
"000045F:284343:284981"	"ID=PCA_SD_06273"	50.6890197168537	52.0148887120891
"000045F:76095:77251"	"ID=PCA_SD_06238"	39.0721797221035	NA
"000046F:146168:146551"	"ID=PCA_SD_04554"	9.89795757942835	5.99499988215604
"000046F:167070:167813"	"ID=PCA_SD_04557"	41.2122010799667	48.6577144617255
"000046F:169146:169529"	"ID=PCA_SD_04558"	NA	NA
"000046F:194315:195185"	"ID=PCA_SD_04564"	22.6779107861881	20.5087593060721
"000046F:336331:337152"	"ID=PCA_SD_04590"	6.81447939223624	7.87427607389833
"000046F:73995:74408"	"ID=PCA_SD_04543"	9.12605336848908	5.99499988215604
"000047F:188520:188975"	"ID=PCA_SD_07849"	50.1406253736006	11.1362272004831
"000048F:17590:17974"	"ID=PCA_SD_06296"	69.9061593086367	64.2506671254113
"000048F:279070:279411"	"ID=PCA_SD_06329"	NA	NA
"000049F:146153:146584"	"ID=PCA_SD_03997"	59.1871853385408	36.9807590513182
"000049F:259506:260383"	"ID=PCA_SD_04019"	12.8446842795943	11.3919574469205
"000049F:261436:262448"	"ID=PCA_SD_04021"	18.1420927852654	16.4634818481589
"000050F:110320:111279"	"ID=PCA_SD_08631"	68.8632115824768	109.787325107309
"000051F:116058:116628"	"ID=PCA_SD_03085"	5.71281747547686	NA
"000051F:205947:206622"	"ID=PCA_SD_03105"	23.709709435519	12.6263913167642
"000051F:342769:344392"	"ID=PCA_SD_03140"	46.2835458940411	42.1877594634991
"000051F:44043:44797"	"ID=PCA_SD_03067"	26.8141960138967	19.0893697609834
"000051F:46013:46892"	"ID=PCA_SD_03068"	20.6176917517008	25.3198705656632
"000053F:14059:14737"	"ID=PCA_SD_05838"	NA	NA
"000053F:249464:249788"	"ID=PCA_SD_05877"	NA	NA
"000053F:341955:342592"	"ID=PCA_SD_05892"	44.6222549688742	60.7309820458053
"000054F:164669:165170"	"ID=PCA_SD_06764"	30.7695826039906	34.4169805253654
"000054F:309466:310093"	"ID=PCA_SD_06790"	15.9752677555838	6.01665515946017
"000054F:85959:86252"	"ID=PCA_SD_06742"	43.1855766290379	41.4815248763533
"000054F:89370:89823"	"ID=PCA_SD_06743"	106.088425208029	75.8596836938045
"000055F:245388:246067"	"ID=PCA_SD_07065"	16.3762487189474	18.2118972007526
"000055F:304061:304480"	"ID=PCA_SD_07077"	7.57774465771637	33.9216677144139
"000055F:346088:346697"	"ID=PCA_SD_07086"	NA	NA
"000057F:140052:140579"	"ID=PCA_SD_04852"	44.9984564432136	50.2979391245791
"000057F:169524:169832"	"ID=PCA_SD_04857"	22.2857780811605	6.37694841891768
"000057F:232074:232373"	"ID=PCA_SD_04869"	35.6907292944426	36.4228537983602
"000057F:248514:249354"	"ID=PCA_SD_04874"	28.6206529007108	31.3282810039578
"000057F:5913:6265"	"ID=PCA_SD_04823"	17.6734021031881	20.2449201116858
"000059F:175046:175597"	"ID=PCA_SD_06933"	NA	NA
"000059F:84766:85020"	"ID=PCA_SD_06912"	44.885126633557	30.9434855780745
"000061F:227898:228531"	"ID=PCA_SD_04500"	30.6129982678954	27.0783424636946
"000061F:241620:242603"	"ID=PCA_SD_04504"	23.9849912579049	6.66486979676069
"000061F:248993:249976"	"ID=PCA_SD_04506"	15.0610117141918	15.244056418001
"000062F:292889:293284"	"ID=PCA_SD_05173"	20.4749688014304	17.4297603965324
"000062F:7788:8818"	"ID=PCA_SD_05120"	40.1813444268367	40.5190503123603
"000063F:177958:178598"	"ID=PCA_SD_09134"	6.62689726428622	9.55663343696216
"000064F:118443:118904"	"ID=PCA_SD_06119"	13.9250985811249	22.0160240103073
"000064F:121705:122131"	"ID=PCA_SD_06120"	21.6025956252611	30.1763312871004
"000064F:22904:23536"	"ID=PCA_SD_06105"	24.8549429080738	32.8169923116194
"000064F:43632:44080"	"ID=PCA_SD_06109"	36.892761282109	34.2749477670089
"000065F:143063:143672"	"ID=PCA_SD_07125"	24.8052450694829	10.9310864372626
"000065F:299419:299805"	"ID=PCA_SD_07143"	6.65068683959052	6.66486979676069
"000067F:191497:191811"	"ID=PCA_SD_11482"	14.6776705122563	NA
"000067F:211516:211870"	"ID=PCA_SD_11487"	26.235657521254	16.5246099294489
"000068F:240298:240690"	"ID=PCA_SD_08298"	28.9259921113874	42.895899791473
"000068F:65582:66583"	"ID=PCA_SD_08269"	16.3545776197156	18.4819384052681
"000069F:103749:104212"	"ID=PCA_SD_03832"	6.36448515230917	7.9793507409541
"000069F:120341:120903"	"ID=PCA_SD_03835"	5.71281747547686	7.03726986900574
"000069F:196425:197015"	"ID=PCA_SD_03854"	33.7062311874275	50.9873794674685
"000069F:200372:201025"	"ID=PCA_SD_03855"	35.990499976468	56.3463880643946
"000069F:245323:245978"	"ID=PCA_SD_03863"	6.92147427755485	29.9749994107802
"000069F:258553:259059"	"ID=PCA_SD_03868"	NA	NA
"000069F:336176:336656"	"ID=PCA_SD_03888"	17.2909225965774	18.0499654783805
"000069F:345446:345718"	"ID=PCA_SD_03891"	6.89396004953526	6.01665515946017
"000070F:2436:3444"	"ID=PCA_SD_09540"	74.9538147084528	14.0745397380115
"000070F:45182:45545"	"ID=PCA_SD_09549"	12.3706224336269	NA
"000070F:63864:64253"	"ID=PCA_SD_09552"	20.1807448420757	NA
"000071F:106082:106678"	"ID=PCA_SD_05791"	22.1937361756263	24.7771893149261
"000071F:218557:219058"	"ID=PCA_SD_05817"	31.2979974751052	45.3032977544418
"000071F:264672:265520"	"ID=PCA_SD_05823"	116.837483465054	60.7140318433937
"000071F:267655:268524"	"ID=PCA_SD_05824"	69.0802150483101	65.6695559523058
"000071F:315372:316063"	"ID=PCA_SD_05833"	7.2323209027811	5.99499988215604
"000072F:183219:184023"	"ID=PCA_SD_09379"	14.4258744654785	10.259681028922
"000072F:219661:220243"	"ID=PCA_SD_09388"	36.7857797722397	NA
"000072F:221379:221947"	"ID=PCA_SD_09389"	18.3245437713047	NA
"000072F:240833:241962"	"ID=PCA_SD_09395"	34.0111369171618	36.5449093999776
"000072F:298161:298471"	"ID=PCA_SD_09402"	7.50262780877388	NA
"000073F:119126:119458"	"ID=PCA_SD_06484"	32.2719582951294	25.5077936756707
"000073F:119881:120264"	"ID=PCA_SD_06485"	21.9151576148497	21.4358143572827
"000073F:246789:247007"	"ID=PCA_SD_06503"	11.7889630461269	19.8716698714451
"000074F:242649:243711"	"ID=PCA_SD_07259"	54.2235416757716	71.0011528120177
"000075F:61638:62700"	"ID=PCA_SD_08058"	7.75374467334951	13.6056797608205
"000076F:110576:111228"	"ID=PCA_SD_04695"	3.46073713877743	NA
"000076F:256202:256777"	"ID=PCA_SD_04727"	10.0710876103372	8.68795437854756
"000076F:43917:44678"	"ID=PCA_SD_04684"	62.4847335415275	88.7383401444381
"000076F:99197:100167"	"ID=PCA_SD_04692"	37.268538431737	31.1970552555437
"000078F:263805:265160"	"ID=PCA_SD_07020"	43.8252845852779	43.1542104774303
"000079F:271128:271409"	"ID=PCA_SD_11442"	6.65068683959052	NA
"000080F:104171:104905"	"ID=PCA_SD_06060"	36.7041374930896	39.5224437870775
"000080F:97056:97410"	"ID=PCA_SD_06058"	49.2392263540242	42.7282330856138
"000082F:143471:144238"	"ID=PCA_SD_06384"	39.0522363464083	30.2533907998938
"000082F:58087:58717"	"ID=PCA_SD_06366"	NA	NA
"000085F:154708:155346"	"ID=PCA_SD_11946"	NA	4.50089499136375
"000086F:232929:233739"	"ID=PCA_SD_08963"	45.6725253522018	41.4571003468463
"000087F:117296:118143"	"ID=PCA_SD_05398"	66.3140539911792	87.9561925447962
"000087F:70286:70937"	"ID=PCA_SD_05389"	18.5325946885566	10.5610858300187
"000088F:21298:21594"	"ID=PCA_SD_05513"	NA	6.86367894057064
"000088F:3737:4216"	"ID=PCA_SD_05509"	44.4809157923709	38.857232565168
"000089F:280334:281128"	"ID=PCA_SD_10770"	32.3249546392769	24.915845696097
"000091F:1785:2168"	"ID=PCA_SD_17406"	NA	NA
"000091F:44702:45309"	"ID=PCA_SD_17416"	NA	NA
"000093F:141558:142352"	"ID=PCA_SD_07724"	11.9111384300865	10.6749294837731
"000093F:161570:162521"	"ID=PCA_SD_07729"	24.24613685033	23.898849941614
"000093F:318836:319183"	"ID=PCA_SD_07763"	17.5274162787738	28.5104096379246
"000094F:81949:82828"	"ID=PCA_SD_07500"	13.3152103398812	19.6584237046431
"000097F:237089:238355"	"ID=PCA_SD_05688"	12.7774903089171	5.4655432186313
"000099F:308328:308712"	"ID=PCA_SD_05640"	12.4729238059474	7.03726986900574
"000099F:8756:9762"	"ID=PCA_SD_05578"	32.9516256885361	9.276363730278
"000100F:111760:112078"	"ID=PCA_SD_08885"	16.328651151462	13.7696189424678
"000100F:268409:269039"	"ID=PCA_SD_08911"	31.9112445220875	35.346279311183
"000102F:140029:141090"	"ID=PCA_SD_09321"	14.8058570064811	13.2447097797168
"000102F:146248:147235"	"ID=PCA_SD_09322"	15.0746747758149	11.288405045281
"000107F:238883:239428"	"ID=PCA_SD_07321"	6.96869834255119	NA
"000107F:245203:245751"	"ID=PCA_SD_07322"	17.3447515716166	23.4354692604811
"000108F:5418:5849"	"ID=PCA_SD_07929"	12.6521750701671	11.3234395472785
"000110F:126898:127374"	"ID=PCA_SD_08336"	24.6806591285587	20.0368255990788
"000110F:158546:159064"	"ID=PCA_SD_08340"	7.95328698083941	7.33867467010243
"000111F:104349:105001"	"ID=PCA_SD_07174"	9.46687442009515	11.4023789080282
"000112F:183507:183782"	"ID=PCA_SD_08841"	26.7158398439375	18.6462552028387
"000112F:220969:221761"	"ID=PCA_SD_08851"	NA	NA
"000112F:227588:228410"	"ID=PCA_SD_08853"	12.950727017584	12.2199748419644
"000112F:58736:59734"	"ID=PCA_SD_08824"	37.2808153056933	25.3412149677205
"000113F:134512:135197"	"ID=PCA_SD_07785"	60.1873434858634	73.9697000537894
"000114F:181352:182010"	"ID=PCA_SD_10361"	16.8205652083676	15.4703256044274
"000115F:204287:204637"	"ID=PCA_SD_10868"	41.0526595969795	46.38181865139
"000115F:213971:214846"	"ID=PCA_SD_10870"	26.8835408700867	20.9955732341455
"000116F:173055:173447"	"ID=PCA_SD_07353"	54.1643424273227	66.8654577738203
"000117F:202332:203110"	"ID=PCA_SD_06613"	9.45079000744069	9.00178998272749
"000117F:21288:23206"	"ID=PCA_SD_06581"	13.1641606766014	11.6798788247636
"000117F:272896:273368"	"ID=PCA_SD_06625"	15.5642804688957	8.55195054540376
"000117F:76362:77233"	"ID=PCA_SD_06588"	16.5010244041961	21.2876390350292
"000117F:85034:86504"	"ID=PCA_SD_06591"	56.2108515878368	46.9290551486863
"000118F:42503:42975"	"ID=PCA_SD_07994"	30.8897056189393	33.5906339609359
"000119F:213085:213637"	"ID=PCA_SD_08558"	13.301373679181	14.6939230417272
"000119F:87140:87486"	"ID=PCA_SD_08537"	NA	11.6444393557057
"000120F:64814:65861"	"ID=PCA_SD_10708"	60.3047172451396	43.1494515983914
"000121F:144467:145068"	"ID=PCA_SD_11755"	NA	NA
"000121F:209797:210201"	"ID=PCA_SD_11764"	9.83418880277234	10.5610858300187
"000121F:247:999"	"ID=PCA_SD_11735"	5.71281747547686	47.1558379639545
"000122F:19601:20127"	"ID=PCA_SD_06800"	5.59648146539425	NA
"000122F:96605:97238"	"ID=PCA_SD_06812"	50.0364873333305	28.9013521951923
"000123F:127210:127987"	"ID=PCA_SD_07897"	41.8296719279262	26.8446796340988
"000123F:20886:21752"	"ID=PCA_SD_07877"	51.2084311824891	35.0729421379328
"000123F:252715:253314"	"ID=PCA_SD_07918"	NA	NA
"000126F:149558:150136"	"ID=PCA_SD_07622"	90.3522233162922	NA
"000126F:210456:211418"	"ID=PCA_SD_07641"	41.4361339606114	28.2879126232351
"000129F:115715:116832"	"ID=PCA_SD_05339"	12.2951461672408	4.50089499136375
"000129F:222092:222496"	"ID=PCA_SD_05360"	NA	NA
"000129F:51558:52247"	"ID=PCA_SD_05327"	39.7950692156824	42.2236192140345
"000129F:71906:72847"	"ID=PCA_SD_05330"	NA	NA
"000130F:8300:8680"	"ID=PCA_SD_04989"	11.4491649725361	10.2273491217206
"000132F:52119:53384"	"ID=PCA_SD_08423"	20.1579277206084	15.7971904530169
"000132F:55324:56582"	"ID=PCA_SD_08424"	29.0500586298182	36.635765758571
"000134F:32095:32724"	"ID=PCA_SD_09449"	27.8128136580746	28.8762404513241
"000134F:35066:35692"	"ID=PCA_SD_09451"	43.158273839713	36.7408080515139
"000134F:64837:65465"	"ID=PCA_SD_09455"	27.6091109809103	40.3623805845325
"000134F:72840:73465"	"ID=PCA_SD_09456"	16.0841283402592	9.72027186474838
"000135F:147653:148092"	"ID=PCA_SD_11717"	10.86756057296	11.5372587075766
"000136F:116575:117328"	"ID=PCA_SD_09846"	39.0587449282233	37.5597516233764
"000136F:119056:120093"	"ID=PCA_SD_09847"	22.1933613883693	18.8253297627701
"000138F:146794:147563"	"ID=PCA_SD_11530"	25.4132397026886	26.3758955362743
"000138F:27253:27838"	"ID=PCA_SD_11510"	45.8305373427291	59.823035628873
"000139F:228499:229022"	"ID=PCA_SD_08250"	5.71281747547686	7.83400634144633
"000141F:77516:78025"	"ID=PCA_SD_12571"	NA	NA
"000142F:158856:159202"	"ID=PCA_SD_10577"	8.54541695900433	NA
"000143F:167950:168742"	"ID=PCA_SD_12192"	46.7536433054557	37.5311266379377
"000143F:217752:218261"	"ID=PCA_SD_12204"	13.2537945285724	10.9745694411011
"000145F:185339:186058"	"ID=PCA_SD_05759"	36.7845208843792	28.818673638111
"000145F:47859:48386"	"ID=PCA_SD_05723"	12.3297172117185	7.87427607389833
"000146F:12953:13271"	"ID=PCA_SD_15443"	26.1962611990767	25.4019627449987
"000149F:126658:127011"	"ID=PCA_SD_11316"	NA	NA
