"Contig.Start.Stop"	"gene_ID"	"Tajima's D 1990"	"Tajima's D 2015"
"000008F:359628:360358"	"ID=PCA_SD_01147"	3.54950657609834	0.31990040345918
"000008F:652711:653520"	"ID=PCA_SD_01208"	1.9601445004457	2.70343079112349
"000008F:671948:672723"	"ID=PCA_SD_01212"	-0.352967130625679	-0.629407324507839
"000008F:675097:675729"	"ID=PCA_SD_01213"	0.268313254391293	0.435773225409466
"000008F:715224:715916"	"ID=PCA_SD_01218"	0.0700656998604912	0.111762483490939
"000008F:760033:760609"	"ID=PCA_SD_01226"	0.985068335397827	1.0321175922208
"000009F:195700:196406"	"ID=PCA_SD_01403"	3.82832902506746	1.78722645792098
"000009F:360939:361466"	"ID=PCA_SD_01439"	2.58625091893925	2.64807718432233
"000009F:53591:53956"	"ID=PCA_SD_01372"	0.123189602650993	1.27283126728539
"000009F:571032:571626"	"ID=PCA_SD_01474"	NA	NA
"000009F:579690:580284"	"ID=PCA_SD_01476"	NA	NA
"000009F:588348:588942"	"ID=PCA_SD_01478"	NA	NA
"000009F:730428:731021"	"ID=PCA_SD_01508"	NA	NA
"000009F:735389:735977"	"ID=PCA_SD_01510"	1.48175138409212	2.45828492779753
"000009F:737455:738021"	"ID=PCA_SD_01511"	1.6444787369412	2.06719785374643
"000010F:388043:388350"	"ID=PCA_SD_01707"	0.289729884220625	-0.583067542568828
"000010F:560312:561495"	"ID=PCA_SD_01745"	1.05460043508728	-0.514013221616164
"000010F:562670:563837"	"ID=PCA_SD_01746"	0.911964517479558	-2.51133771466426
"000011F:493637:494534"	"ID=PCA_SD_01871"	-0.497873249588715	-0.526019807966076
"000011F:503335:503767"	"ID=PCA_SD_01875"	-1.24307975808798	-1.07209545885186
"000013F:119632:120696"	"ID=PCA_SD_01247"	-0.536607796813124	0.90217467702579
"000013F:158835:159475"	"ID=PCA_SD_01254"	2.1806297378427	-2.0535323233908
"000013F:305464:306299"	"ID=PCA_SD_01286"	1.60708102830508	1.50020071801341
"000013F:333916:334353"	"ID=PCA_SD_01294"	0.539089381327553	-1.32308554160889
"000013F:356292:356714"	"ID=PCA_SD_01301"	-0.891200101438177	-1.08393414521512
"000013F:551960:552792"	"ID=PCA_SD_01339"	-0.87050523207634	2.15228735312281
"000013F:554010:554634"	"ID=PCA_SD_01340"	-1.08393414521512	NA
"000013F:566446:567283"	"ID=PCA_SD_01341"	-2.18126791617709	-2.2284449036251
"000013F:569107:569742"	"ID=PCA_SD_01342"	-0.32185546524019	1.54333518837583
"000014F:145456:146442"	"ID=PCA_SD_02192"	0.298448936441271	0.615652518851146
"000014F:167310:168305"	"ID=PCA_SD_02199"	0.186973534474878	0.816294344832992
"000014F:208569:209084"	"ID=PCA_SD_02206"	1.66386890563314	-0.558457066684907
"000014F:219603:219956"	"ID=PCA_SD_02208"	0.00972284864790364	0.00680444603075398
"000014F:403664:404496"	"ID=PCA_SD_02234"	0.711222409223517	-0.526019807966076
"000014F:423333:424152"	"ID=PCA_SD_02238"	1.75824615752535	0.268585460237108
"000014F:425480:426288"	"ID=PCA_SD_02239"	0.546708930203413	-0.0882318609554047
"000014F:450496:451300"	"ID=PCA_SD_02247"	1.37644233253021	0.735258285480382
"000015F:147661:148251"	"ID=PCA_SD_01939"	0.530751764450426	3.14038277592788
"000015F:180083:180771"	"ID=PCA_SD_01946"	1.50747740035429	2.56707337057303
"000015F:344961:345449"	"ID=PCA_SD_01975"	1.96774956648979	3.18971841043622
"000015F:370018:370506"	"ID=PCA_SD_01984"	-2.39715253567187	-2.02205937712134
"000015F:416875:417149"	"ID=PCA_SD_01990"	NA	NA
"000015F:471352:472738"	"ID=PCA_SD_02001"	1.68309029669351	2.45724876306588
"000015F:77886:78304"	"ID=PCA_SD_01924"	2.79264165990417	0.404031350434287
"000016F:129352:130042"	"ID=PCA_SD_01533"	-0.387589610499695	-0.226014386526735
"000016F:213944:214802"	"ID=PCA_SD_01556"	0.550297621673237	0.547421981422861
"000016F:279021:279924"	"ID=PCA_SD_01566"	0.782542910308954	-0.0289688529623825
"000016F:487643:488799"	"ID=PCA_SD_01612"	-1.07696245695108	-1.09032666001534
"000016F:570644:571653"	"ID=PCA_SD_01630"	1.24199964212675	3.29808291504857
"000016F:572917:573893"	"ID=PCA_SD_01631"	0.399572399558347	1.35254638570154
"000016F:76383:76784"	"ID=PCA_SD_01521"	-1.01980195503191	-0.309657509767568
"000016F:91906:92272"	"ID=PCA_SD_01525"	NA	NA
"000017F:134167:134592"	"ID=PCA_SD_02664"	-1.52245885545457	-1.68263703274351
"000017F:146088:146894"	"ID=PCA_SD_02669"	0.268585460237108	-0.526019807966076
"000017F:184835:185781"	"ID=PCA_SD_02673"	0.569595496613373	1.41128570553395
"000017F:287748:288239"	"ID=PCA_SD_02691"	0.573302743676243	0.885742126549337
"000017F:368586:369801"	"ID=PCA_SD_02708"	1.67520584990742	0.961974916384062
"000018F:121954:122789"	"ID=PCA_SD_05057"	0.667141383081794	0.475937666737538
"000018F:241107:241556"	"ID=PCA_SD_05075"	NA	NA
"000019F:463492:464202"	"ID=PCA_SD_03053"	0.222401032977465	0.478055022541097
"000019F:60246:60684"	"ID=PCA_SD_02970"	-1.4771761050042	-0.353573558270917
"000019F:82849:83489"	"ID=PCA_SD_02977"	2.5519862098654	2.26244997489507
"000020F:110723:111588"	"ID=PCA_SD_03166"	-0.384699546212015	0.40475971353913
"000021F:129542:130428"	"ID=PCA_SD_02769"	3.11267643223133	2.00784697702707
"000021F:339036:339305"	"ID=PCA_SD_02816"	0.393737788770704	1.59405467358029
"000021F:411314:411901"	"ID=PCA_SD_02826"	-0.126688177678246	1.18829879194462
"000021F:43440:44136"	"ID=PCA_SD_02756"	1.54690359843584	2.17663679188141
"000022F:310725:311926"	"ID=PCA_SD_02913"	-0.273362205215599	0.509499296834757
"000022F:463755:464919"	"ID=PCA_SD_02952"	1.36167286104241	2.48558504216584
"000023F:13148:13579"	"ID=PCA_SD_03255"	2.44238089983157	-1.11196318063245
"000023F:272624:273793"	"ID=PCA_SD_03307"	3.43061927511536	-2.49920733518817
"000024F:176013:176402"	"ID=PCA_SD_03391"	-0.872889748706413	-0.470348840888097
"000024F:243100:243552"	"ID=PCA_SD_03405"	1.1742505785859	-0.0274056681064894
"000025F:449959:450258"	"ID=PCA_SD_04280"	0.268585460237108	-0.712190040364077
"000025F:4840:5993"	"ID=PCA_SD_04215"	0.0168380685623182	2.18811234003529
"000025F:71068:71853"	"ID=PCA_SD_04229"	NA	NA
"000025F:89578:90363"	"ID=PCA_SD_04234"	NA	NA
"000026F:293818:295114"	"ID=PCA_SD_04096"	1.12421094830325	-0.35361827718721
"000026F:412144:413233"	"ID=PCA_SD_04126"	1.29348407301904	2.82691989857668
"000026F:432090:433004"	"ID=PCA_SD_04131"	-0.595182695469632	3.32994783844116
"000027F:103976:104778"	"ID=PCA_SD_04915"	NA	NA
"000027F:233969:234526"	"ID=PCA_SD_04940"	0.580384839953155	-1.37826573526966
"000027F:249276:250056"	"ID=PCA_SD_04944"	0.5685187131583	0.322597969959456
"000027F:375852:376363"	"ID=PCA_SD_04962"	0.414651211777398	2.28265017733486
"000027F:98682:99705"	"ID=PCA_SD_04913"	NA	-0.813258814280084
"000028F:33039:33575"	"ID=PCA_SD_03540"	NA	NA
"000028F:375271:376772"	"ID=PCA_SD_03614"	0.234520087776604	1.12540847512801
"000028F:423854:424362"	"ID=PCA_SD_03628"	0.506623313118463	2.2604851386174
"000028F:426502:427155"	"ID=PCA_SD_03629"	2.16879512242344	-1.62405750374047
"000031F:313738:315073"	"ID=PCA_SD_04349"	1.97074320599881	3.33797880700178
"000031F:51466:52386"	"ID=PCA_SD_04303"	-0.066839974524582	0.216104136682795
"000032F:115128:115814"	"ID=PCA_SD_08166"	-1.04352325996898	NA
"000032F:190526:190840"	"ID=PCA_SD_08173"	-1.08792889932317	-0.00326312652408975
"000033F:117855:118504"	"ID=PCA_SD_02313"	2.07186659566773	0.178707318135466
"000033F:122669:123312"	"ID=PCA_SD_02315"	1.81649692082777	0.246277388523538
"000033F:146249:146587"	"ID=PCA_SD_02322"	1.10976693277067	1.75635702623456
"000033F:185551:186347"	"ID=PCA_SD_02334"	1.33065972576025	0.826359085709306
"000033F:245008:245600"	"ID=PCA_SD_02343"	1.35060114459889	-0.279509739707248
"000033F:359331:360297"	"ID=PCA_SD_02373"	1.62185310371124	0.61825814068752
"000033F:423433:423744"	"ID=PCA_SD_02390"	1.46549519746227	-0.0176413277759685
"000033F:48707:49571"	"ID=PCA_SD_02299"	-0.70923280799133	-2.01325997244994
"000033F:92498:92910"	"ID=PCA_SD_02307"	0.13277148909995	0.787665316068976
"000034F:56296:56790"	"ID=PCA_SD_03904"	-0.537314867004427	NA
"000035F:158491:158974"	"ID=PCA_SD_08117"	1.2476010751918	0.786505440371362
"000035F:275272:276807"	"ID=PCA_SD_08130"	3.71504558884444	3.2583478326708
"000036F:236858:237950"	"ID=PCA_SD_04412"	-0.560586879490068	-0.759239297187046
"000036F:352900:354496"	"ID=PCA_SD_04435"	-0.439567580027464	0.8508020278375
"000037F:224692:225713"	"ID=PCA_SD_04796"	1.19809291774381	2.90528577282336
"000038F:121084:121529"	"ID=PCA_SD_03740"	-0.891200101438177	NA
"000039F:371868:372170"	"ID=PCA_SD_03708"	-0.0289688529623825	0.268585460237108
"000039F:377090:380273"	"ID=PCA_SD_03711"	0.308570942273257	1.19088121240061
"000040F:198231:198917"	"ID=PCA_SD_05995"	NA	-1.15280005928159
"000040F:331110:331980"	"ID=PCA_SD_06014"	-1.25553481740505	-0.939247284336143
"000040F:374995:375379"	"ID=PCA_SD_06024"	-1.14699765644371	0.664197444831884
"000042F:246527:246861"	"ID=PCA_SD_04172"	-1.12334585921658	-1.08393414521512
"000042F:278076:278453"	"ID=PCA_SD_04180"	-0.638779621857125	1.72930663412551
"000042F:327392:327919"	"ID=PCA_SD_04192"	2.54814920096089	1.5444317220709
"000042F:399367:400597"	"ID=PCA_SD_04212"	2.09750727278231	2.52488757031489
"000042F:67752:68387"	"ID=PCA_SD_04143"	2.24304975671879	0.10617359943062
"000042F:79390:80414"	"ID=PCA_SD_04145"	3.17572181062161	3.26587539034959
"000044F:251437:252193"	"ID=PCA_SD_03502"	1.67472027533734	2.74805020429192
"000044F:329625:330660"	"ID=PCA_SD_03518"	-0.839397290292844	-1.45919684603597
"000044F:51886:52991"	"ID=PCA_SD_03458"	-0.152233723819819	2.06308600804564
"000045F:284343:284981"	"ID=PCA_SD_06273"	0.579116010406433	0.314117818489691
"000045F:76095:77251"	"ID=PCA_SD_06238"	1.56121437591375	NA
"000046F:146168:146551"	"ID=PCA_SD_04554"	-0.280033903619773	-0.891200101438177
"000046F:167070:167813"	"ID=PCA_SD_04557"	0.609652149871907	-0.34097759001612
"000046F:169146:169529"	"ID=PCA_SD_04558"	NA	NA
"000046F:194315:195185"	"ID=PCA_SD_04564"	0.089521235099046	-0.63868386121969
"000046F:336331:337152"	"ID=PCA_SD_04590"	1.7056375410301	1.72930663412551
"000046F:73995:74408"	"ID=PCA_SD_04543"	-1.38133502629074	-0.891200101438177
"000047F:188520:188975"	"ID=PCA_SD_07849"	1.59919459947535	-0.189420520108871
"000048F:17590:17974"	"ID=PCA_SD_06296"	2.23966006221833	2.66455741848353
"000048F:279070:279411"	"ID=PCA_SD_06329"	NA	NA
"000049F:146153:146584"	"ID=PCA_SD_03997"	0.738877476709646	0.422480930546335
"000049F:259506:260383"	"ID=PCA_SD_04019"	1.38672160167631	-0.0778963557877602
"000049F:261436:262448"	"ID=PCA_SD_04021"	0.429653540054511	-0.947302585650855
"000050F:110320:111279"	"ID=PCA_SD_08631"	1.51377294914867	1.03861312694641
"000051F:116058:116628"	"ID=PCA_SD_03085"	-0.891200101438177	NA
"000051F:205947:206622"	"ID=PCA_SD_03105"	-0.489547734209929	1.0377136855757
"000051F:342769:344392"	"ID=PCA_SD_03140"	1.26482665312784	2.18996527461871
"000051F:44043:44797"	"ID=PCA_SD_03067"	-0.647147644140571	0.72283603669578
"000051F:46013:46892"	"ID=PCA_SD_03068"	1.94550947672147	1.77215499952239
"000053F:14059:14737"	"ID=PCA_SD_05838"	NA	NA
"000053F:249464:249788"	"ID=PCA_SD_05877"	NA	NA
"000053F:341955:342592"	"ID=PCA_SD_05892"	-1.16804951440805	-0.868004241881916
"000054F:164669:165170"	"ID=PCA_SD_06764"	-0.208179677767636	1.37918327674531
"000054F:309466:310093"	"ID=PCA_SD_06790"	0.284300898513483	-0.705228655688496
"000054F:85959:86252"	"ID=PCA_SD_06742"	1.86421741251061	-0.904171790742998
"000054F:89370:89823"	"ID=PCA_SD_06743"	2.92119888227597	-0.868004241881916
"000055F:245388:246067"	"ID=PCA_SD_07065"	0.104247319962263	1.43290755774979
"000055F:304061:304480"	"ID=PCA_SD_07077"	1.12421094830325	1.70708480184658
"000055F:346088:346697"	"ID=PCA_SD_07086"	NA	NA
"000057F:140052:140579"	"ID=PCA_SD_04852"	0.324581588279634	0.193338415009186
"000057F:169524:169832"	"ID=PCA_SD_04857"	-1.73053906787612	0.268585460237108
"000057F:232074:232373"	"ID=PCA_SD_04869"	-0.632912374808321	-0.056725648073328
"000057F:248514:249354"	"ID=PCA_SD_04874"	2.0620894891583	1.98475181980383
"000057F:5913:6265"	"ID=PCA_SD_04823"	2.62133693379662	2.29721983123839
"000059F:175046:175597"	"ID=PCA_SD_06933"	NA	NA
"000059F:84766:85020"	"ID=PCA_SD_06912"	1.11506783989328	-1.99817431641135
"000061F:227898:228531"	"ID=PCA_SD_04500"	1.03186432046856	2.74872459308548
"000061F:241620:242603"	"ID=PCA_SD_04504"	3.02605874580815	0.539089381327553
"000061F:248993:249976"	"ID=PCA_SD_04506"	1.26058076351604	0.950217034047479
"000062F:292889:293284"	"ID=PCA_SD_05173"	0.496101824941097	0.413506993252134
"000062F:7788:8818"	"ID=PCA_SD_05120"	0.640261535053547	1.56678439650134
"000063F:177958:178598"	"ID=PCA_SD_09134"	0.123189602650993	0.146054751538013
"000064F:118443:118904"	"ID=PCA_SD_06119"	0.0981027160314928	0.190458664609912
"000064F:121705:122131"	"ID=PCA_SD_06120"	0.282830135795541	1.3943020684036
"000064F:22904:23536"	"ID=PCA_SD_06105"	1.64778667208428	2.13713785170277
"000064F:43632:44080"	"ID=PCA_SD_06109"	1.27948853253306	2.93574118090113
"000065F:143063:143672"	"ID=PCA_SD_07125"	0.876533857067831	-0.250238108034293
"000065F:299419:299805"	"ID=PCA_SD_07143"	0.664197444831884	0.539089381327553
"000067F:191497:191811"	"ID=PCA_SD_11482"	-0.356966877320304	NA
"000067F:211516:211870"	"ID=PCA_SD_11487"	0.00591986942116067	0.524416859419855
"000068F:240298:240690"	"ID=PCA_SD_08298"	1.09579982256414	2.3911393842419
"000068F:65582:66583"	"ID=PCA_SD_08269"	-1.4936551502739	-0.345464316318801
"000069F:103749:104212"	"ID=PCA_SD_03832"	0.894125777758762	1.59405467358029
"000069F:120341:120903"	"ID=PCA_SD_03835"	-0.891200101438177	-0.526019807966076
"000069F:196425:197015"	"ID=PCA_SD_03854"	-1.41543485957791	-1.07811172689458
"000069F:200372:201025"	"ID=PCA_SD_03855"	-1.48882160569947	-1.18933033989208
"000069F:245323:245978"	"ID=PCA_SD_03863"	-1.4436200147009	-1.62162962487028
"000069F:258553:259059"	"ID=PCA_SD_03868"	NA	NA
"000069F:336176:336656"	"ID=PCA_SD_03888"	2.46102094758503	-1.09032666001534
"000069F:345446:345718"	"ID=PCA_SD_03891"	-0.526019807966076	-0.705228655688496
"000070F:2436:3444"	"ID=PCA_SD_09540"	1.73043013504808	-1.00369145817367
"000070F:45182:45545"	"ID=PCA_SD_09549"	0.362972606294131	NA
"000070F:63864:64253"	"ID=PCA_SD_09552"	0.214222020067492	NA
"000071F:106082:106678"	"ID=PCA_SD_05791"	1.35115471745895	2.08839961463077
"000071F:218557:219058"	"ID=PCA_SD_05817"	-0.629064717200742	1.61892924002744
"000071F:264672:265520"	"ID=PCA_SD_05823"	3.03797751657959	-0.656673328722087
"000071F:267655:268524"	"ID=PCA_SD_05824"	2.61484136814829	0.526026413193792
"000071F:315372:316063"	"ID=PCA_SD_05833"	-1.19143364951852	-0.891200101438177
"000072F:183219:184023"	"ID=PCA_SD_09379"	-0.752367411746966	-1.25553481740505
"000072F:219661:220243"	"ID=PCA_SD_09388"	0.534377253671086	NA
"000072F:221379:221947"	"ID=PCA_SD_09389"	-0.772961003311766	NA
"000072F:240833:241962"	"ID=PCA_SD_09395"	0.158561613287832	-1.71139711894002
"000072F:298161:298471"	"ID=PCA_SD_09402"	0.414002764544288	NA
"000073F:119126:119458"	"ID=PCA_SD_06484"	2.52730029380655	0.456839313536026
"000073F:119881:120264"	"ID=PCA_SD_06485"	0.0330031460999724	0.669605679922739
"000073F:246789:247007"	"ID=PCA_SD_06503"	1.62314631903479	1.72499666395172
"000074F:242649:243711"	"ID=PCA_SD_07259"	2.18639436183813	1.33450435240743
"000075F:61638:62700"	"ID=PCA_SD_08058"	0.407218719795961	-0.185935389973836
"000076F:110576:111228"	"ID=PCA_SD_04695"	-1.08393414521512	NA
"000076F:256202:256777"	"ID=PCA_SD_04727"	-0.602408441110484	-0.718584214801564
"000076F:43917:44678"	"ID=PCA_SD_04684"	2.32976267401293	1.79485931493654
"000076F:99197:100167"	"ID=PCA_SD_04692"	0.0410497551366511	-0.573526658668915
"000078F:263805:265160"	"ID=PCA_SD_07020"	1.27995758776223	-0.440975514321087
"000079F:271128:271409"	"ID=PCA_SD_11442"	0.664197444831884	NA
"000080F:104171:104905"	"ID=PCA_SD_06060"	1.34463078239771	-0.288292100133181
"000080F:97056:97410"	"ID=PCA_SD_06058"	1.99810655376239	-0.817277229530262
"000082F:143471:144238"	"ID=PCA_SD_06384"	1.97483756872852	0.222851490256422
"000082F:58087:58717"	"ID=PCA_SD_06366"	NA	NA
"000085F:154708:155346"	"ID=PCA_SD_11946"	NA	-1.08393414521512
"000086F:232929:233739"	"ID=PCA_SD_08963"	-1.07519332427743	0.4944513042124
"000087F:117296:118143"	"ID=PCA_SD_05398"	2.29238827084952	2.79861494323197
"000087F:70286:70937"	"ID=PCA_SD_05389"	0.335034602712505	-0.51143112911604
"000088F:21298:21594"	"ID=PCA_SD_05513"	NA	0.407218719795961
"000088F:3737:4216"	"ID=PCA_SD_05509"	0.887467714555769	2.95407880505261
"000089F:280334:281128"	"ID=PCA_SD_10770"	0.79843617378604	1.13228262654045
"000091F:1785:2168"	"ID=PCA_SD_17406"	NA	NA
"000091F:44702:45309"	"ID=PCA_SD_17416"	NA	NA
"000093F:141558:142352"	"ID=PCA_SD_07724"	1.54884140786498	1.14189919147439
"000093F:161570:162521"	"ID=PCA_SD_07729"	0.11916294679101	1.29182710991006
"000093F:318836:319183"	"ID=PCA_SD_07763"	0.148121345543238	1.24733754488435
"000094F:81949:82828"	"ID=PCA_SD_07500"	-0.138651599534852	0.811115916255283
"000097F:237089:238355"	"ID=PCA_SD_05688"	-1.60643256610856	-0.187889906603019
"000099F:308328:308712"	"ID=PCA_SD_05640"	-1.13482756504694	-0.526019807966076
"000099F:8756:9762"	"ID=PCA_SD_05578"	1.30672977076408	0.45002938814177
"000100F:111760:112078"	"ID=PCA_SD_08885"	1.62578707531376	2.71195031730752
"000100F:268409:269039"	"ID=PCA_SD_08911"	-0.167778735121284	0.148121345543238
"000102F:140029:141090"	"ID=PCA_SD_09321"	-0.843938586938388	1.63890796685869
"000102F:146248:147235"	"ID=PCA_SD_09322"	-0.205995764175579	-1.29943446811743
"000107F:238883:239428"	"ID=PCA_SD_07321"	0.99894604718131	NA
"000107F:245203:245751"	"ID=PCA_SD_07322"	-0.597082838226677	-0.730065729399697
"000108F:5418:5849"	"ID=PCA_SD_07929"	-0.0134214482896179	-0.691279259553869
"000110F:126898:127374"	"ID=PCA_SD_08336"	0.730120332676629	-1.76929248017381
"000110F:158546:159064"	"ID=PCA_SD_08340"	1.72930663412551	0.123189602650993
"000111F:104349:105001"	"ID=PCA_SD_07174"	-0.656427958203522	-0.226014386526735
"000112F:183507:183782"	"ID=PCA_SD_08841"	1.25482948301529	0.392137407902572
"000112F:220969:221761"	"ID=PCA_SD_08851"	NA	NA
"000112F:227588:228410"	"ID=PCA_SD_08853"	0.410021863117099	-1.38830528656081
"000112F:58736:59734"	"ID=PCA_SD_08824"	0.991979718857789	0.861525693099802
"000113F:134512:135197"	"ID=PCA_SD_07785"	1.82016233916334	0.00967017179895621
"000114F:181352:182010"	"ID=PCA_SD_10361"	0.161399352919775	-0.021954788151532
"000115F:204287:204637"	"ID=PCA_SD_10868"	1.33758136676365	0.729109093775257
"000115F:213971:214846"	"ID=PCA_SD_10870"	-0.740098376441435	-1.11465382166152
"000116F:173055:173447"	"ID=PCA_SD_07353"	1.84563835806585	2.23831866632269
"000117F:202332:203110"	"ID=PCA_SD_06613"	-0.0430850223487696	-1.4436200147009
"000117F:21288:23206"	"ID=PCA_SD_06581"	2.01943917860709	0.0615088496136283
"000117F:272896:273368"	"ID=PCA_SD_06625"	0.279329483053298	1.35060114459889
"000117F:76362:77233"	"ID=PCA_SD_06588"	0.491179729764313	0.283257781578928
"000117F:85034:86504"	"ID=PCA_SD_06591"	3.27450666700437	2.65363269234983
"000118F:42503:42975"	"ID=PCA_SD_07994"	0.929303450845736	1.02539221782686
"000119F:213085:213637"	"ID=PCA_SD_08558"	0.637954142742055	1.70300514321498
"000119F:87140:87486"	"ID=PCA_SD_08537"	NA	-0.00122349281699654
"000120F:64814:65861"	"ID=PCA_SD_10708"	0.684301549315168	-1.69198229145308
"000121F:144467:145068"	"ID=PCA_SD_11755"	NA	NA
"000121F:209797:210201"	"ID=PCA_SD_11764"	-1.25553481740505	-0.51143112911604
"000121F:247:999"	"ID=PCA_SD_11735"	-1.14699765644371	-1.99346734533393
"000122F:19601:20127"	"ID=PCA_SD_06800"	-0.408854859900949	NA
"000122F:96605:97238"	"ID=PCA_SD_06812"	-0.945464541168817	-0.549293994212047
"000123F:127210:127987"	"ID=PCA_SD_07897"	-0.167110896617475	0.926101270432849
"000123F:20886:21752"	"ID=PCA_SD_07877"	0.0141950168361524	0.313440745167511
"000123F:252715:253314"	"ID=PCA_SD_07918"	NA	NA
"000126F:149558:150136"	"ID=PCA_SD_07622"	2.23648160486606	NA
"000126F:210456:211418"	"ID=PCA_SD_07641"	0.560434053180787	-0.72255130789629
"000129F:115715:116832"	"ID=PCA_SD_05339"	0.472754205547724	-1.08393414521512
"000129F:222092:222496"	"ID=PCA_SD_05360"	NA	NA
"000129F:51558:52247"	"ID=PCA_SD_05327"	1.48108391454661	-1.00684801166603
"000129F:71906:72847"	"ID=PCA_SD_05330"	NA	NA
"000130F:8300:8680"	"ID=PCA_SD_04989"	1.09500320208791	2.19056564069514
"000132F:52119:53384"	"ID=PCA_SD_08423"	0.937071235348772	1.53920402686835
"000132F:55324:56582"	"ID=PCA_SD_08424"	0.855529994351435	1.40401022236615
"000134F:32095:32724"	"ID=PCA_SD_09449"	1.84119136883458	1.84912106613533
"000134F:35066:35692"	"ID=PCA_SD_09451"	2.05857599250345	2.45972184574492
"000134F:64837:65465"	"ID=PCA_SD_09455"	0.651335395818019	2.06865589504688
"000134F:72840:73465"	"ID=PCA_SD_09456"	0.196593870877023	0.558109258934217
"000135F:147653:148092"	"ID=PCA_SD_11717"	0.774269000519111	0.125789775764429
"000136F:116575:117328"	"ID=PCA_SD_09846"	1.07563048090535	2.4028129947105
"000136F:119056:120093"	"ID=PCA_SD_09847"	0.111724387541144	2.37634218247264
"000138F:146794:147563"	"ID=PCA_SD_11530"	0.801916143581113	0.761657180075853
"000138F:27253:27838"	"ID=PCA_SD_11510"	-0.558905178324202	0.972043641157712
"000139F:228499:229022"	"ID=PCA_SD_08250"	-0.891200101438177	-0.957260596134884
"000141F:77516:78025"	"ID=PCA_SD_12571"	NA	NA
