"Contig.Start.Stop"	"gene_ID"	"Nucleotide Diversity 1990"	"Nucleotide Diversity 2015"
"000010F:562670:563837"	"ID=PCA_SD_01746"	0.0112031769986843	0.00201029332095039
"000011F:493637:494534"	"ID=PCA_SD_01871"	0.000737357341487046	0.000140928365608446
"000011F:503335:503767"	"ID=PCA_SD_01875"	0.00146788272595608	0.000369254054618285
"000013F:119632:120696"	"ID=PCA_SD_01247"	0.00128325508607199	0.00139571894644704
"000013F:158835:159475"	"ID=PCA_SD_01254"	0.0108543324783839	0.00212062719796928
"000013F:305464:306299"	"ID=PCA_SD_01286"	0.00330197604952288	0.00321885221528397
"000013F:333916:334353"	"ID=PCA_SD_01294"	0.000695250625596574	0.00377550757165338
"000013F:356292:356714"	"ID=PCA_SD_01301"	0.000154933151687569	7.88022064617809e-05
"000013F:551960:552792"	"ID=PCA_SD_01339"	0.00118827191893707	0.00116317713526088
"000013F:554010:554634"	"ID=PCA_SD_01340"	5.33333333333333e-05	0
"000013F:566446:567283"	"ID=PCA_SD_01341"	0.000543397651119831	0.000318217979315831
"000013F:569107:569742"	"ID=PCA_SD_01342"	0.000847457627118644	0.000742635824183634
"000014F:145456:146442"	"ID=PCA_SD_02192"	0.00193475635235462	0.00188724606322875
"000014F:167310:168305"	"ID=PCA_SD_02199"	0.000706781929979806	0.00118326412996619
"000014F:208569:209084"	"ID=PCA_SD_02206"	0.00355844610870232	0.00158104497875881
"000014F:219603:219956"	"ID=PCA_SD_02208"	0.00607903220658176	0.00607264834498388
"000014F:403664:404496"	"ID=PCA_SD_02234"	0.000729105201402595	0.000151925176850401
"000014F:423333:424152"	"ID=PCA_SD_02238"	0.00106104450875017	0.000316246382802811
"000014F:425480:426288"	"ID=PCA_SD_02239"	0.00317403783704511	0.00204968119949998
"000014F:450496:451300"	"ID=PCA_SD_02247"	0.00732217426395761	0.00562585535319507
"000015F:147661:148251"	"ID=PCA_SD_01939"	0.00206157496547834	0.0091217604940396
"000015F:180083:180771"	"ID=PCA_SD_01946"	0.000720684650417897	0.00326683230424836
"000015F:344961:345449"	"ID=PCA_SD_01975"	0.00444256399407658	0.00518757293219184
"000015F:370018:370506"	"ID=PCA_SD_01984"	0.00203558752321181	0.00192483218374869
"000015F:416875:417149"	"ID=PCA_SD_01990"	0	0
"000015F:471352:472738"	"ID=PCA_SD_02001"	0.000936445980326347	0.00397028093800789
"000015F:77886:78304"	"ID=PCA_SD_01924"	0.0060955202589636	0.00414896916252039
"000016F:129352:130042"	"ID=PCA_SD_01533"	0.00047993982355875	0.000824973223118873
"000016F:213944:214802"	"ID=PCA_SD_01556"	0.00125030419026197	0.00124898877291293
"000016F:279021:279924"	"ID=PCA_SD_01566"	0.00038185590720464	0.000231863406829659
"000016F:487643:488799"	"ID=PCA_SD_01612"	0.000624545263661622	0.000250501735933082
"000016F:570644:571653"	"ID=PCA_SD_01630"	0.00537338479610673	0.00506516753370252
"000016F:572917:573893"	"ID=PCA_SD_01631"	0.00226682626974076	0.00173308120673803
"000016F:76383:76784"	"ID=PCA_SD_01521"	0.00113697051465835	0.00135059167439638
"000016F:91906:92272"	"ID=PCA_SD_01525"	0	0
"000017F:134167:134592"	"ID=PCA_SD_02664"	0.00114851064958489	0.000461526219463675
"000017F:146088:146894"	"ID=PCA_SD_02669"	0.000321340810282906	0.000156819916129348
"000017F:184835:185781"	"ID=PCA_SD_02673"	0.00299369403229944	0.00341846688024627
"000017F:287748:288239"	"ID=PCA_SD_02691"	0.00220132286068623	0.00189127738735014
"000017F:368586:369801"	"ID=PCA_SD_02708"	0.000406538061254832	0.0066360950044603
"000018F:121954:122789"	"ID=PCA_SD_05057"	0.0040994242153921	0.00300597410320872
"000018F:241107:241556"	"ID=PCA_SD_05075"	0	0
"000019F:463492:464202"	"ID=PCA_SD_03053"	0.00389997377768242	0.00422258774543692
"000019F:60246:60684"	"ID=PCA_SD_02970"	0.000374502914945369	0.000353911689381362
"000019F:82849:83489"	"ID=PCA_SD_02977"	0.0046801872074883	0.00441488845994518
"000020F:110723:111588"	"ID=PCA_SD_03166"	0.00151310026280162	0.0064260643780744
"000021F:129542:130428"	"ID=PCA_SD_02769"	0.00604972006191122	0.00455162134790667
"000021F:339036:339305"	"ID=PCA_SD_02816"	0.00195438376229337	0.00178070726093325
"000021F:411314:411901"	"ID=PCA_SD_02826"	0.00102425150851301	0.000702371344017833
"000021F:43440:44136"	"ID=PCA_SD_02756"	0.00523956585527969	0.00549489742155647
"000022F:310725:311926"	"ID=PCA_SD_02913"	0.00160796036737265	0.00211229871118757
"000022F:463755:464919"	"ID=PCA_SD_02952"	0.00274581120729371	0.00285977546616231
"000023F:13148:13579"	"ID=PCA_SD_03255"	0.00456045125585355	0.0013250319284802
"000023F:272624:273793"	"ID=PCA_SD_03307"	0.0101856763925729	0.000911680911680912
"000024F:176013:176402"	"ID=PCA_SD_03391"	0.0029436476894104	0.00314066347964653
"000024F:243100:243552"	"ID=PCA_SD_03405"	0.00419800202042878	0.0037477706688617
"000025F:449959:450258"	"ID=PCA_SD_04280"	0.000864406779661017	0.00137476459510358
"000025F:4840:5993"	"ID=PCA_SD_04215"	0.00448354532013434	0.00513615133801369
"000025F:71068:71853"	"ID=PCA_SD_04229"	0	0
"000025F:89578:90363"	"ID=PCA_SD_04234"	0	0
"000026F:293818:295114"	"ID=PCA_SD_04096"	0.000334990561773855	0.0014422679020251
"000026F:412144:413233"	"ID=PCA_SD_04126"	0.00604239164821259	0.00752034416627792
"000026F:432090:433004"	"ID=PCA_SD_04131"	0.00340682117957415	0.00835602482170973
"000027F:103976:104778"	"ID=PCA_SD_04915"	0	0
"000027F:233969:234526"	"ID=PCA_SD_04940"	0.00644047546726606	0.00169896523094992
"000027F:249276:250056"	"ID=PCA_SD_04944"	0.00234958802636053	0.00156253390915601
"000027F:375852:376363"	"ID=PCA_SD_04962"	0.00481550141242938	0.00555040607344633
"000027F:98682:99705"	"ID=PCA_SD_04913"	0	0.000370762711864407
"000028F:33039:33575"	"ID=PCA_SD_03540"	0	0
"000028F:375271:376772"	"ID=PCA_SD_03614"	0.00444078328706734	0.00445507684669029
"000028F:423854:424362"	"ID=PCA_SD_03628"	0.00450090462078075	0.004853873219895
"000028F:426502:427155"	"ID=PCA_SD_03629"	0.0127256863456521	0.0038381796506505
"000031F:313738:315073"	"ID=PCA_SD_04349"	0.00599775026218749	0.00604173009912379
"000031F:51466:52386"	"ID=PCA_SD_04303"	0.00295736027530871	0.00300459461283179
"000032F:115128:115814"	"ID=PCA_SD_08166"	0.00107731149104845	0
"000032F:190526:190840"	"ID=PCA_SD_08173"	0.005540310286073	0.00271903865124204
"000033F:117855:118504"	"ID=PCA_SD_02313"	0.0115271621034333	0.00663189917427206
"000033F:122669:123312"	"ID=PCA_SD_02315"	0.00449784187809243	0.00255553216128013
"000033F:146249:146587"	"ID=PCA_SD_02322"	0.00208656233854974	0.00149825842041231
"000033F:185551:186347"	"ID=PCA_SD_02334"	0.00248885297265877	0.00148367111130014
"000033F:245008:245600"	"ID=PCA_SD_02343"	0.000742180428921218	0.000604986614075704
"000033F:359331:360297"	"ID=PCA_SD_02373"	0.00286458789780263	0.00297384303483895
"000033F:423433:423744"	"ID=PCA_SD_02390"	0.00658409387222947	0.0027270751847023
"000033F:48707:49571"	"ID=PCA_SD_02299"	0.000669475196760393	0.000268443225237582
"000033F:92498:92910"	"ID=PCA_SD_02307"	0.00382347710701632	0.00539390706009494
"000034F:56296:56790"	"ID=PCA_SD_03904"	0.000752351097178683	0
"000035F:158491:158974"	"ID=PCA_SD_08117"	0.00400849792221133	0.00296143250688705
"000035F:275272:276807"	"ID=PCA_SD_08130"	0.00670683262711864	0.0062599311440678
"000036F:236858:237950"	"ID=PCA_SD_04412"	0.000422307338429968	0.000363380733067647
"000036F:352900:354496"	"ID=PCA_SD_04435"	0.000778295462183685	0.000746456102367079
"000037F:224692:225713"	"ID=PCA_SD_04796"	0.00272369453934348	0.00352692737183102
"000038F:121084:121529"	"ID=PCA_SD_03740"	0.000146943325479466	0
"000039F:371868:372170"	"ID=PCA_SD_03708"	0.000691764091663404	0.000855848296694076
"000039F:377090:380273"	"ID=PCA_SD_03711"	0.00374897084291514	0.0036600729636885
"000040F:198231:198917"	"ID=PCA_SD_05995"	0	0.000790302551830196
"000040F:331110:331980"	"ID=PCA_SD_06014"	0.00022434247858849	0.000221837358189496
"000040F:374995:375379"	"ID=PCA_SD_06024"	0.000173160173160173	0.000845256438476777
"000042F:246527:246861"	"ID=PCA_SD_04172"	0.00208449279028586	9.95024875621891e-05
"000042F:278076:278453"	"ID=PCA_SD_04180"	0.00160523719845754	0.0013317191283293
"000042F:327392:327919"	"ID=PCA_SD_04192"	0.00278312788906009	0.00216679506933744
"000042F:399367:400597"	"ID=PCA_SD_04212"	0.00417555889061761	0.00363078109295185
"000042F:67752:68387"	"ID=PCA_SD_04143"	0.00665707280673702	0.00315353729168887
"000042F:79390:80414"	"ID=PCA_SD_04145"	0.00886371778972027	0.0105944605208764
"000044F:251437:252193"	"ID=PCA_SD_03502"	0.00328235899961937	0.00360104187657196
"000044F:329625:330660"	"ID=PCA_SD_03518"	0.000358288070152477	0.000621687062365029
"000044F:51886:52991"	"ID=PCA_SD_03458"	0.00201775625504439	0.00214035410345215
"000045F:284343:284981"	"ID=PCA_SD_06273"	0.00679380741448061	0.00556483912893557
"000045F:76095:77251"	"ID=PCA_SD_06238"	0.00208995600349628	0
"000046F:146168:146551"	"ID=PCA_SD_04554"	0.00143891242937853	0.000170668549905838
"000046F:167070:167813"	"ID=PCA_SD_04557"	0.00554644310795213	0.00330781848004374
"000046F:169146:169529"	"ID=PCA_SD_04558"	0	0
"000046F:194315:195185"	"ID=PCA_SD_04564"	0.00228907613172728	0.00129275396161306
"000046F:336331:337152"	"ID=PCA_SD_04590"	0.00060758519251653	0.000612396387479896
"000046F:73995:74408"	"ID=PCA_SD_04543"	0.000472174458909905	0.000158301263680777
"000047F:188520:188975"	"ID=PCA_SD_07849"	0.00911474087517645	0.00127614233323422
"000048F:17590:17974"	"ID=PCA_SD_06296"	0.0146379044684129	0.0148521534962213
"000048F:279070:279411"	"ID=PCA_SD_06329"	0	0
"000049F:146153:146584"	"ID=PCA_SD_03997"	0.00929326218874241	0.00739040594266583
"000049F:259506:260383"	"ID=PCA_SD_04019"	0.000884779223453406	0.000703962523969474
"000049F:261436:262448"	"ID=PCA_SD_04021"	0.00125319992638078	0.000629109709371392
"000050F:110320:111279"	"ID=PCA_SD_08631"	0.0111011064030132	0.0071174670433145
"000051F:116058:116628"	"ID=PCA_SD_03085"	0.000114775347047008	0
"000051F:205947:206622"	"ID=PCA_SD_03105"	0.00125363554307492	0.00101962357503427
"000051F:342769:344392"	"ID=PCA_SD_03140"	0.00389670479530211	0.00343714341376527
"000051F:44043:44797"	"ID=PCA_SD_03067"	0.00194559808433419	0.00151232835709208
"000051F:46013:46892"	"ID=PCA_SD_03068"	0.00262005649717514	0.00214304057524397
"000053F:14059:14737"	"ID=PCA_SD_05838"	0	0
"000053F:249464:249788"	"ID=PCA_SD_05877"	0	0
"000053F:341955:342592"	"ID=PCA_SD_05892"	0.00464286346811186	0.00331898765563289
"000054F:164669:165170"	"ID=PCA_SD_06764"	0.00676390483264681	0.00639926171022126
"000054F:309466:310093"	"ID=PCA_SD_06790"	0.00154377631436899	0.000153837849508798
"000054F:85959:86252"	"ID=PCA_SD_06742"	0.00883008570659902	0.00383565855720819
"000054F:89370:89823"	"ID=PCA_SD_06743"	0.0131710595086986	0.00466412802707882
"000055F:245388:246067"	"ID=PCA_SD_07065"	0.00116294793779581	0.00162927883017614
"000055F:304061:304480"	"ID=PCA_SD_07077"	0.00103448275862069	0.00901398977670164
"000055F:346088:346697"	"ID=PCA_SD_07086"	0	0
"000057F:140052:140579"	"ID=PCA_SD_04852"	0.00985918507104948	0.00777264167094676
"000057F:169524:169832"	"ID=PCA_SD_04857"	0.00191066498455013	0.000839229883166036
"000057F:232074:232373"	"ID=PCA_SD_04869"	0.00376459510357815	0.00489265536723164
"000057F:248514:249354"	"ID=PCA_SD_04874"	0.00444856472990857	0.00437735544851771
"000057F:5913:6265"	"ID=PCA_SD_04823"	0.00423008594612762	0.00393239544821626
"000059F:175046:175597"	"ID=PCA_SD_06933"	0	0
"000059F:84766:85020"	"ID=PCA_SD_06912"	0.0117957239392932	0.00163287914035671
"000061F:227898:228531"	"ID=PCA_SD_04500"	0.00288189060578517	0.00305655064249942
"000061F:241620:242603"	"ID=PCA_SD_04504"	0.00250160764319508	0.000309471315052134
"000061F:248993:249976"	"ID=PCA_SD_04506"	0.00137510909007395	0.000966882550181434
"000062F:292889:293284"	"ID=PCA_SD_05173"	0.00328282828282828	0.001963134166524
"000062F:7788:8818"	"ID=PCA_SD_05120"	0.00526393660918312	0.00416029634987698
"000063F:177958:178598"	"ID=PCA_SD_09134"	0.000366658734145976	0.000726266338789145
"000064F:118443:118904"	"ID=PCA_SD_06119"	0.00146134468168366	0.00152615745836085
"000064F:121705:122131"	"ID=PCA_SD_06120"	0.00390452374336787	0.00472353431508752
"000064F:22904:23536"	"ID=PCA_SD_06105"	0.0039003579046956	0.00490534714970413
"000064F:43632:44080"	"ID=PCA_SD_06109"	0.00567362500471858	0.00629018660425553
"000065F:143063:143672"	"ID=PCA_SD_07125"	0.00286190608502362	0.000600166712975827
"000065F:299419:299805"	"ID=PCA_SD_07143"	0.000840888188148732	0.000786872801062789
"000067F:191497:191811"	"ID=PCA_SD_11482"	0.00227782261680567	0
"000067F:211516:211870"	"ID=PCA_SD_11487"	0.00665870931805522	0.00299673748706931
"000068F:240298:240690"	"ID=PCA_SD_08298"	0.00689754316355429	0.01016805393827
"000068F:65582:66583"	"ID=PCA_SD_08269"	0.000385669339287527	0.000720592712879326
"000069F:103749:104212"	"ID=PCA_SD_03832"	0.000784141827391389	0.00103618741476719
"000069F:120341:120903"	"ID=PCA_SD_03835"	0.000116406257839861	0.000224784497897663
"000069F:196425:197015"	"ID=PCA_SD_03854"	0.00198935061707152	0.00221591289301863
"000069F:200372:201025"	"ID=PCA_SD_03855"	0.00227025345980407	0.00251991223068816
"000069F:245323:245978"	"ID=PCA_SD_03863"	0.000101626016260163	0.000499517707041477
"000069F:258553:259059"	"ID=PCA_SD_03868"	0	0
"000069F:336176:336656"	"ID=PCA_SD_03888"	0.00299634706414367	0.000602558229676874
"000069F:345446:345718"	"ID=PCA_SD_03891"	0.00046356656526148	0.000353883404730862
"000070F:2436:3444"	"ID=PCA_SD_09540"	0.00567323467325147	0.000255174692138569
"000070F:45182:45545"	"ID=PCA_SD_09549"	0.00209070590426523	0
"000070F:63864:64253"	"ID=PCA_SD_09552"	0.00358684629871071	0
"000071F:106082:106678"	"ID=PCA_SD_05791"	0.00334062023866981	0.00340213307592577
"000071F:218557:219058"	"ID=PCA_SD_05817"	0.00225425979697031	0.00488441713372499
"000071F:264672:265520"	"ID=PCA_SD_05823"	0.00906150805533928	0.00377646017581335
"000071F:267655:268524"	"ID=PCA_SD_05824"	0.00822910578609001	0.0051996882914475
"000071F:315372:316063"	"ID=PCA_SD_05833"	0.000187779628359622	9.47062473465922e-05
"000072F:183219:184023"	"ID=PCA_SD_09379"	0.000698319121311015	0.000242735774969658
"000072F:219661:220243"	"ID=PCA_SD_09388"	0.00396352395073214	0
"000072F:221379:221947"	"ID=PCA_SD_09389"	0.00213180026411685	0
"000072F:240833:241962"	"ID=PCA_SD_09395"	0.00279986000699965	0.000903265181568508
"000072F:298161:298471"	"ID=PCA_SD_09402"	0.00171308154849492	0
"000073F:119126:119458"	"ID=PCA_SD_06484"	0.00555810047335471	0.00311497938616583
"000073F:119881:120264"	"ID=PCA_SD_06485"	0.00339571563088512	0.00359286723163842
"000073F:246789:247007"	"ID=PCA_SD_06503"	0.00381807393648582	0.00701184118876248
"000074F:242649:243711"	"ID=PCA_SD_07259"	0.0045936508442687	0.00382565067419254
"000075F:61638:62700"	"ID=PCA_SD_08058"	0.000265744003486561	0.000548495623196263
"000076F:110576:111228"	"ID=PCA_SD_04695"	5.10464522715671e-05	0
"000076F:256202:256777"	"ID=PCA_SD_04727"	0.000777817011927181	0.00043157564344005
"000076F:43917:44678"	"ID=PCA_SD_04684"	0.00799042068893931	0.00718967332473271
"000076F:99197:100167"	"ID=PCA_SD_04692"	0.00313498228281171	0.0021202441422728
"000078F:263805:265160"	"ID=PCA_SD_07020"	0.00231238438078096	0.00119160708631235
"000079F:271128:271409"	"ID=PCA_SD_11442"	0.00115398485394879	0
"000080F:104171:104905"	"ID=PCA_SD_06060"	0.00635228102540451	0.00422076175102809
"000080F:97056:97410"	"ID=PCA_SD_06058"	0.00849208243813161	0.00333572053791677
"000082F:143471:144238"	"ID=PCA_SD_06384"	0.00346486581920904	0.00182733050847458
"000082F:58087:58717"	"ID=PCA_SD_06366"	0	0
"000085F:154708:155346"	"ID=PCA_SD_11946"	0	5.21648408972353e-05
"000086F:232929:233739"	"ID=PCA_SD_08963"	0.0016175886643399	0.00220903258166315
"000087F:117296:118143"	"ID=PCA_SD_05398"	0.00504144014497388	0.00554045410937
"000087F:70286:70937"	"ID=PCA_SD_05389"	0.00224255658382725	0.000460989220477626
"000088F:21298:21594"	"ID=PCA_SD_05513"	0	0.00095113089463372
"000088F:3737:4216"	"ID=PCA_SD_05509"	0.00813912429378531	0.00590395480225989
"000089F:280334:281128"	"ID=PCA_SD_10770"	0.00314323277546814	0.00200262942827701
"000091F:1785:2168"	"ID=PCA_SD_17406"	0	0
"000091F:44702:45309"	"ID=PCA_SD_17416"	0	0
"000093F:141558:142352"	"ID=PCA_SD_07724"	0.00102831965319973	0.00127491738620616
"000093F:161570:162521"	"ID=PCA_SD_07729"	0.00234949912168257	0.00206226558419978
"000093F:318836:319183"	"ID=PCA_SD_07763"	0.00520650691603351	0.00726021170205858
"000094F:81949:82828"	"ID=PCA_SD_07500"	0.0008098223615465	0.00164162814586543
"000097F:237089:238355"	"ID=PCA_SD_05688"	0.000178811106800619	0.000144475806991024
"000099F:308328:308712"	"ID=PCA_SD_05640"	0.00106977767994717	0.000328710837185413
"000099F:8756:9762"	"ID=PCA_SD_05578"	0.00284112904583172	0.000538041618276584
"000100F:111760:112078"	"ID=PCA_SD_08885"	0.00469156792944052	0.00477303721020845
"000100F:268409:269039"	"ID=PCA_SD_08911"	0.00351607617717371	0.0028714174433909
"000102F:140029:141090"	"ID=PCA_SD_09321"	0.000644770021385936	0.000791066849670699
"000102F:146248:147235"	"ID=PCA_SD_09322"	0.000786271415174181	0.000224730666300693
"000107F:238883:239428"	"ID=PCA_SD_07321"	0.000698454088284597	0
"000107F:245203:245751"	"ID=PCA_SD_07322"	0.00113508896504173	0.00195321745752421
"000108F:5418:5849"	"ID=PCA_SD_07929"	0.00147912743251726	0.000970391295250052
"000110F:126898:127374"	"ID=PCA_SD_08336"	0.00404600315057622	0.000544836489831693
"000110F:158546:159064"	"ID=PCA_SD_08340"	0.000969922602135789	0.00045284826317451
"000111F:104349:105001"	"ID=PCA_SD_07174"	0.000659277908998884	0.000872980853254428
"000112F:183507:183782"	"ID=PCA_SD_08841"	0.00489437484647507	0.00366617538688283
"000112F:220969:221761"	"ID=PCA_SD_08851"	0	0
"000112F:227588:228410"	"ID=PCA_SD_08853"	0.000943221368700702	0.000234775624523756
"000112F:58736:59734"	"ID=PCA_SD_08824"	0.00374216023933538	0.00227798419888815
"000113F:134512:135197"	"ID=PCA_SD_07785"	0.0146414982457874	0.00783877715735204
"000114F:181352:182010"	"ID=PCA_SD_10361"	0.0017394957262759	0.00128854710526993
"000115F:204287:204637"	"ID=PCA_SD_10868"	0.01075055933813	0.00771806139037777
"000115F:213971:214846"	"ID=PCA_SD_10870"	0.00237275236694786	0.000639785362330057
"000116F:173055:173447"	"ID=PCA_SD_07353"	0.0115941403947614	0.0107632150199106
"000117F:202332:203110"	"ID=PCA_SD_06613"	0.000536686901213348	8.55798031664527e-05
"000117F:21288:23206"	"ID=PCA_SD_06581"	0.000487542063751424	0.000345636704616046
"000117F:272896:273368"	"ID=PCA_SD_06625"	0.0015515820403483	0.00093047144682935
"000117F:76362:77233"	"ID=PCA_SD_06588"	0.00148823407453481	0.00164567459700409
"000117F:85034:86504"	"ID=PCA_SD_06591"	0.00374663455814293	0.00336793833319891
"000118F:42503:42975"	"ID=PCA_SD_07994"	0.00490438480190155	0.00385566345361379
"000119F:213085:213637"	"ID=PCA_SD_08558"	0.00119723140238199	0.00216180872692351
"000119F:87140:87486"	"ID=PCA_SD_08537"	0	0.00185284683892607
"000120F:64814:65861"	"ID=PCA_SD_10708"	0.00548313710268685	0.00132563505412516
"000121F:144467:145068"	"ID=PCA_SD_11755"	0	0
"000121F:209797:210201"	"ID=PCA_SD_11764"	0.000482474811976728	0.000742135732719537
"000121F:247:999"	"ID=PCA_SD_11735"	8.85347498893316e-05	0.00116520734388247
"000122F:19601:20127"	"ID=PCA_SD_06800"	0.000353333769547864	0
"000122F:96605:97238"	"ID=PCA_SD_06812"	0.00309293302875376	0.00192900395228253
"000123F:127210:127987"	"ID=PCA_SD_07897"	0.00469042743235589	0.00367812586234441
"000123F:20886:21752"	"ID=PCA_SD_07877"	0.00472113072547065	0.00302295727197492
"000123F:252715:253314"	"ID=PCA_SD_07918"	0	0
"000126F:149558:150136"	"ID=PCA_SD_07622"	0.010936447996253	0
"000126F:210456:211418"	"ID=PCA_SD_07641"	0.0034526051475204	0.00117449063630179
"000129F:115715:116832"	"ID=PCA_SD_05339"	0.000712531457505837	2.98151460942159e-05
"000129F:222092:222496"	"ID=PCA_SD_05360"	0	0
"000129F:51558:52247"	"ID=PCA_SD_05327"	0.0038819290919512	0.00110046671579465
"000129F:71906:72847"	"ID=PCA_SD_05330"	0	0
"000130F:8300:8680"	"ID=PCA_SD_04989"	0.00203336651884032	0.00256832302741818
"000132F:52119:53384"	"ID=PCA_SD_08423"	0.000968395498076597	0.000902348247516534
"000132F:55324:56582"	"ID=PCA_SD_08424"	0.00201711518872031	0.00160606346171969
"000134F:32095:32724"	"ID=PCA_SD_09449"	0.00514572684064209	0.00515469464622007
"000134F:35066:35692"	"ID=PCA_SD_09451"	0.00704998242910821	0.00645797853647987
"000134F:64837:65465"	"ID=PCA_SD_09455"	0.00582846056425319	0.00595600585630496
"000134F:72840:73465"	"ID=PCA_SD_09456"	0.00149365534918142	0.000908828360498908
