"Contig.Start.Stop"	"gene_ID"	"Watterson's Theta 1990"	"Watterson's Theta 2015"
"000017F:146088:146894"	"ID=PCA_SD_02669"	0.000265730909564812	0.000265730909564812
"000017F:184835:185781"	"ID=PCA_SD_02673"	0.00249091159895125	0.00226446508995568
"000017F:287748:288239"	"ID=PCA_SD_02691"	0.00174345401641303	0.00130759051230977
"000017F:368586:369801"	"ID=PCA_SD_02708"	0.000176352667778621	0.00511422736558001
"000018F:121954:122789"	"ID=PCA_SD_05057"	0.00333466862708665	0.00256512971314358
"000018F:241107:241556"	"ID=PCA_SD_05075"	NA	NA
"000019F:463492:464202"	"ID=PCA_SD_03053"	0.00361932226192073	0.00361932226192073
"000019F:60246:60684"	"ID=PCA_SD_02970"	0.00146545451493487	0.000488484838311624
"000019F:82849:83489"	"ID=PCA_SD_02977"	0.00234183136994013	0.00234183136994013
"000020F:110723:111588"	"ID=PCA_SD_03166"	0.00174886722073812	0.00569541733537237
"000021F:129542:130428"	"ID=PCA_SD_02769"	0.00290117038131413	0.00265940618287129
"000021F:339036:339305"	"ID=PCA_SD_02816"	0.00158848032606521	0.000794240163032604
"000021F:411314:411901"	"ID=PCA_SD_02826"	0.00109410634703471	0.000364702115678236
"000021F:43440:44136"	"ID=PCA_SD_02756"	0.00338435191421353	0.00307668355837594
"000022F:310725:311926"	"ID=PCA_SD_02913"	0.00178406692195344	0.00178406692195344
"000022F:463755:464919"	"ID=PCA_SD_02952"	0.00184072827483951	0.00147258261987161
"000023F:13148:13579"	"ID=PCA_SD_03255"	0.00233722069931977	0.00233722069931977
"000023F:272624:273793"	"ID=PCA_SD_03307"	0.0051778427800315	0.00345189518668767
"000024F:176013:176402"	"ID=PCA_SD_03391"	0.0043988685952575	0.00384901002085031
"000024F:243100:243552"	"ID=PCA_SD_03405"	0.0028403290598517	0.00378710541313559
"000025F:449959:450258"	"ID=PCA_SD_04280"	0.000714816146729343	0.00214444844018803
"000025F:4840:5993"	"ID=PCA_SD_04215"	0.00445985810784339	0.00297323873856226
"000025F:71068:71853"	"ID=PCA_SD_04229"	NA	NA
"000025F:89578:90363"	"ID=PCA_SD_04234"	NA	NA
"000026F:293818:295114"	"ID=PCA_SD_04096"	0.000194618223227861	0.00165339124147111
"000026F:412144:413233"	"ID=PCA_SD_04126"	0.0043999787844075	0.00393476778016152
"000026F:432090:433004"	"ID=PCA_SD_04131"	0.00413803009059894	0.00398422114570454
"000027F:103976:104778"	"ID=PCA_SD_04915"	NA	NA
"000027F:233969:234526"	"ID=PCA_SD_04940"	0.00538033658828538	0.00345878780675489
"000027F:249276:250056"	"ID=PCA_SD_04944"	0.00192204085548223	0.00137288632534445
"000027F:375852:376363"	"ID=PCA_SD_04962"	0.00418837585974225	0.00293186310181957
"000027F:98682:99705"	"ID=PCA_SD_04913"	NA	0.000628256378961337
"000028F:33039:33575"	"ID=PCA_SD_03540"	NA	NA
"000028F:375271:376772"	"ID=PCA_SD_03614"	0.00414041310022989	0.00328377590707887
"000028F:423854:424362"	"ID=PCA_SD_03628"	0.00379175559168807	0.00252783706112538
"000028F:426502:427155"	"ID=PCA_SD_03629"	0.00754163824530959	0.00786953556032305
"000031F:313738:315073"	"ID=PCA_SD_04349"	0.00369178997936562	0.00288922694037309
"000031F:51466:52386"	"ID=PCA_SD_04303"	0.00302690876465194	0.00279406962890949
"000032F:115128:115814"	"ID=PCA_SD_08166"	0.00187288073378867	NA
"000032F:190526:190840"	"ID=PCA_SD_08173"	0.00885010467379187	0.0027231091303975
"000033F:117855:118504"	"ID=PCA_SD_02313"	0.00692821803753056	0.00626838774824193
"000033F:122669:123312"	"ID=PCA_SD_02315"	0.00266391110582364	0.00233092221759568
"000033F:146249:146587"	"ID=PCA_SD_02322"	0.00126516132164486	0.000632580660822428
"000033F:185551:186347"	"ID=PCA_SD_02334"	0.00161439029374256	0.00107626019582837
"000033F:245008:245600"	"ID=PCA_SD_02343"	0.000361627055680949	0.000723254111361899
"000033F:359331:360297"	"ID=PCA_SD_02373"	0.00177410419043477	0.00243939326184781
"000033F:423433:423744"	"ID=PCA_SD_02390"	0.0041239393080539	0.00274929287203594
"000033F:48707:49571"	"ID=PCA_SD_02299"	0.000991652457890418	0.00148747868683563
"000033F:92498:92910"	"ID=PCA_SD_02307"	0.00363465837320005	0.0041538952836572
"000034F:56296:56790"	"ID=PCA_SD_03904"	0.00101987812333954	NA
"000035F:158491:158974"	"ID=PCA_SD_08117"	0.00265840715725789	0.00221533929771491
"000035F:275272:276807"	"ID=PCA_SD_08130"	0.00307147563047765	0.00307147563047765
"000036F:236858:237950"	"ID=PCA_SD_04412"	0.000588595180289487	0.000588595180289487
"000036F:352900:354496"	"ID=PCA_SD_04435"	0.000939958614985361	0.000537119208563063
"000037F:224692:225713"	"ID=PCA_SD_04796"	0.00188845753049827	0.00167862891599846
"000038F:121084:121529"	"ID=PCA_SD_03740"	0.000480818035916599	NA
"000039F:371868:372170"	"ID=PCA_SD_03708"	0.000707738759137964	0.000707738759137964
"000039F:377090:380273"	"ID=PCA_SD_03711"	0.0034348891472861	0.00269403070375381
"000040F:198231:198917"	"ID=PCA_SD_05995"	NA	0.00156073394482389
"000040F:331110:331980"	"ID=PCA_SD_06014"	0.000579609266421436	0.000492410663648227
"000040F:374995:375379"	"ID=PCA_SD_06024"	0.00065563593643256	0.000556999594854034
"000042F:246527:246861"	"ID=PCA_SD_04172"	0.00384080317645617	0.000640133862742696
"000042F:278076:278453"	"ID=PCA_SD_04180"	0.00226925760866458	0.000567314402166146
"000042F:327392:327919"	"ID=PCA_SD_04192"	0.0012184366137432	0.0012184366137432
"000042F:399367:400597"	"ID=PCA_SD_04212"	0.00243885281581092	0.00191624149813715
"000042F:67752:68387"	"ID=PCA_SD_04143"	0.00370895170472773	0.00303459684932268
"000042F:79390:80414"	"ID=PCA_SD_04145"	0.00439350412136084	0.0052303620492391
"000044F:251437:252193"	"ID=PCA_SD_03502"	0.00198297742157414	0.00169969493277783
"000044F:329625:330660"	"ID=PCA_SD_03518"	0.000620979278046727	0.0014489516487757
"000044F:51886:52991"	"ID=PCA_SD_03458"	0.00213281490434614	0.0011633535841888
"000045F:284343:284981"	"ID=PCA_SD_06273"	0.00570510539643138	0.00503391652626298
"000045F:76095:77251"	"ID=PCA_SD_06238"	0.00129741910815179	NA
"000046F:146168:146551"	"ID=PCA_SD_04554"	0.0016753503438969	0.000558450114632299
"000046F:167070:167813"	"ID=PCA_SD_04557"	0.00461171707567318	0.00374702012398446
"000046F:169146:169529"	"ID=PCA_SD_04558"	NA	NA
"000046F:194315:195185"	"ID=PCA_SD_04564"	0.00221584798641702	0.0017234373227688
"000046F:336331:337152"	"ID=PCA_SD_04590"	0.000260881805375673	0.000260881805375673
"000046F:73995:74408"	"ID=PCA_SD_04543"	0.00155394814506379	0.000517982715021263
"000047F:188520:188975"	"ID=PCA_SD_07849"	0.00608907497980678	0.00141082134222897
"000048F:17590:17974"	"ID=PCA_SD_06296"	0.00835499392281051	0.00779799432795647
"000048F:279070:279411"	"ID=PCA_SD_06329"	NA	NA
"000049F:146153:146584"	"ID=PCA_SD_03997"	0.00744600152843066	0.00645320132463991
"000049F:259506:260383"	"ID=PCA_SD_04019"	0.000488484838311624	0.000732727257467436
"000049F:261436:262448"	"ID=PCA_SD_04021"	0.00105846418568017	0.00105846418568017
"000050F:110320:111279"	"ID=PCA_SD_08631"	0.00759492155899927	0.00536112110047007
"000051F:116058:116628"	"ID=PCA_SD_03085"	0.000375560147143263	NA
"000051F:205947:206622"	"ID=PCA_SD_03105"	0.00158613050309766	0.000634452201239062
"000051F:342769:344392"	"ID=PCA_SD_03140"	0.00277299367265694	0.00198070976618353
"000051F:44043:44797"	"ID=PCA_SD_03067"	0.00255629615386653	0.00113613162394068
"000051F:46013:46892"	"ID=PCA_SD_03068"	0.00146212393649184	0.0012184366137432
"000053F:14059:14737"	"ID=PCA_SD_05838"	NA	NA
"000053F:249464:249788"	"ID=PCA_SD_05877"	NA	NA
"000053F:341955:342592"	"ID=PCA_SD_05892"	0.00739464979375183	0.00470568623238753
"000054F:164669:165170"	"ID=PCA_SD_06764"	0.007262076391075	0.00427180964180883
"000054F:309466:310093"	"ID=PCA_SD_06790"	0.00136589072623441	0.000341472681558603
"000054F:85959:86252"	"ID=PCA_SD_06742"	0.00510582961949531	0.00583523385085178
"000054F:89370:89823"	"ID=PCA_SD_06743"	0.00661283659969877	0.00661283659969877
"000055F:245388:246067"	"ID=PCA_SD_07065"	0.0011136169214406	0.000946080194200601
"000055F:304061:304480"	"ID=PCA_SD_07077"	0.000600999608396513	0.00561641258144484
"000055F:346088:346697"	"ID=PCA_SD_07086"	NA	NA
"000057F:140052:140579"	"ID=PCA_SD_04852"	0.00893520183411679	0.00731061968245919
"000057F:169524:169832"	"ID=PCA_SD_04857"	0.00555197007168422	0.000693996258960528
"000057F:232074:232373"	"ID=PCA_SD_04869"	0.0050037130271054	0.0050037130271054
"000057F:248514:249354"	"ID=PCA_SD_04874"	0.00254987923922477	0.00254987923922477
"000057F:5913:6265"	"ID=PCA_SD_04823"	0.00182247742792184	0.00182247742792184
"000059F:175046:175597"	"ID=PCA_SD_06933"	NA	NA
"000059F:84766:85020"	"ID=PCA_SD_06912"	0.00840960172622757	0.00672768138098206
"000061F:227898:228531"	"ID=PCA_SD_04500"	0.00202944647336407	0.00135296431557604
"000061F:241620:242603"	"ID=PCA_SD_04504"	0.00108965876025815	0.000217931752051629
"000061F:248993:249976"	"ID=PCA_SD_04506"	0.000871727008206516	0.000653795256154887
"000062F:292889:293284"	"ID=PCA_SD_05173"	0.00270763691942933	0.0016245821516576
"000062F:7788:8818"	"ID=PCA_SD_05120"	0.00436793571716282	0.0027039602058627
"000063F:177958:178598"	"ID=PCA_SD_09134"	0.000334547338562875	0.00066909467712575
"000064F:118443:118904"	"ID=PCA_SD_06119"	0.00139249898713508	0.00139249898713508
"000064F:121705:122131"	"ID=PCA_SD_06120"	0.00351548924620989	0.00301327649675133
"000064F:22904:23536"	"ID=PCA_SD_06105"	0.00237142797493147	0.00271020339992168
"000064F:43632:44080"	"ID=PCA_SD_06109"	0.00382084354599204	0.00286563265949403
"000065F:143063:143672"	"ID=PCA_SD_07125"	0.00210929354772593	0.000703097849241977
"000065F:299419:299805"	"ID=PCA_SD_07143"	0.000554121043976235	0.000554121043976235
"000067F:191497:191811"	"ID=PCA_SD_11482"	0.0027231091303975	NA
"000067F:211516:211870"	"ID=PCA_SD_11487"	0.00664476981466714	0.00241627993260623
"000068F:240298:240690"	"ID=PCA_SD_08298"	0.0049109506263848	0.00545661180709422
"000068F:65582:66583"	"ID=PCA_SD_08269"	0.00107008405199004	0.000856067241592028
"000069F:103749:104212"	"ID=PCA_SD_03832"	0.000462165612109489	0.000462165612109489
"000069F:120341:120903"	"ID=PCA_SD_03835"	0.000380896703408176	0.000380896703408176
"000069F:196425:197015"	"ID=PCA_SD_03854"	0.00399135919493542	0.0036285083590322
"000069F:200372:201025"	"ID=PCA_SD_03855"	0.00459056241018844	0.00426266509517498
"000069F:245323:245978"	"ID=PCA_SD_03863"	0.000653795256154887	0.00163448814038722
"000069F:258553:259059"	"ID=PCA_SD_03868"	NA	NA
"000069F:336176:336656"	"ID=PCA_SD_03888"	0.0013374938296391	0.0013374938296391
"000069F:345446:345718"	"ID=PCA_SD_03891"	0.000785512249153125	0.000785512249153125
"000070F:2436:3444"	"ID=PCA_SD_09540"	0.00361304494382522	0.000500336641281537
"000070F:45182:45545"	"ID=PCA_SD_09549"	0.00176740256059453	NA
"000070F:63864:64253"	"ID=PCA_SD_09552"	0.00329915144644312	NA
"000071F:106082:106678"	"ID=PCA_SD_05791"	0.00215522456300305	0.0017960204691692
"000071F:218557:219058"	"ID=PCA_SD_05817"	0.00299026674926618	0.00299026674926618
"000071F:264672:265520"	"ID=PCA_SD_05823"	0.00454653379545165	0.00479911900631008
"000071F:267655:268524"	"ID=PCA_SD_05824"	0.0044367898762511	0.0044367898762511
"000071F:315372:316063"	"ID=PCA_SD_05833"	0.000619782786181512	0.000309891393090756
"000072F:183219:184023"	"ID=PCA_SD_09379"	0.00106556444232946	0.000627130026152883
"000072F:219661:220243"	"ID=PCA_SD_09388"	0.0033104692901702	NA
"000072F:221379:221947"	"ID=PCA_SD_09389"	0.00301504174367386	NA
"000072F:240833:241962"	"ID=PCA_SD_09395"	0.0026568387754542	0.00201042346879542
"000072F:298161:298471"	"ID=PCA_SD_09402"	0.00137906652102124	NA
"000073F:119126:119458"	"ID=PCA_SD_06484"	0.0025759140422679	0.0025759140422679
"000073F:119881:120264"	"ID=PCA_SD_06485"	0.0033507006877938	0.0027922505731615
"000073F:246789:247007"	"ID=PCA_SD_06503"	0.0019584004019982	0.0039168008039964
"000074F:242649:243711"	"ID=PCA_SD_07259"	0.0026225615919515	0.0026225615919515
"000075F:61638:62700"	"ID=PCA_SD_08058"	0.000201735507073192	0.000605206521219576
"000076F:110576:111228"	"ID=PCA_SD_04695"	0.000328399454852685	NA
"000076F:256202:256777"	"ID=PCA_SD_04727"	0.0011169002292646	0.000744600152843066
"000076F:43917:44678"	"ID=PCA_SD_04684"	0.00450277887703523	0.00450277887703523
"000076F:99197:100167"	"ID=PCA_SD_04692"	0.00309189270469953	0.00265019374688531
"000078F:263805:265160"	"ID=PCA_SD_07020"	0.00158145165205607	0.00142330648685046
"000079F:271128:271409"	"ID=PCA_SD_11442"	0.000760442709286535	NA
"000080F:104171:104905"	"ID=PCA_SD_06060"	0.00437642538813884	0.00466818708068143
"000080F:97056:97410"	"ID=PCA_SD_06058"	0.00483255986521246	0.00483255986521246
"000082F:143471:144238"	"ID=PCA_SD_06384"	0.00195457540121305	0.0016753503438969
"000082F:58087:58717"	"ID=PCA_SD_06366"	NA	NA
"000085F:154708:155346"	"ID=PCA_SD_11946"	NA	0.000335594435084199
"000086F:232929:233739"	"ID=PCA_SD_08963"	0.00264420276225404	0.00185094193357783
"000087F:117296:118143"	"ID=PCA_SD_05398"	0.00278171377854579	0.00278171377854579
"000087F:70286:70937"	"ID=PCA_SD_05389"	0.00197341880998898	0.000657806269996328
"000088F:21298:21594"	"ID=PCA_SD_05513"	NA	0.000722036511847822
"000088F:3737:4216"	"ID=PCA_SD_05509"	0.00625464128388175	0.00268056055023504
"000089F:280334:281128"	"ID=PCA_SD_10770"	0.00242767747945815	0.00134870971081008
"000091F:1785:2168"	"ID=PCA_SD_17406"	NA	NA
"000091F:44702:45309"	"ID=PCA_SD_17416"	NA	NA
"000093F:141558:142352"	"ID=PCA_SD_07724"	0.000539483884324033	0.000809225826486049
"000093F:161570:162521"	"ID=PCA_SD_07729"	0.00225257189095381	0.00135154313457229
"000093F:318836:319183"	"ID=PCA_SD_07763"	0.00492976652916789	0.00492976652916789
"000094F:81949:82828"	"ID=PCA_SD_07500"	0.000860522166567735	0.0012184366137432
"000097F:237089:238355"	"ID=PCA_SD_05688"	0.000677016082143024	0.000169254020535756
"000099F:308328:308712"	"ID=PCA_SD_05640"	0.00222799837941614	0.000556999594854034
"000099F:8756:9762"	"ID=PCA_SD_05578"	0.00191658748378275	0.0004259083297295
"000100F:111760:112078"	"ID=PCA_SD_08885"	0.0026889635613643	0.00201672267102323
"000100F:268409:269039"	"ID=PCA_SD_08911"	0.00373834117940861	0.00271879358502444
"000102F:140029:141090"	"ID=PCA_SD_09321"	0.0010096273258889	0.000403850930355561
"000102F:146248:147235"	"ID=PCA_SD_09322"	0.00086819774906398	0.000651148311797985
"000107F:238883:239428"	"ID=PCA_SD_07321"	0.000392756124576562	NA
"000107F:245203:245751"	"ID=PCA_SD_07322"	0.00156243966498217	0.0027342694137188
"000108F:5418:5849"	"ID=PCA_SD_07929"	0.00148920030568613	0.00148920030568613
"000110F:126898:127374"	"ID=PCA_SD_08336"	0.00314698932522352	0.0022478495180168
"000110F:158546:159064"	"ID=PCA_SD_08340"	0.000413188524121008	0.000413188524121008
"000111F:104349:105001"	"ID=PCA_SD_07174"	0.000985198364558054	0.000985198364558054
"000112F:183507:183782"	"ID=PCA_SD_08841"	0.00310789629012758	0.00310789629012758
"000112F:220969:221761"	"ID=PCA_SD_08851"	NA	NA
"000112F:227588:228410"	"ID=PCA_SD_08853"	0.000781694449643267	0.000781694449643267
"000112F:58736:59734"	"ID=PCA_SD_08824"	0.00279057354579023	0.0017172760281786
"000113F:134512:135197"	"ID=PCA_SD_07785"	0.00937805440315465	0.00781504533596221
"000114F:181352:182010"	"ID=PCA_SD_10361"	0.00162704737495298	0.00130163789996239
"000115F:204287:204637"	"ID=PCA_SD_10868"	0.0073314476587625	0.00610953971563541
"000115F:213971:214846"	"ID=PCA_SD_10870"	0.00318240065324708	0.00122400025124888
"000116F:173055:173447"	"ID=PCA_SD_07353"	0.00709359534922249	0.00600227298780365
"000117F:202332:203110"	"ID=PCA_SD_06613"	0.000550564426235695	0.000550564426235695
"000117F:21288:23206"	"ID=PCA_SD_06581"	0.000223496450254094	0.000335244675381141
"000117F:272896:273368"	"ID=PCA_SD_06625"	0.00136011528975985	0.000453371763253283
"000117F:76362:77233"	"ID=PCA_SD_06588"	0.00122961493130048	0.00147553791756057
"000117F:85034:86504"	"ID=PCA_SD_06591"	0.00174938010076522	0.00174938010076522
"000118F:42503:42975"	"ID=PCA_SD_07994"	0.00362697410602627	0.0027202305795197
"000119F:213085:213637"	"ID=PCA_SD_08558"	0.000912910797564324	0.0011633535841888
"000119F:87140:87486"	"ID=PCA_SD_08537"	NA	0.00185399000592625
"000120F:64814:65861"	"ID=PCA_SD_10708"	0.00450170474085274	0.0030693441414905
"000121F:144467:145068"	"ID=PCA_SD_11755"	NA	NA
"000121F:209797:210201"	"ID=PCA_SD_11764"	0.00124651770630388	0.00105898688404347
"000121F:247:999"	"ID=PCA_SD_11735"	0.00033521890508172	0.00370223502290098
"000122F:19601:20127"	"ID=PCA_SD_06800"	0.000478975019974451	NA
"000122F:96605:97238"	"ID=PCA_SD_06812"	0.00437952396023958	0.00238883125103977
"000123F:127210:127987"	"ID=PCA_SD_07897"	0.00496144883333992	0.00275636046296662
"000123F:20886:21752"	"ID=PCA_SD_07877"	0.00469948331759776	0.00272075349966186
"000123F:252715:253314"	"ID=PCA_SD_07918"	NA	NA
"000126F:149558:150136"	"ID=PCA_SD_07622"	0.00629630802818593	NA
"000126F:210456:211418"	"ID=PCA_SD_07641"	0.00289489405217491	0.00157270925561704
"000129F:115715:116832"	"ID=PCA_SD_05339"	0.000575433391821475	0.000191811130607158
"000129F:222092:222496"	"ID=PCA_SD_05360"	NA	NA
"000129F:51558:52247"	"ID=PCA_SD_05327"	0.00248631703210206	0.00186473777407655
"000129F:71906:72847"	"ID=PCA_SD_05330"	NA	NA
"000130F:8300:8680"	"ID=PCA_SD_04989"	0.00132503850670097	0.00112569471925881
"000132F:52119:53384"	"ID=PCA_SD_08423"	0.00067755084998042	0.000508163137485315
"000132F:55324:56582"	"ID=PCA_SD_08424"	0.00153296552515427	0.00102197701676951
"000134F:32095:32724"	"ID=PCA_SD_09449"	0.00306349777169719	0.00306349777169719
"000134F:35066:35692"	"ID=PCA_SD_09451"	0.00410420754102972	0.0034201729508581
